block,m2,m4,R0,R2,C1
33,0.37831166172027586,0.1678187264396618,0.2385,0.4572,2422.4039
34,0.3943441762924194,0.17963086407575055,0.2139,0.4946,2485.3278
35,0.38294532387256625,0.17204742884497695,0.2308,0.4745,2441.66
36,0.3767463103055954,0.16804014400286893,0.2349,0.4636,2419.266
37,0.3909789675951004,0.1768971982103826,0.2125,0.4973,2475.681
38,0.38686993613243104,0.17502565937581138,0.2236,0.4828,2456.7603
39,0.3893381164312363,0.17614990151375734,0.2216,0.4848,2464.203
40,0.39027994542121885,0.17716087974052808,0.2127,0.4899,2470.6634
41,0.38795446453094484,0.17548894539868962,0.2147,0.4897,2455.9632
42,0.387714715719223,0.1758013693337386,0.2318,0.4777,2460.0773
43,0.38455646884441375,0.17298946294819734,0.2356,0.4696,2444.9226
44,0.38283503947257996,0.17195458415024437,0.2286,0.4789,2444.2454
45,0.3864328351736069,0.1731792158009164,0.2258,0.48,2456.5553
46,0.3797637154340744,0.17013803674280753,0.241,0.4708,2429.2343
47,0.3823961533546448,0.1718115384089561,0.2366,0.472,2435.3931
48,0.3851700986146927,0.17293999825991146,0.2313,0.4748,2449.0444
49,0.38436801500320433,0.172653339564142,0.229,0.4788,2446.0695
50,0.38666358218193053,0.17375188572597364,0.2216,0.4864,2458.9142
51,0.38950449495315553,0.17628552186333013,0.215,0.494,2466.8025
52,0.38122536027431486,0.17006190719736397,0.2343,0.4649,2436.9968
53,0.38640963978767395,0.175390373199376,0.2276,0.4857,2452.5284
54,0.39021969318389893,0.1767648655187105,0.2133,0.4869,2470.1204
55,0.38120564467906953,0.17084956253111117,0.2319,0.4755,2437.8952
56,0.3788640146493912,0.1703978433455241,0.2513,0.4637,2423.0676
57,0.3878949722766876,0.17535166012181663,0.2248,0.4795,2459.3472
58,0.3833254644393921,0.17210583165347637,0.2352,0.4756,2444.7296
59,0.3834172175168991,0.17184225625697386,0.2289,0.4689,2444.1265
60,0.38744577021598814,0.17474268630484527,0.2205,0.4756,2458.6718
61,0.37800694468021395,0.1687294565927642,0.2385,0.4719,2427.5963
62,0.39244480431079865,0.1781670793777656,0.2114,0.4963,2477.583
63,0.39138981759548186,0.17706148495803228,0.2162,0.4935,2472.7925
64,0.38201773056983945,0.17253276725204927,0.2426,0.4795,2433.1612
65,0.38801966931819915,0.17479504897333153,0.2172,0.4837,2465.548
66,0.38949836378097535,0.1755561801672403,0.2182,0.4914,2463.6109
67,0.3892581360578537,0.17671920135969243,0.219,0.4872,2464.0384
68,0.3868671890974045,0.17387699544066662,0.2286,0.4792,2460.933
69,0.37682000122070314,0.16797839933820125,0.2482,0.4608,2417.1582
70,0.3857423498868942,0.17400599397210625,0.2236,0.482,2448.0042
71,0.37159397659301757,0.16435579731835076,0.2545,0.4473,2395.2778
72,0.38429074673652647,0.1729791907993411,0.2278,0.48,2440.9941
73,0.38277333772182465,0.17161742596519858,0.225,0.4779,2445.9782
74,0.3798777803182602,0.17072586524249195,0.2444,0.4703,2426.8065
75,0.3882897438287735,0.1764754146630507,0.2256,0.4864,2455.1142
76,0.383082466506958,0.17182270385576537,0.2293,0.474,2440.5695
77,0.3865568957090378,0.17409395455073953,0.2254,0.4852,2451.742
78,0.3815537045955658,0.16975372242797057,0.2353,0.4726,2441.8138
79,0.38464504783153536,0.17274763380551664,0.2284,0.4736,2450.4061
80,0.3874756999731064,0.17550025509967743,0.2267,0.4811,2458.8416
81,0.39095378029346467,0.17723378512930818,0.2169,0.4891,2468.0797
82,0.3833460416316986,0.17239310886162656,0.2254,0.4791,2447.0939
83,0.3979044203519821,0.18164817574685357,0.204,0.504,2493.8594
84,0.384090997171402,0.17273051003596585,0.2269,0.4725,2445.5859
85,0.38732317609786987,0.17482121876075732,0.2214,0.4781,2458.0185
86,0.38948048365116117,0.17659008238803903,0.2186,0.491,2463.173
87,0.38149851253032685,0.1713236537873011,0.2352,0.4751,2438.5076
88,0.39469473595619203,0.17983682340863008,0.2093,0.5037,2482.9298
89,0.3952830203771591,0.1801651771220257,0.2053,0.4977,2488.7119
90,0.39036396262645723,0.1766431275960785,0.2216,0.492,2471.9715
91,0.3852268898010254,0.17292899563605885,0.2272,0.4678,2447.9863
92,0.3878791412830353,0.17519887984607832,0.2229,0.4853,2459.8995
93,0.3866409720659256,0.1742747390321345,0.2228,0.4771,2453.9553
94,0.3846318623781204,0.17329253598796673,0.2316,0.4732,2443.4976
95,0.3953586000919342,0.1804104263365729,0.2111,0.4961,2488.0398
96,0.3822922990322113,0.17222796658270717,0.2292,0.4796,2437.035
97,0.38570030751228335,0.17407121862163114,0.2318,0.4726,2444.9595
98,0.3841741572380066,0.17302983340735803,0.2274,0.4811,2445.3856
99,0.3894711763381958,0.17650895909577938,0.2155,0.491,2470.9754
100,0.380154759812355,0.17036182626297608,0.2368,0.4695,2430.8837
