block,m2,m4,R0,R2,C1
75,0.3215473412275314,0.12167429912498924,0.2237,0.4845,8955.0155
76,0.3280437875717878,0.12478382363818641,0.2208,0.4812,9055.5485
77,0.3223096590057015,0.1215667489360976,0.2308,0.4776,8971.4465
78,0.3252006320476532,0.1236776497819337,0.2235,0.4788,9004.6229
79,0.32527309544682503,0.12326576639864109,0.2173,0.4912,9010.8568
80,0.3258622281908989,0.12395056414324537,0.2186,0.4891,9021.5944
81,0.3202781696781516,0.12006325015852515,0.2342,0.4716,8924.2115
82,0.32654583982229235,0.12454733735911869,0.2295,0.4835,9027.5577
83,0.31829976245313885,0.11972257366208287,0.2388,0.4652,8892.7568
84,0.3314015447244048,0.12660139620055683,0.2081,0.4939,9090.6051
85,0.33456752073317764,0.12839980829756228,0.2017,0.5023,9160.274
86,0.3288637462928891,0.12445549882017604,0.2121,0.4828,9063.9806
87,0.31856311139911414,0.11945596770713235,0.2323,0.4694,8908.3162
88,0.3277677838310599,0.12452370175902001,0.2173,0.4905,9046.4877
89,0.3181751738637686,0.11896529454760639,0.2363,0.4715,8890.6797
90,0.32826252205967904,0.12479297018534076,0.2176,0.4863,9049.2056
91,0.31157095551341774,0.11569541308057987,0.2494,0.454,8788.7494
92,0.3234589925140142,0.12297671051051093,0.2265,0.4847,8968.1666
93,0.32394128712415693,0.12282512344182414,0.2279,0.4759,8966.1447
94,0.3302787041261792,0.12612556361947147,0.2152,0.4995,9102.5832
95,0.32561593697220087,0.12333410018261987,0.221,0.4823,9010.8062
96,0.32291187865883114,0.12235038577303155,0.2392,0.4825,8956.3786
97,0.33037319145947697,0.12650083486125704,0.2134,0.499,9114.2487
98,0.32417215683311223,0.12262689917514376,0.2262,0.4739,8977.9858
99,0.32223885486125947,0.12234131937456173,0.2307,0.4797,8959.9401
100,0.32825068675726654,0.12471735779574289,0.2231,0.4886,9057.725
