block,m2,m4,R0,R2,C1
30,0.329362943919003,0.12566086723711015,0.2225,0.4889,9068.0842
31,0.3121790228053927,0.11568767990903225,0.2533,0.4442,8787.8656
32,0.329532557579875,0.1258595185027307,0.2138,0.4936,9086.4561
33,0.31949276392608883,0.12004351696391627,0.2337,0.4682,8936.6294
34,0.32827771204560996,0.12553486657936855,0.2177,0.49,9066.271
35,0.32735063133239745,0.12487774739826779,0.2267,0.4847,9039.5598
36,0.3292906938567758,0.1263858078092755,0.2147,0.5027,9066.2483
37,0.3264446809411049,0.12430037526834613,0.222,0.4839,9040.8169
38,0.32806030753403903,0.12450600861697549,0.219,0.4872,9063.9234
39,0.3232427025169134,0.12202085611597158,0.2282,0.4803,8982.9588
40,0.32447504208087924,0.12365958305472793,0.2316,0.4792,8991.3817
41,0.3270838381662965,0.12476994812125158,0.2234,0.4926,9033.8907
42,0.3264865591973066,0.12421188411452072,0.2137,0.4887,9043.1649
43,0.33018902403116224,0.1265132897871798,0.2146,0.4914,9082.4562
44,0.329787636436522,0.12603592633689015,0.2272,0.4885,9062.5847
45,0.3233802807852626,0.12238700404317819,0.2313,0.4791,8981.3731
46,0.32621919738203287,0.12428370459681992,0.2266,0.4811,9011.868
47,0.3262127941548824,0.12384670805273486,0.2222,0.4803,9017.0808
48,0.3215287431240082,0.12088161597412245,0.2314,0.478,8947.8549
49,0.32401441672593356,0.1230357468519337,0.2208,0.4884,8979.4624
50,0.3295237058982253,0.12558915038274082,0.2183,0.5009,9073.2083
51,0.32961045424044133,0.1254804532349207,0.2133,0.4954,9058.2885
52,0.3226784930303693,0.12156219621665883,0.2276,0.4726,8968.9715
53,0.32632586023658516,0.12341078063857171,0.2174,0.4786,9038.3878
54,0.32464759911894797,0.1228388853690999,0.2262,0.4804,8995.8988
55,0.3252550822839141,0.12322314770685498,0.2203,0.4843,9010.4469
56,0.32256973886340856,0.12246458377628905,0.2415,0.4749,8946.1556
57,0.32490864492207766,0.12353548823391061,0.2235,0.4816,8994.4149
58,0.3286329611092806,0.1257490167719872,0.2213,0.491,9047.3978
59,0.3197983470842242,0.11983084494825832,0.232,0.4703,8946.7074
60,0.32883652269691227,0.12487171460450874,0.2104,0.4886,9075.9735
61,0.3248976165443659,0.12385004442389604,0.228,0.4792,8999.5629
62,0.3277727299615741,0.12552946997707035,0.221,0.4894,9033.3206
63,0.32605781859755517,0.12289326764723735,0.2162,0.4765,9038.3767
64,0.32153762972801925,0.12144040552930453,0.2359,0.4636,8939.1659
65,0.3215017171919346,0.12124027049636664,0.2364,0.4692,8945.3198
66,0.31602164843082425,0.1176294961381391,0.2415,0.4511,8846.203
67,0.32557086455971,0.12411345245343375,0.2261,0.4925,9004.4233
68,0.3291068606734276,0.1255194757636248,0.2197,0.4888,9064.115
69,0.3122005894109607,0.11509143414404839,0.2455,0.4507,8810.8255
70,0.3171559278264642,0.11925459546409833,0.2473,0.4683,8873.8066
71,0.321824942573905,0.12166187291194756,0.2328,0.4749,8942.5259
72,0.3265649621680379,0.12437486532440739,0.2233,0.4894,9021.7938
73,0.32795039748698473,0.12439271080939483,0.2136,0.4833,9036.1188
74,0.32099336433112624,0.12106466989155885,0.2285,0.4826,8946.2005
75,0.32863856093138455,0.12537697312488583,0.21,0.5006,9078.3096
76,0.32793768717348576,0.12480650973385989,0.2165,0.4882,9051.9358
77,0.3230368635997176,0.12239902253233545,0.2347,0.4714,8955.776
78,0.3226646693646908,0.12194203326478642,0.2237,0.4762,8975.1689
79,0.32427076619267464,0.12254179288871891,0.2259,0.479,9009.0504
80,0.32238502668440344,0.12207810906756958,0.2296,0.4722,8943.9624
81,0.3213392742052674,0.12091243575615372,0.2283,0.4748,8961.3766
82,0.3218904643714428,0.12149417589138034,0.2321,0.4751,8938.4251
83,0.3196861425817013,0.12051694535087358,0.2362,0.4705,8916.367
84,0.33339931208491325,0.1277151211147771,0.2051,0.4993,9151.1755
85,0.32482553665190933,0.12352629356471294,0.2313,0.4835,8977.2273
86,0.32255768763273956,0.12208882032304708,0.2389,0.4672,8952.24
87,0.323500770662725,0.12251549993387252,0.2268,0.4745,8977.9718
88,0.3227655527204275,0.1226585449732941,0.2255,0.4816,8973.4748
89,0.3176168681502342,0.11864159602653988,0.2408,0.4564,8870.5338
90,0.3238119786813855,0.12234004568260153,0.2247,0.4785,8989.933
91,0.3269153860375285,0.12467945593030036,0.2219,0.4865,9032.5991
92,0.32527725000977514,0.12348879645943692,0.221,0.485,9012.6662
93,0.32240351906865833,0.12163636711756882,0.2267,0.4736,8959.2449
94,0.3276846682444215,0.1248073143588543,0.2259,0.4853,9048.1363
95,0.3203044181913137,0.12038978430373044,0.2384,0.4705,8935.0381
96,0.32971895687133074,0.12536335835674778,0.2128,0.4957,9080.9154
97,0.33155093275010583,0.12661631543765278,0.2089,0.4981,9114.9214
98,0.3299792909115553,0.12665254394092337,0.2184,0.4936,9066.4141
99,0.3325328510627151,0.127943796483936,0.2137,0.4982,9114.2851
100,0.330669805586338,0.1269928960759003,0.2156,0.4909,9083.5632
