input,output
0100111100,10101110100
0111111001,10110111001
0010011001,10011110100
0000010000,10000000000
0011111110,10001111110
0100000111,00101000110
0010011101,10000100010
0001010101,10011111100
0001100110,00001011010
0111001110,00010001100
1010111101,01010011110
0001111110,10000100110
1111010011,01001010110
1100010110,01001101000
0101100011,00100111001
0010100010,00001011100
1001011001,01011101100
0110111010,10111010010
0100010001,10100100100
0111011010,10111100100
1000010111,01010010110
0011011101,10000101010
0001101110,00100000110
1101000111,10010001110
0111011000,10110011000
1001110010,01000011010
0000010011,10001110010
0011011111,10001010001
0000111010,10011110100
1100111011,01000010001
1101110111,01000100011
0011010101,10010010010
0000001100,00100100000
0000101010,00100110100
1100111000,01001110100
0111110010,10101011110
0111111110,10100110001
1011110001,01010110001
1111100000,10000011110
1101000000,10011110000
1111011011,01011101110
1000100111,10001100001
0110011011,10111111010
1101001111,10111111110
1010000101,10010101100
1110010011,01000101010
1000000101,10001001100
0110111100,10101000010
1000001001,10100010100
0111010100,10111011000
0000001011,00100101010
1011001011,10110010110
0011001101,00101110010
0010111001,10011111010
0110001000,00010100000
1000110101,01011011010
1101100001,10011011110
0100001110,00010011000
0100011001,10110110100
0000001101,00100111100
0111011011,10111001110
1100100000,10010110100
0011010000,10001001000
0001011100,10001110000
0110000010,00100110000
0011101001,00101010001
0110011000,10110100000
0101111100,10101011010
1001111000,01011110010
0101010110,10110000100
1111010000,01000111000
0011001111,00101000001
0010010111,10011010110
1110100111,10000100101
0100100000,00100010100
0000011001,10010110100
1111110111,01010000111
0100001000,00010000000
1000101101,10100000110
0011001000,00101001000
1111101011,10100110011
1101111110,01011101110
1101000001,10011110100
0111111011,10111010011
1100110111,01001101001
1110111010,01010001010
1001101001,10101101110
1010100110,10010010010
0100110011,10101101110
0101011001,10110011100
1011100010,10010001110
0001111001,10010101110
0010110110,10011100010
0101110110,10110010110
0101010101,10111000010
1011011000,01001101000
0000110101,10011101010
0000000001,00000000100
1010001100,10111100000
1000110000,01000100100
0011101000,00101000110
1110100110,10000101010
0111011001,10110100010
1001101100,10101001010
0011100110,00000101110
1001011110,01001100100
0011111111,10001011011
0110100010,00100100010
1110001110,10101111000
1010111000,01000011100
1010111110,01011001010
0110111111,10100101101
1010101010,10111000010
0110000110,00101101000
0100010011,10101110010
0001110111,10010001101
1001000000,10001010000
0111111000,10110001110
1010101110,10111110010
0000100010,00000010100
1010001010,10111110000
1001000101,10000111100
0000010100,10011000000
0001100011,00000001001
1001110000,01001110010
1011000000,10010101000
0100110100,10111010100
0110101111,00010110101
1000111101,01001100110
1001110100,01010001010
0110110000,10100111100
1110100010,10001010010
1010100111,10010011001
0110000001,00100100100
1101001010,10111011000
0011111011,10010111101
0111110001,10100101001
