path	size_bytes	sha256	category	reason	referenced_by	reproducible	recommended_action	final_action
DMRG/__pycache__/reproduce.cpython-312.pyc	75048	79df1bc46ccd00eda6e82c0a00d75860c27f6b98f8657a5fb2d4877897c61170	CACHE	generated or empty	inventory_scan	true	DELETE	DELETE
DMRG/config/hard_goal/design_v1.toml	770	5e6aa27d1f53b0d2fc52e540bbc954291d858c12b6cb0002df97d33e8c126ee5	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/hard_goal/stage4_regression_v1.toml	1119	2f9c4e09566ee5893d7641984bb21be0efb07d9dc148fb7a9a0b1e070232b4c6	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/hard_goal/stage5_validation_v1.toml	1135	5ff4b739fb9bfa944e275e78d65579decb3e537b13c7951db4bf6cbe1736025d	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/hard_goal/stage6_pilot_v1.toml	1081	9a7103be4288bf5a5497a7aaacbfabe35e0badcd5881f5667ecff4697f4479c2	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/hard_goal/stage6_representation_v1.toml	891	cd7da4953a196ff81b72fbd0f2549c11639c3d884b76ec7e608e41081e58ed9c	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/hard_goal/success_contract_v1.json	1918	d427bb9c724f7715fa2542ab849e189a9b16d1c880e13baeebf819d3f637bf60	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_b0_v1.json	2266	2bde109225e856120f2e60c2753a2d3ccc941cfff946996c5e837cc844cdf942	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_cluster_requirements_v1.txt	98	c58c2f02a721b1e98788c33f1850c6dada9eed2b249b45464e2520d35aaeba5c	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_cluster_wheels_v1.sha256	750	8311d992bde28c1dfdeb1fc3cca2ff0d519f00b7a44018ed64e783645a8cac85	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_easy_v1.json	6466	a08eef49f356f40b40eed878b62993e671d383fb98d8b201e09bc51ff88464e6	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_n0_v1.json	608	848568e68103386f14d8bf3c22963485dd67e353fc55c6f398bafdb3dac31cfd	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/issue28_pilot_v1.json	1619	b46913d790001e0165fbb5ea6f21e27079006b9dacee12cd6eb7bd592630b816	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/mps_baseline_45x45.toml	608	115b985244b46152640452ec3cd60479725985b8087ece3cc0716dbea4447979	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_baseline_9x9.toml	597	e7cae79d855c643ded6bbab774bae21f7a6d0ac6ba3dd2f852c0fd796a55de1b	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_chi2.toml	601	20ff9867e66bb3137ce621e942d88c71444f21c9ac5e054bd96a747d8566e979	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_chi4.toml	601	86a3aa7cab40c1a04817cc46a14958354f8efe60bd7bc44234dda62fa67fb7d5	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_chi8.toml	601	b91a6651fd370f7c9ed92cf69a42d860ee8982616559b94ca8eaea51f96e9cf3	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_formal_probe.toml	578	dffe927e866bc01a401fa3d1a38e87805c24d402bc905d6bbaa0a58b9db280d1	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_medium.toml	602	fa9329015ac7ec1b67de92871eec902a6a2dcfb7ae99f20fb7bf05f87ca86f1a	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_medium_chi2.toml	601	572a7af0f8672f2146305626617685eba186cf88bd0572aa85865e6ac2ccc14e	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_smoke.toml	566	26a27b2076cf98db0df73c0134cbc5a2a21cb19da3cc20f9cf16e048ed21441e	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/mps_warm_start.toml	606	a4431dd0e7cd9885286642c2a15e1b23b79d34ec76c23987bddb287fbe5ce422	CONFIG	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/config/neural_confirmation_independent_v2.json	2316	4760d86b16b75ffbe03f466d1eed19ead2b57eb2d642b56832810b36ff3f210c	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/neural_confirmation_v1.json	2280	bd9346ac3fbb0e1d87676065712e4d7e83931c68ce395ffd0cdc480400cb0414	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/neural_replacement_formal_v1.json	2560	b735515d5c8d5014b19fdd53da0944688204cd7522039f5bfc6cfe99f8b80171	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/neural_root_cause_v1.json	1905	4025c346dd0864aa873738d2feb14c35c76e9e5c443eaaa3713defa4398b1d73	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/neural_three_arm_v1.json	2477	6c313743dc7b93a306d5692fbe1ea13cd9c93138bae05913d34ca3bc67c70f36	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/paper_fig2_L90_rg2_continuation1.json	1173	3e5ce1841df9365fb70f2cbd667bfe9032580b562babaaf1b106f781f703d128	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/paper_table1_repeat1.json	1528	f3010979abbd38991904aafff74092f6a3268d9ace83309f6ab3e585f9d7781c	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/paper_table1_repeat2.json	1528	57d261d520529016dfdd3397f189bf4d5236a65101d260230f86535de3a40f87	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/paper_table1_repeat3.json	1528	21a69dfd855dc9cdf3c0aae59276261ce739e6ad6f070be3c476a7b62a0fac35	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/v5_table1_repeat1_seeds.json	865	08bd86c0ef9bd935a6a110bb3f70916b7223ed8e926eafcfe544d83586385efa	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/v5_table1_repeat2_seeds.json	865	d3d5c80040999ba57a41f3c31ad2120228e4ea95368719e10443bfda0e7a47f8	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/config/v5_table1_repeat3_seeds.json	873	91dbcb8ddd11da9057ff54de5804bec3cd193983ad1ea49dfcea40f68a5e1dcf	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/containers/hg3d-a800-requirements.txt	75	614dac1c70184b8ddb4a7e9dc50ebd2d6b4399a5a038c43bced5de81b04266f3	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/containers/hg3d-a800.def	515	2f240966b1f63e8bb3fa06cb73320b293aa6db40a52452cb0da5e40056566a56	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/docs/challenge_execution_plan_20260727.md	8257	b2d89411724f7ad7dc97ded0732cf336f034f84be85b6ee5e69505b07ee4c3af	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/critical_bracketing_protocol.md	1928	496bbe78ee1a61dfebf824e52b577d0699325d4c6bacf5defcc1ce03f1791105	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/current_status.md	3047	0d19619c0e4067ba187267b24aed34a76cfed418f1b1c990a0e0f1735902b78d	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/derivation_single_operator.md	3449	b7b433504179a5986f07ffbb7e68e1e0adf83021d8e1192a1e38a01e775042a2	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/evidence_register.md	2807	39c268f4421709a2cf923aa6ea128c8b8a44e0ea3b3be6b5ff64333ccd917e21	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/fixed_bias_checkpoint_diagnostic.md	1694	e026519b3f285aa845730c28867be70749800dc3bb9ac3dcbeba1ac88b93b135	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/fixed_point_replication_protocol.md	4555	a50d122f6616638f65fe84ce27cbdbfe735ad3c0c84c92ae92086bf1c5eb413f	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/fixed_point_replication_protocol_v2.md	5216	46e1e72b34ea45e0acb548195c8dab6fcf42d182173af23bd0ba06b629afd425	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/fixed_point_replication_protocol_v3.md	3461	23234967a7f8fb9d5681a9541cdebd9d146027109c1259c0a7c3a98bef3a3885	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/fixed_point_replication_protocol_v4_pilot.md	2587	fd4a7dc917ccf56387b1fef6a77c5b415c76b09982edc8f4386d51d36b06d385	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/independent_bias_calibration_pilot.md	1502	ec981e3c8831c652ed8566c9cc11995f78e546cfff5f3d6fa46498b19a1e0099	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_challenge.md	6606	7b09ee5b03b8de2816c1d14edce963b9a3de63c14ebb53d771b071c2d5bb0b76	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_operator_projection_audit_v2.md	2643	170c2390961e8dc1f635eca2b1e443b7e3e7154600b8105da9f34d84a1fe346e	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_replacement_formal_plan_v1.md	3431	9050f0e189d29c2ea23bfeaaa7ed3fa630a533c338b53f65782cd0622289f7c0	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_replacement_pilot_result_v1.md	3122	584d346fbb4f9bab921f635597bba110b30bef216d51e9d4d65421bf98055734	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_replacement_protocol_v1.md	1681	6597d7b991c6e05b83d9b05e7aba03978430cf1f7ee13648e61a59e34cdfec50	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_root_cause_protocol_v1.md	2044	d3956bd420c8b23fbcf20c0b3b92d85ad2a1070e9a814f8d9ba683872c38aed5	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/neural_root_cause_result_v1.md	2091	a590d4ec43f3b33c5c75e2b8405a63573597f68567584fe3658050fc61c9484c	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/odd_batch_effect_diagnostic.md	1426	0e7bd018aa2d968eada071360216931bbdc19463f4cd0e9d2738c40a05a4a4de	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/original_26_coordinate_reconstruction.md	4537	2504e27fe34c68889d7f0ca49e29c4665c95b1202c7efe133918fc9116761808	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/paper_table1_map_replication_protocol_v1.md	3871	05dd7b42cb5304b22a381e0384f99371d05f7e68ec9d7cf41d162690a32d1d00	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/B0_STATUS.md	7445	4c33cd57c7fc46126b99769752110312cc21c4fa638b9067663219481a5771e5	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/B1_STATUS.md	4798	ee66a56bbbb7f4696e30f946ae7fab27e8fbbfc0bfd14a8c0a0df36987f27e6f	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/B2_STATUS.md	4181	9aeccd1f3af765e8d66b61d539a1347e5d46a06cf3cb7f7dfe4d5344e954f7bc	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/B3_STATUS.md	8469	9f8cea2ae1c2e7e36de10476edc5716a752c908ad3aa11c65729b1b4cabd16fa	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/B4_STATUS.md	32605	472e3f08d69ea18452d3e7ba25e002adfaa200b2c6860352b35c260758e32de1	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/progress/ISSUE28_N3_INVALID_GATE_20260730.md	14650	a970f14ab932b8563e1a57544c45d52cb7d67895c6581c4a177e82acd2e56887	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/reproduction_protocol.md	4580	a549da73c5aff393ac1c7bbeff0a2255ede067233a285de5c4a7b877ca748cfe	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-27-neural-identity-random-convergence.md	9965	6355d451f38e7d1f894065ffcf79157105403aa4e42551a0585e7695e9c2d1d9	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-28-issue28-hard-goal-3d-spin-glass.md	66915	74a95c602c97776d9ff497b1b0836507f58d265b51a082a2ee7bc87866fd08a0	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-28-issue28-local-execution.md	23048	030298bbd31a619d825e3af15056075204383f8511255122bcde1d90f8cd83ab	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-28-issue28-pure-neural-vmcrg.md	53489	523311f48ef466c9b88451bcf7d9cd8f24f75ed38117560d6d9ad1ae657b8fd3	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-28-mps-vmcrg-optional-comparison.md	26280	edd6f6867652af6943b6471511465177e9fc33bd66d9684544cea77e6e96674d	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/plans/2026-07-30-stage-project-report.md	4810	aa76870cb2a9d2e96b6cc3a5d27723005a9bbf7b5892c91db81c986cb51fe294	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/specs/2026-07-28-issue28-local-execution-deviation-design.md	6301	b23ed8587bcff19aa0dd16f13e80831360b3b0c92da9072b800d9e5b691abe59	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/specs/2026-07-28-issue28-pure-neural-vmcrg-design.md	35444	ea2af3f26896d9293b7a9ea2fb33cf27febf417e45c40f68ca921199b8b37cd8	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/specs/2026-07-29-issue28-multicluster-environment-design.md	10167	c4c7986aa6dd096267a01f87a88b31ee5b807a47586d6ee9f999220e727430a7	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/superpowers/specs/2026-07-30-stage-project-report-design.md	3679	f948fd539b1c60d63cca2f53c5390dcd2a3da6f7543c8eb4918bb101d57f0ccc	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/supplement_notes.md	2883	f4120cea4ba52aee8eecc6fbafbc1a79b15b492d7a7f9851de37a37942158d27	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/table1_replication_protocol_v5.md	2751	4349b7ebf5fddc0911acb70b5593831018b3d9bd7a26c601af7089dc4b44863b	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/docs/two_dimensional_modification_validation.md	1695	293924fa1e9c927f91d8d58e872520c0d2f4cbc5cb210a18bbc4dc5b1a34c62a	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/baseline.slurm	826	f7d7247f9998425ea62a7840fdcf6c1bd4bb824f4706bf6a5f093a3baa1dc425	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/env_probe.slurm	960	20e0605e71179c501e1acf0d0e912ee2f51f438c534c52fd6dbbbb7bedd9f7cb	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_array.slurm	1098	257fab4bad06e3a88a18a49290966143150f37b483545522f9d45166db0dba0d	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_driver_smoke.slurm	6100	e5cd80654c857bd941acc0c2309550a1020b67ba244a86fa6fc77d10cc3ac54f	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_ladder_extension.slurm	3036	feeb01abf009926d3adf4c63378cd1313c128478c19539ed20d991573500164c	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_ladder_scan.slurm	3359	197e12baa98dee3a1c0098025a62cdf10a82ba8758d87c1e55ffffa98a8574c0	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_pilot.slurm	2857	33b63c1f99080808b80b1cbf1610e0c750165152e29f77fc0907ba1056c0083e	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_pt_smoke.slurm	2565	9805c0845c89ee74caf68b4078907940947a6c7f7b5345870e535283aa9dcc5d	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/hard_goal_science_pilot.slurm	1085	48bf98a9480d010cc101492e9cc3c5aae9a37638eef1169389c8fe8de14bed34	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_b0_formal.slurm	1100	1b3594ab5eaac0887a5afaba34a0cf63b4d88c871883a05a3047a8fb61e69df7	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_freeze.slurm	885	aafd9780d312c0a89dae0462eb3019b34436d971d621ac2d742428f10dacf748	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_n0_formal.slurm	1025	5cf2506f8d5080f7873609747d0d8ff8fba1d2999c42cf23a2a24cf7363bf259	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_n3.slurm	1439	e55e5f75f21ae211afe16d07ae5f2819ce285ea5a930b97f041087d304c2bb9e	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_n3_hpc_replica.slurm	350	d4f630e9d705eaf942fc4e786f41785cb07eb11b438ff1ab0d7cd8c261cc9392	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_n4.slurm	1440	cf2826cfd8ccf6830e9a813bb4ffae461332ec1671f536b4c996fe203f16bcb4	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_n5.slurm	1287	77e0e97ce119a963312c1ebe40d0547b9bced8d7fed2366618fc8c577f9a0881	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/issue28_smoke.slurm	1446	be3cb6f436b6d40d8d128ffe3fdf8f5b94320a2dd35b6063c63fd860d432d683	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/mps_scan.slurm	936	e4f810488e92f3ef10ec352373bcb77bb1fc58ffdd6f9f1b54a8da25cee98d1d	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/mps_smoke.slurm	849	a745b9eacec9b556013ef191e0faa798b0ad4983272b7e40555ce412fd7adf94	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/jobs/warm_start.slurm	861	1699678efbab0aed75120a8b6af34b97c8e1a48c4bf0ca0a1b4796bb7b6e48cb	SOURCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/literature/README.md	789	86efa8efa3ec573df9e4516716b26774698b15ea36865c4ae846841486b7847d	DOCUMENTATION	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/literature/SM.pdf	10543258	2e70b91232f2e0f1d8b13d88e6df4f9c2293616936f6993b778156051e9e05fd	LARGE_RAW_DATA	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/literature/accepted-manuscript.pdf	136712	6101663906ff6930254b64445a85a1e2cf0b2ff6e8f54dcbadc4d2a87f80f310	UNKNOWN	scientific, engineering, or audit value	inventory_scan	false	REVIEW	REVIEW
DMRG/literature/arxiv-1707.08683-source.tar	68576	d23e62ac2c6e495b192284d08bbd387a5f922fb63db6b379b428c18f55467db9	LARGE_RAW_DATA	reproducible arXiv source archive	DMRG/literature/README.md	true	DELETE	DELETE
DMRG/output/L45_K04355_seed1_rg1/convergence.json	1679	696d31694c59d0dada575b27970547331136af8479683d7a74a0a0933105c027	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg1/summary.json	2075	7371c866deaaaa154ee246b1251be980058e26e76c6a667647342be7b535d7fa	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg1/trajectory.npz	2123006	a276099ddb5d2326b3284e058930dc7019ea0c328adc5eebda789d6127fe4371	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg2/convergence.json	1687	19001aa6db3446e94d9ce12f224eccf1d3c23c57ecb35fc381c532cfd1c975a8	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg2/frozen_validation.json	2198	5b55096ccd152dc8cae8472b21d6c7e142ad8b79e17d406c6edad5bf2bc2916e	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg2/summary.json	2486	5e759efb4b65e88989c4bda8d795d7b43deb107ad8a986ab95bf196ac85d9743	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg2/trajectory.npz	2118190	af705f52c6e7aebbed04926ba939d955407eecdf969bf8933f157e7833064e1c	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg3/convergence.json	1663	6a053541d08e6a0aabf07a0734f9a5fbba957960f33d854497dd141b2fa62fdd	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg3/frozen_validation.json	2189	d6eff496b93fc1bb51d0dc4cdcef1f8b6a57d116feee4bcc004996aacff65d31	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg3/summary.json	2511	5fee17a2585147ea9d02e71ca3523ab06ccf4f5e9aaaa10fbfceb709dbf2596f	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
DMRG/output/L45_K04355_seed1_rg3/trajectory.npz	2118908	e8c51797761b73a8d9e67ad58e205afbc0a5cd4f86e47befdd9f8b274e9e76fa	SUPPORTING_EVIDENCE	scientific, engineering, or audit value	inventory_scan	false	KEEP	KEEP
