run_label,stage,Lx,Ly,boundary,J,h,beta,warmup_sweeps,measurement_sweeps,bin_size,replica,seed,energy_total,energy_total_error,energy_density,energy_density_error,max_expansion_order,cutoff,cutoff_touched,elapsed_seconds
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,1,202627320001,-4.257194519043026,0.003054891773453297,-1.0642986297607564,0.0007637229433633243,62,93,false,2.811163891
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,2,202627320002,-4.25481033325201,0.0032517859806265484,-1.0637025833130025,0.0008129464951566371,64,93,false,2.776937291
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,3,202627320003,-4.256120045979856,0.00275258221912308,-1.064030011494964,0.00068814555478077,62,93,false,2.692230425
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,4,202627320004,-4.253348032633539,0.0027234646148807757,-1.0633370081583848,0.0006808661537201939,64,84,false,2.797675398
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,5,202627320005,-4.254645029703738,0.0028902481119520247,-1.0636612574259345,0.0007225620279880062,64,78,false,2.469051648
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,6,202627320006,-4.2550137837727675,0.0025012508608268993,-1.0637534459431919,0.0006253127152067248,66,93,false,2.543372491
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,7,202627320007,-4.254956563313897,0.0026333848302224874,-1.0637391408284742,0.0006583462075556219,68,93,false,2.499958971
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,8,202627320008,-4.25449244181317,0.0029420062058668683,-1.0636231104532925,0.0007355015514667171,65,82,false,2.45899106
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,9,202627320009,-4.254160563151004,0.002672636576091085,-1.063540140787751,0.0006681591440227712,61,77,false,2.326912199
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,10,202627320010,-4.253372192382926,0.002831481504287887,-1.0633430480957315,0.0007078703760719717,60,77,false,2.290330448
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,11,202627320011,-4.257954915364621,0.002471276207420636,-1.0644887288411553,0.000617819051855159,63,93,false,2.391865916
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,12,202627320012,-4.249735514322879,0.002678941165600505,-1.0624338785807197,0.0006697352914001262,65,83,false,2.369332202
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,13,202627320013,-4.254823048909486,0.002672004556506353,-1.0637057622273716,0.0006680011391265883,66,93,false,2.421901064
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,14,202627320014,-4.254327138265012,0.002700940479243158,-1.063581784566253,0.0006752351198107895,67,93,false,2.463841875
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,15,202627320015,-4.255970001220646,0.0025565229324501686,-1.0639925003051616,0.0006391307331125422,63,77,false,2.311798068
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,16,202627320016,-4.2546284993488825,0.0030530474055640295,-1.0636571248372206,0.0007632618513910074,61,98,false,2.391097731
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,17,202627320017,-4.252546946207644,0.00307591088682553,-1.063136736551911,0.0007689777217063825,65,94,false,2.406447421
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,18,202627320018,-4.251603444417299,0.00312980815129048,-1.0629008611043247,0.00078245203782262,63,93,false,2.390283674
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,19,202627320019,-4.254163106282533,0.002723824858765868,-1.0635407765706333,0.000680956214691467,61,93,false,2.96150114
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,3.0,20000,262144,4096,20,202627320020,-4.2513580322265625,0.0032079003352173405,-1.0628395080566406,0.0008019750838043351,63,80,false,4.092350619
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,1,202627330001,-4.2558984756470295,0.0021186007584963426,-1.0639746189117574,0.0005296501896240856,85,108,false,3.333551768
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,2,202627330002,-4.255279541015739,0.002176667178745871,-1.0638198852539347,0.0005441667946864678,81,108,false,3.162645567
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,3,202627330003,-4.25659275054943,0.002390222225281027,-1.0641481876373575,0.0005975555563202567,77,108,false,3.401542886
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,4,202627330004,-4.253410339355469,0.002126983168343989,-1.0633525848388672,0.0005317457920859973,76,108,false,3.190825936
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,5,202627330005,-4.257148742675781,0.002216940420644006,-1.0642871856689453,0.0005542351051610015,77,108,false,3.098730884
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,6,202627330006,-4.253392219543457,0.0022265788319970306,-1.0633480548858643,0.0005566447079992577,78,108,false,3.09892056
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,7,202627330007,-4.254131317138615,0.0022162544845685606,-1.0635328292846538,0.0005540636211421401,76,110,false,3.225351605
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,8,202627330008,-4.254904747009277,0.0024374549040304164,-1.0637261867523193,0.0006093637260076041,76,108,false,2.996123129
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,9,202627330009,-4.256104469299316,0.0026259861702460125,-1.064026117324829,0.0006564965425615031,81,112,false,3.051760869
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,10,202627330010,-4.2576799392700195,0.0022115238705141004,-1.0644199848175049,0.0005528809676285251,78,108,false,3.037240747
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,11,202627330011,-4.255647659301701,0.002723223807340132,-1.0639119148254252,0.000680805951835033,75,116,false,3.132408098
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,12,202627330012,-4.254933357238713,0.002315377062988154,-1.0637333393096782,0.0005788442657470385,75,108,false,2.981982979
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,13,202627330013,-4.257370948791504,0.0023246609763767283,-1.064342737197876,0.0005811652440941821,78,111,false,3.000002661
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,14,202627330014,-4.249344825744629,0.0020914616717030033,-1.0623362064361572,0.0005228654179257508,78,110,false,2.958508403
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,15,202627330015,-4.255690574645939,0.0023941850001396835,-1.0639226436614848,0.0005985462500349209,75,108,false,2.948894921
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,16,202627330016,-4.258399963378906,0.0025142969613920012,-1.0645999908447266,0.0006285742403480003,80,95,false,4.557714992
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,17,202627330017,-4.25614070892334,0.0023529409977895675,-1.064035177230835,0.0005882352494473919,79,108,false,4.857341005
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,18,202627330018,-4.255580902099609,0.0027043696064002333,-1.0638952255249023,0.0006760924016000583,77,114,false,4.847970349
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,19,202627330019,-4.254933357238883,0.002404157972583878,-1.0637333393097208,0.0006010394931459695,77,108,false,4.892736576
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,4.0,20000,262144,4096,20,202627330020,-4.257469177246151,0.0024002113535109425,-1.0643672943115376,0.0006000528383777356,75,111,false,4.975680609
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,1,202627340001,-4.257817840576195,0.002137633433879285,-1.0644544601440487,0.0005344083584698212,91,124,false,4.134081911
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,2,202627340002,-4.254972839355389,0.0022245348418785315,-1.0637432098388473,0.0005561337104696329,91,126,false,3.987703659
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,3,202627340003,-4.2538810729981265,0.002286627664663412,-1.0634702682495316,0.000571656916165853,90,123,false,4.172443093
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,4,202627340004,-4.255329132080078,0.00178232538760524,-1.0638322830200195,0.00044558134690131,89,130,false,3.975679431
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,5,202627340005,-4.251242828369016,0.002493297055269273,-1.062810707092254,0.0006233242638173182,90,124,false,3.850703981
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,6,202627340006,-4.254096984863281,0.002088731266416821,-1.0635242462158203,0.0005221828166042052,90,127,false,3.874151922
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,7,202627340007,-4.259296417236271,0.0017427351602127743,-1.0648241043090678,0.00043568379005319357,90,123,false,3.757339505
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,8,202627340008,-4.257852935790993,0.0019152401941468832,-1.0644632339477482,0.0004788100485367208,95,124,false,3.75483371
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,9,202627340009,-4.255090332031216,0.002044651272621397,-1.063772583007804,0.0005111628181553493,90,123,false,3.727596441
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,10,202627340010,-4.255390167236385,0.0021842069603453126,-1.0638475418090962,0.0005460517400863281,92,130,false,3.732772073
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,11,202627340011,-4.254468536376976,0.0022348442059726323,-1.063617134094244,0.0005587110514931581,92,123,false,3.63339315
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,12,202627340012,-4.2586463928223,0.0019166684444040614,-1.064661598205575,0.00047916711110101534,91,123,false,3.554387046
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,13,202627340013,-4.2579399108887515,0.00223470201776062,-1.0644849777221879,0.000558675504440155,88,123,false,5.946678832
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,14,202627340014,-4.2541305541991505,0.002347460015141227,-1.0635326385497876,0.0005868650037853067,91,124,false,5.759737807
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,15,202627340015,-4.252574920654297,0.002723673608026916,-1.0631437301635742,0.000680918402006729,91,123,false,5.736256403
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,16,202627340016,-4.257714843749966,0.0016475383194682512,-1.0644287109374915,0.0004118845798670628,90,127,false,5.925915308
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,17,202627340017,-4.254672241210869,0.0021779261508748306,-1.0636680603027173,0.0005444815377187076,89,124,false,5.542522021
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,18,202627340018,-4.2573448181152,0.0023637448042717413,-1.0643362045288,0.0005909362010679353,90,123,false,5.16875905
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,19,202627340019,-4.253371429443348,0.0019635161530596602,-1.063342857360837,0.0004908790382649151,93,128,false,5.320953403
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,5.0,20000,262144,4096,20,202627340020,-4.253726959228459,0.0023260579242100313,-1.0634317398071147,0.0005815144810525078,91,119,false,5.07711594
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,1,202627350001,-4.255117416381836,0.002342032115791445,-1.063779354095459,0.0005855080289478612,104,138,false,4.621187398
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,2,202627350002,-4.255096435546875,0.0025069214334394233,-1.0637741088867188,0.0006267303583598558,102,139,false,4.584276185
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,3,202627350003,-4.25831413269043,0.0021238460725942704,-1.0645785331726074,0.0005309615181485676,106,138,false,4.535936247
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,4,202627350004,-4.25466473897302,0.002575573446931408,-1.063666184743255,0.000643893361732852,106,138,false,4.423106102
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,5,202627350005,-4.254472732543945,0.0019449386022909636,-1.0636181831359863,0.0004862346505727409,103,154,false,4.658367039
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,6,202627350006,-4.255217234293582,0.002009042410423605,-1.0638043085733955,0.0005022606026059013,110,138,false,4.302473835
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,7,202627350007,-4.25892321268708,0.002274497516964734,-1.06473080317177,0.0005686243792411835,104,139,false,4.305068482
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,8,202627350008,-4.256816864013672,0.002178487154846142,-1.064204216003418,0.0005446217887115356,102,142,false,4.34279983
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,9,202627350009,-4.2563870747883925,0.0021294636270769596,-1.0640967686970981,0.0005323659067692399,108,138,false,4.196320839
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,10,202627350010,-4.255055109659793,0.0023853325926572154,-1.0637637774149482,0.0005963331481643038,101,140,false,4.16331428
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,11,202627350011,-4.254446665445926,0.002354001463768412,-1.0636116663614814,0.000588500365942103,101,138,false,4.523931002
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,12,202627350012,-4.254042307535769,0.0022846569768673036,-1.0635105768839423,0.0005711642442168259,104,135,false,5.335024154
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,13,202627350013,-4.256832758585631,0.0022109280460474007,-1.0642081896464077,0.0005527320115118502,103,138,false,5.786658818
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,14,202627350014,-4.2583548227945585,0.0022775491782075323,-1.0645887056986396,0.0005693872945518831,112,138,false,6.067590096
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,15,202627350015,-4.259446461995481,0.0022170832893219547,-1.0648616154988702,0.0005542708223304887,105,147,false,6.067025441
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,16,202627350016,-4.255680720011412,0.0022744507455372117,-1.063920180002853,0.0005686126863843029,108,142,false,5.674209512
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,17,202627350017,-4.253175099690679,0.0024301291977546035,-1.0632937749226699,0.0006075322994386509,103,138,false,5.685445263
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,18,202627350018,-4.257983525594,0.0023463353000213513,-1.0644958813985,0.0005865838250053378,104,139,false,5.807916008
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,19,202627350019,-4.2592442830404025,0.002258923636201795,-1.0648110707601006,0.0005647309090504488,103,139,false,5.328685891
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,6.0,20000,262144,4096,20,202627350020,-4.250526428222656,0.002324239768216396,-1.062631607055664,0.000581059942054099,106,138,false,5.226867585
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,1,202627360001,-4.255662100655741,0.0021656568099521585,-1.0639155251639352,0.0005414142024880396,121,153,false,5.225730608
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,2,202627360002,-4.2554195949009,0.002327672486312059,-1.063854898725225,0.0005819181215780148,122,147,false,5.135296334
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,3,202627360003,-4.255549294607988,0.002066752222569138,-1.063887323651997,0.0005166880556422845,120,153,false,5.053740435
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,4,202627360004,-4.2579171316965585,0.0017059205498810236,-1.0644792829241396,0.0004264801374702559,116,169,false,5.213273815
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,5,202627360005,-4.2588037763324,0.0021124554552909057,-1.0647009440831,0.0005281138638227264,122,159,false,5.012332551
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,6,202627360006,-4.252717699323398,0.0024602610273747453,-1.0631794248308495,0.0006150652568436863,119,153,false,4.82244092
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,7,202627360007,-4.256002153669101,0.0022334372567424294,-1.0640005384172753,0.0005583593141856074,118,162,false,4.982722598
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,8,202627360008,-4.254166739327559,0.0018909757596476402,-1.0635416848318897,0.00047274393991191005,120,158,false,4.833422524
FORMAL,PRELEARNING_BASELINE,2,2,OBC,1.0,0.5,7.0,20000,262144,4096,9,202627360009,-4.253273010253906,0.002226612130406756,-1.0633182525634766,0.000556653032601689,116,153,false,4.683474952
