block,m2,m4,R0,R2,C1
75,0.38685628907680514,0.17469135914964373,0.2244,0.4761,2457.8496
76,0.39139228971004486,0.17726174717384668,0.215,0.4958,2476.2284
77,0.3858276913166046,0.1729507949370075,0.2183,0.4867,2452.3649
78,0.3903374808073044,0.1776196065932556,0.2176,0.4924,2468.1281
79,0.37311807870864866,0.16499286034539332,0.2423,0.4569,2409.4094
80,0.38710787906646726,0.17370248947723257,0.2172,0.4811,2463.0407
81,0.39061942739486694,0.17753017245401628,0.2152,0.4937,2469.5131
82,0.3791933128595352,0.16869266150348738,0.233,0.4642,2430.3679
83,0.3847637131929398,0.17275537575900274,0.2281,0.4709,2444.2804
84,0.3976871019363403,0.1825273749636255,0.2084,0.5047,2491.5335
85,0.3806745948791504,0.170453118152565,0.2333,0.4711,2429.8923
86,0.3806248701095581,0.16949359838127503,0.2351,0.4675,2431.8222
87,0.38352844235897066,0.1715680316242111,0.2284,0.4713,2445.5121
88,0.3870617450475693,0.17531250645653057,0.2201,0.4804,2455.5382
89,0.3908238348007202,0.17774227425047712,0.2185,0.4986,2469.9064
90,0.38975226604938507,0.1764947111918174,0.2153,0.4864,2467.3041
91,0.3817432026386261,0.17167529431264103,0.2301,0.4724,2433.7693
92,0.3912182017087936,0.17769871442169088,0.2199,0.4887,2469.3053
93,0.39192031693458557,0.17839584070739806,0.2188,0.4904,2472.1607
94,0.3872386223077774,0.17593296261762947,0.2218,0.4899,2453.8216
95,0.3821920995950699,0.17201720792653263,0.2263,0.4788,2438.9054
96,0.3794970954179764,0.16996868779435914,0.2352,0.4753,2430.9755
97,0.38808356108665465,0.17537312020783294,0.2216,0.4818,2456.5054
98,0.38753287844657897,0.1743953038516649,0.2242,0.4817,2458.0313
99,0.38841919214725495,0.17640280156353313,0.2192,0.4852,2463.0802
100,0.3897308030366898,0.1765082185619894,0.2168,0.486,2470.8292
