sample_id,ensemble,chain,bin,sweep,sign_d_ii,logabs_d_ii,sign_d_ti,logabs_d_ti,sign_d_alf_ii,logabs_d_alf_ii,sign_d_alf_ti,logabs_d_alf_ti,boundary_cut_log_ratio_ii,boundary_cut_log_ratio_ti,alive,first_rejection_kind,first_rejection_slice,first_rejection_site,log_q_prop,log_w_ratio,log_w_stock,log_w_phys,s_ref,identity_log_residual,min_selected_q,min_selected_q_slice,min_selected_q_site,min_halfk_ratio,min_halfk_slice,min_halfk_kind,min_normalized_overlap,min_sigma,min_principal_angle,central_ii_ekin,central_ii_epot,central_ii_etot,central_ti_ekin,central_ti_epot,central_ti_etot,endpoint_i_etot,endpoint_t_etot,alf_frozen_etot,alf_endpoint_etot,prefix_barrier,prefix_barrier_slice,near_node_count,numerically_ambiguous,support,proposal_risk,prefix_risk,near_node_risk,primary_static_stratum
1157425104234217475,II,1,0,2717,1,-4125.1395994315735,1,-4124.3274143832859,1,-4125.1393382527385,1,-4124.2780636753305,-0.00026117883498955052,-0.049350707955454709,True,none,,,-5203.7709255322115,1753.9345458448429,810.50914484340137,1081.9345458448377,-271.42540100143634,2.7284841053187847e-12,5.0922639820948181e-06,177,14,0.12001630371005309,207,post_half_k,4.5145933343754485e-14,5.2550525210940294e-05,1.5707437762696614,-20.660726936830059,9.0808494237953568,-11.579877513034702,-20.66072693738279,9.0808494231299619,-11.579877514252829,-12.226717786892285,-13.438903005655561,-11.579877513034653,-12.226908091160485,271.60989411555875,292,0,False,alive,regular,regular,regular,alive_regular_static
1157425104234217476,II,1,0,2956,1,-4094.2090210869214,1,-4099.3053469155211,1,-4094.2090231677271,1,-4099.3998626236298,2.0808056433452293e-06,0.094515708108701801,True,none,,,-4477.732727779282,1052.9184155596804,109.49301455823883,380.91841555967517,-271.42540100143634,9.0949470177292824e-13,3.8769226720557624e-07,393,4,1.5543896212721888,253,post_half_k,1.1232765715094107e-07,0.0063067772669852988,1.5644895077180234,-21.881904336152903,6.0607652078488092,-15.821139128304093,-21.881904158490713,6.0607657012743097,-15.821138457216403,-15.866700530535864,-39.253360352565664,-15.821139128297901,-15.864843179029696,0.943947401020381,12,0,False,alive,regular,regular,regular,alive_regular_static
1157425104234217477,II,1,0,3195,1,-4128.1631702555733,1,-4125.2938830386911,1,-4128.1636705137726,1,-4125.256115409521,0.00050025819928123383,-0.037767629170048167,True,none,,,-5184.9870984993595,1734.1842501565693,790.75884915512779,1062.1842501565641,-271.42540100143634,1.9099388737231493e-11,9.9252546867401533e-07,180,15,0.44030563052379301,89,pre_half_k,1.4848664092197083e-12,0.000638699694106965,1.5701576270573647,-23.456832358937667,9.9811848331075854,-13.475647525830082,-23.456832358940254,9.9811848331700261,-13.475647525770228,-14.210518088586197,-13.35300694272102,-13.475647525829793,-14.211679659110604,414.16565184861565,182,0,False,alive,regular,regular,regular,alive_regular_static
1157425104234217478,II,1,0,3434,1,-4142.2761467742603,1,-4149.7905902947314,1,-4142.2759997034855,1,-4149.8194758612944,-0.00014707077480125008,0.028885566563076281,True,none,,,-5793.4036075458362,2318.1040519470212,1374.6786509455796,1646.1040519470159,-271.42540100143634,3.637978807091713e-12,5.1831579841031123e-07,228,2,0.0012441803223209988,293,post_half_k,1.935542058694503e-15,5.410887819732698e-06,1.5707909159070768,-22.212778502094942,6.8029560783626515,-15.40982242373229,-22.212778499937038,6.8029560516965724,-15.409822448240465,-12.32601884940188,-65.252872584433405,-15.409822423731722,-12.326429547561471,787.6727018803404,419,0,False,alive,regular,regular,regular,alive_regular_static
1157425104234217479,II,1,0,3673,1,-4171.7106182777052,1,-4180.9500665563482,1,-4171.7110434945316,1,-4181.1557961411008,0.00042521682644292014,0.20572958475258929,True,none,,,-5470.5702574930338,1964.1112256326057,1020.6858246311642,1292.1112256326005,-271.42540100143634,0,2.6316252662520337e-06,125,6,0.012974364961167741,163,pre_half_k,3.1393698149454794e-14,7.4080576814402376e-05,1.5707222462180144,-23.653896902971727,8.4853706184894726,-15.168526284482255,-23.653941635367438,8.4853747624898066,-15.168566872877632,-14.041832861361517,-36.461654433746659,-15.168526284172533,-14.044536463885388,552.7936328407964,175,0,False,alive,regular,regular,regular,alive_regular_static
1157425104234217480,II,1,0,3912,1,-4136.0640518075006,1,-4137.9721852167359,1,-4136.0641887919955,1,-4138.0190145850393,0.00013698449492949294,0.046829368303406227,True,none,,,-4677.9453409303023,1214.4641904094933,271.03878940805174,542.46419040948808,-271.42540100143634,6.3664629124104977e-12,0.00030040302977179015,385,8,0.93261563983224904,58,pre_half_k,3.877760700535642e-08,0.00047923357009027937,1.5703170932064625,-20.920410653033194,8.9409319625493513,-11.979478690483843,-20.920410651477898,8.9409319627836421,-11.979478688694256,-12.526843688478477,-15.974640511100279,-11.979478690483898,-12.526340592247427,28.19292444626433,60,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587969,II,2,0,2239,1,-4119.8052797671353,1,-4117.0354354708334,1,-4119.8052780551407,1,-4116.9214051461022,-1.7119946278398857e-06,-0.11403032473117491,True,none,,,-4560.4124054435297,1117.8680046685884,174.44260366714678,445.86800466858313,-271.42540100143634,2.8194335754960775e-11,3.4231295062143505e-07,217,8,0.40870795867946141,283,pre_half_k,1.6879270360891744e-06,0.0017115053231196592,1.5690848206362045,-21.612907166037882,7.6345583347594212,-13.97834883127846,-21.612907165974466,7.634558334719391,-13.978348831255076,-15.171184010076111,-12.996503585973951,-13.978348831278593,-15.171164396174104,-0.8358124958466586,0,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587970,II,2,0,2478,1,-4128.5635673399065,1,-4127.6084061460224,1,-4128.5633094008172,1,-4127.5592778136061,-0.00025793908935156651,-0.049128332416330522,True,none,,,-6210.0698525382204,2756.9524810881067,1813.5270800866649,2084.9524810881012,-271.42540100143634,1.1823431123048067e-11,7.4286569184668034e-07,337,6,0.079016073540698104,313,pre_half_k,1.2435600724281049e-14,2.9288076315176439e-05,1.5707670387185773,-26.835396807340636,8.8121105087398792,-18.023286298600759,-26.835396807277608,8.8121105082373319,-18.023286299040276,-13.687023197187841,-13.68344142326792,-18.023286298601068,-13.686249810953592,1212.6189533324177,368,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587971,II,2,0,2717,1,-4074.1962210827019,1,-4072.844591353999,1,-4074.1960691720424,1,-4072.8270520153401,-0.00015191065949693439,-0.017539338658934867,True,none,,,-4367.0393018958212,968.68574523773179,25.260344236290223,296.68574523772656,-271.42540100143634,1.0459189070388675e-11,0.28425697114405535,200,5,1.5506139007506619,406,post_half_k,0.00062772533710224042,0.071844853481440804,1.4988895225826522,-20.654409146836592,8.7652616002109411,-11.889147546625651,-20.654409146843207,8.7652616002183805,-11.889147546624827,-13.070054277554657,-13.958543582221846,-11.889147546625702,-13.069713059897596,-1.6461685905020822,0,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587972,II,2,0,2956,1,-4131.2098281739345,1,-4131.8294264932956,1,-4131.2090708819851,1,-4131.8331024405879,-0.00075729194941231981,0.0036759472923222347,True,none,,,-5756.0443882937143,2298.7059964963232,1355.2805954948817,1626.705996496318,-271.42540100143634,1.546140993013978e-11,8.8812572220725786e-08,249,3,0.22558905006956304,179,post_half_k,4.0469373548590051e-14,3.5805225158856065e-05,1.57076052156973,-21.540140973606647,7.685046146768868,-13.855094826837778,-21.5401398661506,7.6850460689293962,-13.855093797221205,-14.177201167262291,-15.561937762699584,-13.855094826808992,-14.17628324913203,817.6903767231433,260,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587973,II,2,0,3195,1,-4070.145625821774,1,-4067.7683063952354,1,-4070.14544432808,1,-4067.6801927985894,-0.00018149369407183258,-0.088113596646053338,True,none,,,-6696.5715190693963,3303.2942473700764,2359.8688463686349,2631.2942473700714,-271.42540100143634,4.5474735088646412e-12,1.0233978527298283e-07,158,8,0.0085252157762204517,255,pre_half_k,5.2670604511771693e-18,2.7927802420445203e-05,1.5707683989924726,-20.244137713510653,7.2967468275381684,-12.947390885972485,-20.244137713510646,7.2967468275381604,-12.947390885972485,-14.642572205973185,-13.089993989198636,-12.947390885972519,-14.642056330937658,1703.3352401770844,365,0,False,alive,lowest_1pct,highest_1pct,regular,alive_low_final_q
1161928703861587974,II,2,0,3434,1,-4170.9838333475436,1,-4184.8960208091867,1,-4170.9840150181299,1,-4185.2508220443669,0.0001816705862438539,0.3548012351802754,True,none,,,-5942.079579412075,2431.6745932988047,1488.2491922973632,1759.6745932987994,-271.42540100143634,3.637978807091713e-12,1.8217658999144978e-06,365,1,0.0068606883585131256,56,post_half_k,3.8571808020755023e-16,1.3461672654260859e-05,1.570782865122242,-23.339009889119431,8.2957686473823511,-15.04324124173708,-23.339009820470853,8.295768515539697,-15.043241304931156,-12.006144330773303,-114.29704358573952,-15.043241241739622,-12.005946147442742,936.3486737465792,419,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587975,II,2,0,3673,1,-4150.0465587605604,1,-4156.097330890374,1,-4150.0466835173502,1,-4155.9428302521737,0.000124756789773528,-0.15450063820026116,True,none,,,-5480.7661932790015,1999.1598970845328,1055.7344960830912,1327.1598970845275,-271.42540100143634,1.4551915228366852e-11,1.7409761512019944e-07,107,13,0.071701964020546557,108,pre_half_k,2.915428197833864e-12,0.00039494608885375234,1.5704013806957755,-28.557745576033131,9.3194598262687052,-19.238285749764426,-28.557744734487823,9.3194594992933801,-19.238285235194443,-12.54459840886445,-58.754028815039604,-19.23828574976055,-12.545250561440184,475.0352876135057,419,0,False,alive,regular,regular,regular,alive_regular_static
1161928703861587976,II,2,0,3912,1,-4134.5333370999979,1,-4145.7900869350442,1,-4134.533963226997,1,-4145.5477526389095,0.00062612699912278913,-0.24233429613468616,True,none,,,-5394.5798148669146,1923.2807626277524,979.85536162631092,1251.2807626277472,-271.42540100143634,3.8198777474462986e-11,1.1298558373256585e-06,325,3,0.03224215056974522,315,post_half_k,2.3362727272605623e-12,0.00011870803601992351,1.5706776187585978,-23.580721578287555,7.5706091011701098,-16.010112477117445,-23.580721578364074,7.5706091015044059,-16.010112476859668,-13.375831341479595,-1268.4961273017627,-16.010112477106411,-13.377749031136839,388.8489092014188,419,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958465,II,3,0,2239,1,-4123.3854459234599,1,-4128.2123632952344,1,-4123.3849888004961,1,-4128.3109748071238,-0.00045712296378042083,0.098611511889430403,True,none,,,-5837.7267613517915,2384.0054327524649,1440.5800317510234,1712.0054327524597,-271.42540100143634,1.2732925824820995e-11,1.148235996987233e-06,288,13,0.18968782422199892,251,pre_half_k,3.255358965254399e-13,0.00024970110283364699,1.5705466256894682,-21.309690454362375,7.6482130975566669,-13.661477356805708,-21.309690454360879,7.6482130975547093,-13.66147735680617,-12.957200212533541,-19.58259591326518,-13.661477356861752,-12.955458182260262,833.3902168208833,416,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958466,II,3,0,2478,1,-4111.2401109854582,1,-4108.8161968424392,1,-4111.2396703438926,1,-4108.677425752363,-0.00044064156554668443,-0.13877109007626132,True,none,,,-4503.4372119397976,1069.1120497932632,125.6866487918216,397.11204979325794,-271.42540100143634,1.546140993013978e-11,2.8615068429878598e-05,39,2,1.5209832851192071,217,post_half_k,1.6898058659766566e-06,0.0016186562721253205,1.5691776698159443,-26.891872945731105,7.060520103968801,-19.831352841762303,-26.89187294573102,7.06052010396873,-19.831352841762289,-15.795309855723506,-13.007834767062729,-19.831352841762456,-15.794583164414872,6.529686410630632,39,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958467,II,3,0,2717,1,-4135.5182955517648,1,-4144.8064325880241,1,-4135.5188381805074,1,-4145.0316084538299,0.00054262874255073257,0.22517586580579518,True,none,,,-6548.7484519625341,3078.4330540703932,2135.0076530689512,2406.4330540703877,-271.42540100143634,3.7289282772690058e-11,3.2409967494110075e-08,159,9,0.07419518096614848,111,pre_half_k,3.5827616874082823e-15,0.00011105191821570721,1.5706852748764526,-17.807507786437657,6.9642776130727349,-10.843230173364923,-17.807507785908541,6.9642776122821681,-10.843230173626374,-16.050172191830185,-41.581089713701452,-10.843230173364937,-16.051062344610639,1543.5706597694525,418,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958468,II,3,0,2956,1,-4102.5930913256325,1,-4099.7430136901648,1,-4102.5926809736211,1,-4099.6649244787641,-0.00041035201138583943,-0.078089211400765635,True,none,,,-5543.6811788380792,2118.4291998438475,1175.003798842406,1446.4291998438423,-271.42540100143634,1.2732925824820995e-11,1.4498624940845896e-06,102,0,0.01939197707806968,44,pre_half_k,1.6266908707668186e-14,0.000121491981401458,1.5706748348131963,-20.713934845152274,7.2999424782415092,-13.413992366910765,-20.713934845247497,7.2999424781672584,-13.413992367080239,-15.197509926070438,-13.261682869769484,-13.413992366910994,-15.197092473556415,792.4492784618665,222,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958469,II,3,0,3195,1,-4117.3607234583251,1,-4121.8805629937015,1,-4117.3603865577534,1,-4121.8887292519157,-0.00033690057171043009,0.0081662582142598694,True,none,,,-6518.8470826869134,3071.4575543891342,2128.0321533876922,2399.4575543891287,-271.42540100143634,1.8189894035458565e-12,1.8614826859490521e-08,18,14,0.0011703611324587442,74,post_half_k,1.9503198378647494e-17,1.5416103000737974e-05,1.5707809106918953,-18.602834744955132,8.5774050201517174,-10.025429724803415,-18.602834657280429,8.5774052700203747,-10.025429387260054,-12.235213008311881,-25.140718861838735,-10.025429724802441,-12.234687153850007,1513.1161770214176,419,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958470,II,3,0,3434,1,-4129.9009676674923,1,-4127.078279675271,1,-4129.901222436185,1,-4126.9548739700876,0.00025476869268459268,-0.1234057051833588,True,none,,,-5117.5018543291217,1664.914609349767,721.48920834832552,992.9146093497618,-271.42540100143634,3.637978807091713e-12,5.4420766790043687e-07,112,4,0.9399159529135247,114,post_half_k,4.0730151561036534e-12,0.00020724336514675866,1.5705890834282663,-19.122944552348759,8.8084966339487583,-10.314447918400001,-19.122944552363197,8.8084966339456354,-10.314447918417562,-15.052453315168197,-12.994463273135896,-10.314447918383175,-15.052746945202777,385.68621800307346,182,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958471,II,3,0,3673,1,-4154.8326805994257,1,-4153.0547545338495,1,-4154.8330329626697,1,-4152.9829409971035,0.00035236324401921593,-0.071813536746049067,True,none,,,-5162.2901159120311,1683.7263960741009,740.30099507265936,1011.7263960740956,-271.42540100143634,9.0949470177292824e-13,1.0936944386771833e-06,72,4,0.059586271364698101,57,post_half_k,2.3979741708587866e-10,0.00010890855728087915,1.5706874182374004,-26.458875335341084,9.7559163524554524,-16.702958982885633,-26.458875335356439,9.7559163524511092,-16.702958982905329,-13.266915818915992,-12.981886143739825,-16.702958982885345,-13.266323748524059,335.22946496478926,245,0,False,alive,regular,regular,regular,alive_regular_static
1166432303488958472,II,3,0,3912,1,-4150.9251053240077,1,-4155.813110556217,1,-4150.9247014232778,1,-4155.9280942119485,-0.00040390072990703629,0.11498365573152114,True,none,,,-6317.9968192672895,2836.6747434070066,1893.2493424055649,2164.6747434070012,-271.42540100143634,1.3642420526593924e-11,5.3160308391482284e-06,324,4,0.022469655763129322,83,post_half_k,9.989395936829304e-17,4.3907317543550636e-05,1.570752419477339,-16.144401716023914,6.0129100539826608,-10.131491662041253,-16.144401716023321,6.0129100539813471,-10.131491662041974,-15.008684064590229,-62.044167630279446,-10.131491662021791,-15.007307695231013,1312.2659136017937,419,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328961,II,4,0,2239,1,-4132.4912345512394,1,-4144.9053703043191,1,-4132.4907529142683,1,-4144.7405356403251,-0.00048163697101699654,-0.16483466399404278,True,none,,,-5374.5711516846613,1904.1568160762749,960.73141507483342,1232.1568160762697,-271.42540100143634,1.2732925824820995e-11,3.2144606690576569e-06,16,0,8.6138299495226648e-06,289,pre_half_k,1.8414048762972601e-13,0.00015817999453630749,1.5706381467997006,-24.92768146146302,9.1628144934141442,-15.764866968048876,-24.92768875648893,9.1628388789160162,-15.764849877572914,-13.826086351797088,-458.94468476693152,-15.764866969147828,-13.824802540853021,379.2164761602212,237,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328962,II,4,0,2478,1,-4141.9090900912424,1,-4144.5890959331873,1,-4141.9091506575787,1,-4144.6102833632576,6.0566336287593003e-05,0.021187430070312985,True,none,,,-6106.432043320593,2636.3339820833344,1692.9085810818929,1964.3339820833291,-271.42540100143634,8.1854523159563541e-12,1.8115105380608431e-06,162,4,0.0001936494165916086,176,post_half_k,1.3899989068060176e-16,1.9534741173058772e-06,1.5707943733207792,-20.815607125419852,7.527477127113972,-13.28812999830588,-20.815607132250133,7.5274771339818445,-13.288129998268289,-11.467417784432016,-17.528595046645659,-13.288129998304639,-11.467254810327427,1100.7011376550972,419,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328963,II,4,0,2717,1,-4143.8725743416489,1,-4154.1976006471868,1,-4143.8727726064244,1,-4154.2670058562471,0.00019826477546303067,0.069405209060278139,True,none,,,-4905.6194322290448,1425.9128662777648,482.48746527632323,753.91286627775958,-271.42540100143634,1.3642420526593924e-11,5.6788030069279217e-07,371,5,0.0015591960789484672,260,pre_half_k,7.0574552790936078e-10,0.00020745287065939105,1.5705888739227492,-22.07515192975044,8.3377688802831749,-13.737383049467265,-22.075151890802029,8.3377688403446069,-13.737383050457423,-10.517427703927705,-40.779904250808428,-13.737383049467418,-10.518433073246898,-1.6173525562492461,0,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328964,II,4,0,2956,1,-4155.7329627300805,1,-4159.0608005066715,1,-4155.7333349589053,1,-4159.1146975041211,0.0003722288247445249,0.053896997449555784,True,none,,,-5297.1057067161937,1812.5359409054208,869.11053990397932,1140.5359409054156,-271.42540100143634,2.1827872842550278e-11,3.5825127369519557e-09,375,13,0.92685275405998679,124,pre_half_k,5.7824136967724144e-17,0.00027404910270341267,1.5705222776887628,-17.285929050126963,6.2782355807819883,-11.007693469344975,-17.285929057598501,6.2782355831097174,-11.007693474488784,-9.6530383266291224,-14.85940599871123,-11.007693469343822,-9.654242882187777,335.806029891869,250,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328965,II,4,0,3195,1,-4155.537474843275,1,-4160.6265949184581,1,-4155.5381234207862,1,-4160.8115386240233,0.00064857751112867845,0.18494370556527429,True,none,,,-5128.3151723879528,1642.1796121654129,698.75421116397138,970.17961216540766,-271.42540100143634,1.8189894035458565e-12,1.3175284161187681e-07,380,3,0.16030538377925579,182,pre_half_k,7.6492898218884816e-11,0.00037544087943143642,1.5704208859066451,-17.85648614973034,5.7157716641016174,-12.140714485628724,-17.856485438887923,5.7157714866514162,-12.140713952236506,-14.625531855950879,-22.201731750945967,-12.140714485637385,-14.626140344893628,122.58426672245696,419,0,False,alive,regular,regular,regular,alive_regular_static
1170935903116328966,II,4,0,3434,1,-4118.4028929750775,1,-4119.066480984744,1,-4118.4029912898714,1,-4119.1220984283846,9.8314793831377756e-05,0.055617443640585407,True,none,,,-5460.0409865550719,2015.4655402662322,1072.0401392647907,1343.465540266227,-271.42540100143634,1.6370904631912708e-11,4.0952019913993603e-06,192,5,0.059103172083229384,349,pre_half_k,4.5149361468773927e-12,0.00010143646388080132,1.570694890330842,-21.772380777828083,5.7158140364661056,-16.056566741361976,-21.772381048341355,5.7158141373759133,-16.056566910965444,-12.178843437509819,-15.675050816503191,-16.056566741362239,-12.177714239775559,468.23789239234975,348,0,False,alive,regular,regular,regular,alive_regular_static
