step,label,N,opt,E_ref,ref_source,gap_ref,rel_err,J2_model,table3_dmrg,table3_new,table3_old,dev_vs_dmrg,dev_vs_new,d,extra,r,rdm,pso,lso,lol,three_type,SU2_symmetry,lattice,Gram,correlation,J2,supp,coe,mosek_tol_pfeas,mosek_tol_dfeas,mosek_tol_relgap,termination_status,primal_status,status_source,primal_residual,dual_residual,duality_gap,solve_s,wall_s,peak_rss_gb,peak_swap_gb,limit_hit,error,protocol_sha256,harness_commit,qmbcertify_commit,script_sha256,project_toml_sha256,manifest_toml_sha256,julia_version,mosek_version,hostname,cpu_model,timestamp_utc,source_run
t1q-scnet,j40_0.6,40,-0.3814392422860841,,,,,0.6,-0.443663,-0.4436649,-0.443782,0.06222375771391586,0.06222565771391586,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.44999999999999996]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,6.2e-9,3.9e-8,1.6e-12,233.054977463,3214.850193977356,17.40609359741211,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r03n08,AMD EPYC 7742 64-Core Processor,2026-07-28T21:39:45Z,scnet-20260729-001929
t1q-scnet,j40_0.8,40,-0.42515574362465924,,,,,0.8,-0.443663,-0.4436649,-0.443782,0.01850725637534073,0.01850915637534073,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.6000000000000001]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,9.5e-9,8.6e-8,2.8e-12,438.27734794,3735.9769489765167,17.98828125,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r04n02,AMD EPYC 7742 64-Core Processor,2026-07-28T22:04:42Z,scnet-20260729-001929
t1q-scnet,j40_1.0,40,-0.49308973127814704,,,,,1.0,-0.443663,-0.4436649,-0.443782,-0.04942673127814706,-0.04942483127814706,4,4,5,10,0,true,40,"[1, 1]",false,chain,false,false,0,"[[1, 4], [1, 7]]","[0.75, 0.75]",1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,1.0e-8,2.3e-7,2.7e-12,431.657354485,4001.7876160144806,19.84567642211914,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r04n02,AMD EPYC 7742 64-Core Processor,2026-07-28T22:17:01Z,scnet-20260729-001929
t1q-scnet,v100,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,4,5,10,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,6152.636384010315,110.11174011230469,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r08n07,AMD EPYC 7742 64-Core Processor,2026-07-28T18:02:29Z,scnet-20260729-001929
t1q-scnet,v100e8,100,,-0.4432295707509187,bethe_high_precision,,,0.0,-0.4432295,-0.4432378,-0.4435928,,,4,8,9,10,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,5350.460711956024,231.29420471191406,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a04r08n03,AMD EPYC 7742 64-Core Processor,2026-07-28T23:06:46Z,scnet-20260729-001929
t1q-scnet,v100e8,100,-0.44323950151056024,-0.4432295707509187,bethe_high_precision,9.930759641563203e-6,2.2405453735269805e-5,0.0,-0.4432295,-0.4432378,-0.4435928,-1.0001510560242455e-5,-1.7015105602258274e-6,4,8,9,10,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.0e-7,7.5e-8,6.2e-11,11880.467060926,16655.56077003479,294.3494300842285,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a02r04n07,AMD EPYC 7742 64-Core Processor,2026-07-29T04:50:34Z,scnet-20260729-001929
t1q-scnet,v100,100,-0.44325321201644863,-0.4432295707509187,bethe_high_precision,2.364126552995005e-5,5.333864680981701e-5,0.0,-0.4432295,-0.4432378,-0.4435928,-2.3712016448629303e-5,-1.5412016448612675e-5,4,4,5,10,3,true,100,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.0e-7,1.5e-7,7.9e-11,4166.783029177,10134.836497068405,112.93878555297852,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a02r08n05,AMD EPYC 7742 64-Core Processor,2026-07-28T21:01:53Z,scnet-20260729-001929
t1q-scnet,v120,120,-0.44322914896414956,,,,,0.0,NaN,NaN,NaN,NaN,NaN,4,4,5,10,3,true,120,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.2e-7,5.7e-9,2.3e-11,4877.21921449,11563.89779996872,162.6305923461914,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a02r04n06,AMD EPYC 7742 64-Core Processor,2026-07-29T03:25:42Z,scnet-20260729-001929
t1q-scnet,v14,14,-0.4473963684806497,-0.4473963952533598,bethe_high_precision,-2.6772710104427944e-8,5.984113950955418e-8,0.0,-0.4473964,-0.4473964,-0.4474032,3.1519350351949527e-8,3.1519350351949527e-8,4,4,5,10,3,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,3.1e-9,8.0e-9,6.9e-12,328.036377225,3374.3370139598846,12.167984008789062,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r03n08,AMD EPYC 7742 64-Core Processor,2026-07-28T22:36:14Z,scnet-20260729-001929
t1q-scnet,v140,140,,-0.44318920274910945,bethe_high_precision,,,0.0,NaN,NaN,NaN,,,4,4,5,10,3,true,140,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,10423.701364040375,230.7038230895996,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a04r03n04,AMD EPYC 7742 64-Core Processor,2026-07-29T00:31:20Z,scnet-20260729-001929
t1q-scnet,v140,140,-0.4432129678616946,-0.44318920274910945,bethe_high_precision,2.3765112585172332e-5,5.3622950283438706e-5,0.0,NaN,NaN,NaN,NaN,NaN,4,4,5,10,3,true,140,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.4e-7,1.2e-7,9.9e-11,8151.87750597,21279.712761878967,284.5516891479492,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a03r01n06,AMD EPYC 7742 64-Core Processor,2026-07-29T06:32:08Z,scnet-20260729-001929
t1q-scnet,v14,14,-0.4473963684808588,-0.4473963952533598,bethe_high_precision,-2.6772500993921255e-8,5.984067211529507e-8,0.0,-0.4473964,-0.4473964,-0.4474032,3.151914124144284e-8,3.151914124144284e-8,4,4,5,10,3,true,14,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,3.0e-9,2.8e-9,6.9e-12,756.548560075,4430.743200063705,5.818119049072266,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r02n07,AMD EPYC 7742 64-Core Processor,2026-07-28T19:26:49Z,scnet-20260729-001929
t1q-scnet,v160,160,,,,,,0.0,NaN,NaN,NaN,,,4,4,5,10,3,true,160,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,17594.73562502861,341.67740631103516,0.0,MAX_RSS_GB,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r01n03,AMD EPYC 7742 64-Core Processor,2026-07-29T05:06:13Z,scnet-20260729-001929
t1q-scnet,v200,200,,-0.4431677662612081,bethe_high_precision,,,0.0,NaN,NaN,NaN,,,4,4,5,10,3,true,200,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,OPTIMAL,FEASIBLE_POINT,inferred_absent_warning_line,NaN,NaN,NaN,NaN,42005.31503009796,142.8234100341797,0.0,MAX_WALL_S,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r05n06,AMD EPYC 7742 64-Core Processor,2026-07-29T09:17:44Z,scnet-20260729-001929
t1q-scnet,v50,50,-0.44349350807934346,-0.44347713234633307,bethe_high_precision,1.6375733010387528e-5,3.6925766439742635e-5,0.0,-0.4434771,-0.4434798,-0.4436101,-1.6408079343444015e-5,-1.3708079343477397e-5,4,4,5,10,3,true,50,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,2.6e-7,7.0e-9,2.2e-10,727.623215214,3884.034712076187,31.58993911743164,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r03n08,AMD EPYC 7742 64-Core Processor,2026-07-28T17:24:40Z,scnet-20260729-001929
t1q-scnet,v60,60,-0.44339633152971886,-0.4433762194270608,bethe_high_precision,2.011210265806529e-5,4.536125704724203e-5,0.0,-0.4433762,-0.4433804,-0.4435169,-2.0131529718858676e-5,-1.5931529718848925e-5,4,4,5,10,3,true,60,"[1, 1]",false,chain,false,false,0,"[[1, 4]]",[0.75],1.0e-8,1.0e-8,1.0e-8,SLOW_PROGRESS,FEASIBLE_POINT,printed_by_GSB,3.2e-7,2.2e-8,1.2e-10,1040.660278262,4523.978754043579,45.02827072143555,0.0,,,d9e9728b357e91a7d9c161749a546f385bd2e1c90aead8bd94c9489a711dbea3,MISSING,MISSING,337b18142f93b98c5eeaef900f4ce19ccea6ea38c443bb4d63ffeeb0b9ebe838,e65de1408ebaa9331ce2d7c5d1f3d6087909425a2d55682e8fc64a05d9143fa7,f3053e2a84a5dfcb8dd575009ea707f7e437ad85f81c74f047d5562062110ccb,1.12.6,Mosek=11.2.0;MosekTools=0.15.10,a01r07n01,AMD EPYC 7742 64-Core Processor,2026-07-28T17:35:20Z,scnet-20260729-001929
