L,h,estimator_id,spacetime_binder,spacetime_binder_se,within_chain_se,between_chain_se,diagnostic_estimator_id,equal_time_binder,equal_time_binder_se,seed_count,seeds
10,4.76611,spacetime_binder_q,0.6368389703953647,0.00011639669460412784,0.00011639669460412784,0.00010497653496937442,equal_time_binder_q,0.541928960373313,7.28491347165557e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
10,4.76711,spacetime_binder_q,0.6356484249442409,0.00011064264007507232,0.00010968771446323465,0.00011064264007507232,equal_time_binder_q,0.5410109844756558,6.938741728856636e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
10,4.76811,spacetime_binder_q,0.6344457477069697,0.00010931177537146638,0.00010931177537146638,9.838303163337614e-05,equal_time_binder_q,0.540168181141775,6.846604251856178e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
10,4.76911,spacetime_binder_q,0.6333566022838893,0.00011594912680157805,0.00011040504353026754,0.00011594912680157805,equal_time_binder_q,0.5393426031143743,7.434326198627805e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
10,4.77011,spacetime_binder_q,0.6319186638639236,0.00011116591792274298,0.00011044346557120562,0.00011116591792274298,equal_time_binder_q,0.5383123554501025,7.143281504987963e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
12,4.76611,spacetime_binder_q,0.6359616418619698,0.00012518720160451384,0.00011638776278648939,0.00012518720160451384,equal_time_binder_q,0.5397623847041263,7.413584479489942e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
12,4.76711,spacetime_binder_q,0.6344885576359168,0.00011675064422657132,0.00011675064422657132,0.00010646984965785709,equal_time_binder_q,0.5386916942219926,7.317114868829998e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
12,4.76811,spacetime_binder_q,0.6328052585893417,0.00011392893767292329,0.00011296032108005431,0.00011392893767292329,equal_time_binder_q,0.5374216389717338,7.178394667077152e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
12,4.76911,spacetime_binder_q,0.6312401695370241,0.00012708289497979217,0.00011816466540742929,0.00012708289497979217,equal_time_binder_q,0.5362653441830075,8.109172730373625e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
12,4.77011,spacetime_binder_q,0.6294428519273795,0.00011696394527204552,0.00011696394527204552,0.00011406645950920011,equal_time_binder_q,0.5349792145407305,7.233180623327103e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
14,4.76611,spacetime_binder_q,0.6356812507452311,0.00012362851003468495,0.00012362851003468495,0.0001228839141386112,equal_time_binder_q,0.5385953243741367,7.781136893155735e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
14,4.76711,spacetime_binder_q,0.6337964352649275,0.00012384977129101707,0.00012384977129101707,0.00011689018486964595,equal_time_binder_q,0.5371741266648904,7.625311666370776e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
14,4.76811,spacetime_binder_q,0.6314956567992516,0.00011807042147626033,0.00011791744511466121,0.00011807042147626033,equal_time_binder_q,0.5355166066643625,7.361049342249941e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
14,4.76911,spacetime_binder_q,0.6292726113814039,0.00013451332671498108,0.00011998583670657817,0.00013451332671498108,equal_time_binder_q,0.5338587115735759,8.279489497873817e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
14,4.77011,spacetime_binder_q,0.6272200235166151,0.00012002950108893598,0.00011850057941872096,0.00012002950108893598,equal_time_binder_q,0.5324236285484382,7.621281417535143e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
16,4.76611,spacetime_binder_q,0.6358651688698195,0.00013100959203578784,0.00012299855986989326,0.00013100959203578784,equal_time_binder_q,0.537999528597574,7.898983874658945e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
16,4.76711,spacetime_binder_q,0.6331321551913427,0.00012292639373275236,0.00012292639373275236,0.0001099955332460984,equal_time_binder_q,0.5360333386357244,7.637876244365745e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
16,4.76811,spacetime_binder_q,0.630499991199232,0.0001262339705722977,0.0001262339705722977,9.875423748222452e-05,equal_time_binder_q,0.5340867897412606,7.805750589757573e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
16,4.76911,spacetime_binder_q,0.6281269072892005,0.00012990729478933255,0.0001233678827277963,0.00012990729478933255,equal_time_binder_q,0.532302583586987,7.772329966069254e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
16,4.77011,spacetime_binder_q,0.6253186051073822,0.00013555227707430308,0.0001226171828331312,0.00013555227707430308,equal_time_binder_q,0.5303228896417546,8.190328161087533e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
18,4.76611,spacetime_binder_q,0.6360604484898407,0.00013084811240235205,0.00012784049989783582,0.00013084811240235205,equal_time_binder_q,0.5377128799096568,8.280569283123824e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
18,4.76711,spacetime_binder_q,0.6329634630362201,0.00013552478509061092,0.00012727647211475433,0.00013552478509061092,equal_time_binder_q,0.5354227609544321,8.713888531993915e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
18,4.76811,spacetime_binder_q,0.6299136435918796,0.0001332609437667905,0.0001250681071370875,0.0001332609437667905,equal_time_binder_q,0.5331320738837758,8.551745028872968e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
18,4.76911,spacetime_binder_q,0.62684379815635,0.00012828632123191157,0.00012828632123191157,0.00011739693154204877,equal_time_binder_q,0.530911342585693,7.954688200160103e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
18,4.77011,spacetime_binder_q,0.6236841974478383,0.0001351472408928998,0.00012754637338061004,0.0001351472408928998,equal_time_binder_q,0.5285931586862478,8.54358257963442e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
20,4.76611,spacetime_binder_q,0.6369152619978551,0.00013035447184642286,0.00013035447184642286,0.00012299622650404073,equal_time_binder_q,0.5378991762472869,8.23544959736082e-05,96,72001;72002;72003;72004;72005;72006;72007;72008;72009;72010;72011;72012;72013;72014;72015;72016;72017;72018;72019;72020;72021;72022;72023;72024;72025;72026;72027;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;72038;72039;72040;72041;72042;72043;72044;72045;72046;72047;72048;72049;72050;72051;72052;72053;72054;72055;72056;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066;72067;72068;72069;72070;72071;72072;72073;72074;72075;72076;72077;72078;72079;72080;72081;72082;72083;72084;72085;72086;72087;72088;72089;72090;72091;72092;72093;72094;72095;72096
