acceptance_max,acceptance_min,audit_reason,audit_status,beta,budget_plan_digest,cell_id,cell_index,channel_balance_between_replica_stderr,channel_balance_mean,channel_balance_stderr,channel_balance_within_replica_stderr,cohort,correlation_length_over_m_between_replica_stderr,correlation_length_over_m_mean,correlation_length_over_m_stderr,correlation_length_over_m_within_replica_stderr,correlation_length_proxy_between_replica_stderr,correlation_length_proxy_mean,correlation_length_proxy_stderr,correlation_length_proxy_within_replica_stderr,density_between_replica_stderr,density_mean,density_stderr,density_within_replica_stderr,direct_sign_min,dt,energy_between_replica_stderr,energy_mean,energy_stderr,energy_within_replica_stderr,g_a,g_b_over_g_a,m,minimum_ess,mu,near_staggered_structure_between_replica_stderr,near_staggered_structure_mean,near_staggered_structure_stderr,near_staggered_structure_within_replica_stderr,nematic_sq_between_replica_stderr,nematic_sq_mean,nematic_sq_stderr,nematic_sq_within_replica_stderr,pair_id,pilot_decision,pilot_reason,production_replicas,proposal_scale,q_a_binder_between_replica_stderr,q_a_binder_mean,q_a_binder_stderr,q_a_binder_within_replica_stderr,q_a_mean_between_replica_stderr,q_a_mean_mean,q_a_mean_stderr,q_a_mean_within_replica_stderr,q_a_sq_between_replica_stderr,q_a_sq_mean,q_a_sq_stderr,q_a_sq_within_replica_stderr,q_a_susceptibility_between_replica_stderr,q_a_susceptibility_mean,q_a_susceptibility_stderr,q_a_susceptibility_within_replica_stderr,q_b_binder_between_replica_stderr,q_b_binder_mean,q_b_binder_stderr,q_b_binder_within_replica_stderr,q_b_mean_between_replica_stderr,q_b_mean_mean,q_b_mean_stderr,q_b_mean_within_replica_stderr,q_b_sq_between_replica_stderr,q_b_sq_mean,q_b_sq_stderr,q_b_sq_within_replica_stderr,q_b_susceptibility_between_replica_stderr,q_b_susceptibility_mean,q_b_susceptibility_stderr,q_b_susceptibility_within_replica_stderr,q_combined_between_replica_stderr,q_combined_mean,q_combined_stderr,q_combined_within_replica_stderr,realized_measurement_sweeps_max,slices,source_revision,stabilize,staggered_structure_between_replica_stderr,staggered_structure_mean,staggered_structure_stderr,staggered_structure_within_replica_stderr,t,v_asymmetry,weight_log_error_max
0.5040686586141132,0.4963131313131313,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m08_b04_g025_t050_mu000,10,0.0023294627213770822,-0.5421565011778564,0.0046575082114513515,0.0046575082114513515,half_filled_core,0.0010081976336083363,0.2670103959999264,0.0010081976336083363,0.0,0.00806558106886669,2.136083167999411,0.00806558106886669,0.0,0.0,0.5000000000000003,3.34659387786898e-17,3.34659387786898e-17,1.0,0.2,0.014802155618805539,-41.27091113336864,0.014802155618805539,0.012117958663286878,1.0,0.25,8,40.27720433062182,0.0,0.0013632344700572905,0.12878273319092381,0.0038995398831831096,0.0038995398831831096,7.017382691644236e-07,0.0078410118725512,9.20906696144198e-07,9.20906696144198e-07,,RUN,pilot audit passed,4,0.5,0.01264573487043799,-0.4659482039658687,0.01264573487043799,0.0,0.0012930554532163577,1.90369938681301,0.0018076917308403422,0.0018076917308403422,0.0047739800194647386,3.6363973200029838,0.006660340222219527,0.006660340222219527,0.0035183675360693206,0.012382374554381355,0.0035183675360693206,0.0,0.002664360740372912,0.006095192351440404,0.002664360740372912,0.0,0.0030611824617659176,1.0053298848826322,0.006497658275482803,0.006497658275482803,0.006903312459137854,1.0841131843597163,0.012634415998675898,0.012634415998675898,0.04255606573993742,0.04339705922857082,0.04255606573993742,0.0,0.0032945275768053364,2.36025525218135,0.0042337507476072145,0.0042337507476072145,2552,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.0026575108497924205,0.4729363834564838,0.007149894630100216,0.007149894630100216,0.5,0.0,1.1368683772161603e-13
,,"production replica failed status, ESS, or numerical audit",STOP,8.0,,half_filled_core_m08_b08_g025_t050_mu000,11,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.25,8,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.5,0.0,
0.7394675925925925,0.7319777777777777,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m04_b04_g025_t100_mu000,12,0.0015570815587279208,-0.5985701376319816,0.0015570815587279208,0.001486499821781783,half_filled_core,0.0005920303912529701,0.0820755064619207,0.0005920303912529701,0.0,0.0023681215650118805,0.3283020258476828,0.0023681215650118805,0.0,2.7755575615628914e-17,0.49999999999999944,2.7755575615628914e-17,1.5031498503511242e-17,1.0,0.2,0.0060747125061405005,-16.623926833448042,0.011071882115959945,0.011071882115959945,1.0,0.25,4,41.8503877433067,0.0,0.0006189409380390569,0.2088864649546452,0.0009176747843815437,0.0009176747843815437,6.098310648012757e-06,0.03138784691069582,9.884609665440466e-06,9.884609665440466e-06,,RUN,pilot audit passed,4,0.5,13.12672706148191,-50.0499959621414,13.12672706148191,0.0,0.000797624408475273,1.4100152102291739,0.0008337099776858388,0.0008337099776858388,0.0019581695489982805,1.989826954301603,0.0020400729852632564,0.0020400729852632564,0.02921782977555965,0.03486190202834828,0.02921782977555965,0.0,2.529500400597837,-22.651051338843345,2.529500400597837,0.0,0.0015484331604319415,0.7038004829002895,0.0019363075646781885,0.0019363075646781885,0.0019704466849463113,0.5002806075100487,0.0021213185152725847,0.0021213185152725847,0.07167845785404113,-0.06961468808396612,0.07167845785404113,0.0,0.000662269637302384,1.2450537809058257,0.0012180672770314449,0.0012180672770314449,2010,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.001290260323703634,0.2539259156898529,0.001718468063197187,0.001718468063197187,1.0,0.0,2.842170943040401e-14
,,"production replica failed status, ESS, or numerical audit",STOP,8.0,,half_filled_core_m04_b08_g025_t100_mu000,13,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.25,4,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,1.0,0.0,
0.6357317073170732,0.6231358885017422,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m06_b04_g025_t100_mu000,14,0.005202980016942319,-0.3442231523749831,0.005202980016942319,0.005121763218249997,half_filled_core,0.0015688591648977727,0.12116957192627661,0.0015688591648977727,0.0,0.009413154989386642,0.7270174315576597,0.009413154989386642,0.0,9.343919099904209e-17,0.49999999999999967,1.1133467560252168e-16,1.1133467560252168e-16,1.0,0.2,0.010833441563184842,-36.64374780136842,0.011528365616723024,0.011528365616723024,1.0,0.25,6,43.82477405917321,0.0,0.0020142764519342268,0.152129572861833,0.0020142764519342268,0.001927663409278145,2.7350697146426535e-06,0.01395448745902229,2.7350697146426535e-06,2.580999429805339e-06,,RUN,pilot audit passed,4,0.5,0.014832423282436844,-0.2799855487056843,0.014832423282436844,0.0,0.002812257685527257,1.5603188312351879,0.002944798230028266,0.002944798230028266,0.008340060831022986,2.4665742267953314,0.008659980371157448,0.008659980371157448,0.0036579363658357233,0.02419223372585189,0.0036579363658357233,0.0,0.0017311198017337462,0.06796791288151105,0.0017311198017337462,0.0,0.005081222311743624,1.0596366434594158,0.005081222311743624,0.00479546761520353,0.009974279128156478,1.2054063239923043,0.009974279128156478,0.009950369293199408,0.0405967016336832,-0.0026069621347875223,0.0405967016336832,0.0,0.0017681151462504174,1.835990275393818,0.0018264540503848366,0.0018264540503848366,2296,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.003998687990874264,0.23259421660052718,0.003998687990874264,0.0033432244321091272,1.0,0.0,8.526512829121202e-14
,,pilot early stop: autocorrelation budget cap exceeded,NOT_RUN,8.0,,half_filled_core_m06_b08_g025_t100_mu000,15,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.25,6,,0.0,,,,,,,,,,STOP,autocorrelation budget cap exceeded,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,1.0,0.0,
,,"production replica failed status, ESS, or numerical audit",STOP,4.0,,half_filled_core_m08_b04_g025_t100_mu000,16,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.25,8,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,,,,,1.0,0.0,
,,pilot early stop: autocorrelation budget cap exceeded,NOT_RUN,8.0,,half_filled_core_m08_b08_g025_t100_mu000,17,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.25,8,,0.0,,,,,,,,,,STOP,autocorrelation budget cap exceeded,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,1.0,0.0,
,,"production replica failed status, ESS, or numerical audit",STOP,4.0,,half_filled_core_m04_b04_g050_t025_mu000,18,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,4,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,,,,,0.25,0.0,
,,pilot early stop: autocorrelation budget cap exceeded,NOT_RUN,8.0,,half_filled_core_m04_b08_g050_t025_mu000,19,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,4,,0.0,,,,,,,,,,STOP,autocorrelation budget cap exceeded,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.25,0.0,
0.5985215053763441,0.5954599761051373,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m06_b04_g050_t025_mu000,20,0.00690972956595433,-0.6318736271301346,0.008313372210940669,0.008313372210940669,half_filled_core,0.0029497252346778503,0.20212870922304949,0.0029497252346778503,0.0,0.017698351408067112,1.212772255338297,0.017698351408067112,0.0,0.0,0.49999999999999967,3.595140981021344e-18,3.595140981021344e-18,1.0,0.2,0.016179184600548166,-17.34389130540493,0.016179184600548166,0.014921409686828152,1.0,0.5,6,47.59119503522594,0.0,0.0022901600035013037,0.22886587940416195,0.0043560430105766415,0.0043560430105766415,3.611696837105617e-06,0.014044296610842045,4.615325404661381e-06,4.615325404661381e-06,,RUN,pilot audit passed,4,0.5,0.07299731208959062,-1.1207163911425655,0.07299731208959062,0.0,0.0029458064277913354,1.6417706543791806,0.003760051703119313,0.003760051703119313,0.008974688895958623,2.715865450918654,0.011475257982831494,0.011475257982831494,0.013909353365352612,0.03248069909254673,0.013909353365352612,0.0,0.003688025262528415,0.0343799818186635,0.003688025262528415,0.0,0.009643781010068707,0.6964619004650394,0.011349346859390173,0.011349346859390173,0.013098972234858203,0.6204353312845549,0.015128511146646484,0.015128511146646484,0.02617310922886454,0.14787248715214557,0.02617310922886454,0.0,0.004020794483427315,1.6681503911016045,0.004776088262628341,0.004776088262628341,2678,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.011271610387977582,0.5656949276696296,0.013231305998227338,0.013231305998227338,0.25,0.0,5.684341886080802e-14
,,"production replica failed status, ESS, or numerical audit",STOP,8.0,,half_filled_core_m06_b08_g050_t025_mu000,21,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,6,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.25,0.0,
,,"production replica failed status, ESS, or numerical audit",STOP,4.0,,half_filled_core_m08_b04_g050_t025_mu000,22,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,8,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,,,,,0.25,0.0,
,,pilot early stop: autocorrelation budget cap exceeded,NOT_RUN,8.0,,half_filled_core_m08_b08_g050_t025_mu000,23,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,8,,0.0,,,,,,,,,,STOP,autocorrelation budget cap exceeded,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.25,0.0,
,,"production replica failed status, ESS, or numerical audit",STOP,4.0,,half_filled_core_m04_b04_g050_t050_mu000,24,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,4,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,True,,,,,0.5,0.0,
,,"production replica failed status, ESS, or numerical audit",STOP,8.0,,half_filled_core_m04_b08_g050_t050_mu000,25,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,4,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.5,0.0,
0.6126626192541197,0.606057268722467,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m06_b04_g050_t050_mu000,26,0.011095089205811258,-0.42956049501054516,0.011095089205811258,0.008323346174793281,half_filled_core,0.00493887087002006,0.14365095474110304,0.00493887087002006,0.0,0.029633225220120376,0.8619057284466183,0.029633225220120376,0.0,1.3877787807814457e-17,0.49999999999999967,1.3877787807814457e-17,5.0816481259080126e-18,1.0,0.2,0.011442325694800028,-24.049844322798208,0.01527662340827681,0.01527662340827681,1.0,0.5,6,40.03966719259534,0.0,0.0016945544757149028,0.18104150515381667,0.004206378876209718,0.004206378876209718,9.012096612960084e-06,0.014030084908542035,9.012096612960084e-06,5.529829313898202e-06,,RUN,pilot audit passed,4,0.5,0.038765879187341326,-0.5663449909024728,0.038765879187341326,0.0,0.006432254747914613,1.587399863457375,0.006432254747914613,0.004419542880468855,0.018791844353451128,2.5503912058610645,0.018791844353451128,0.013044537579927731,0.013713455057018925,0.02492054898435658,0.013713455057018925,0.0,0.003543346066324016,0.040734554079955326,0.003543346066324016,0.0,0.010297548222863488,0.9593160706761035,0.010297548222863488,0.00858829250604554,0.020581277098033306,1.0236633882172628,0.020581277098033306,0.015937058764633787,0.030580923186374228,0.09821290974999425,0.030580923186374228,0.0,0.00198271951307623,1.7870272970391636,0.0039425174873621745,0.0039425174873621745,2750,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.007841329785093585,0.31585687106183447,0.007841329785093585,0.00721182826892286,0.5,0.0,5.684341886080802e-14
,,"production replica failed status, ESS, or numerical audit",STOP,8.0,,half_filled_core_m06_b08_g050_t050_mu000,27,,,,,half_filled_core,,,,,,,,,,,,,,0.2,,,,,1.0,0.5,6,,0.0,,,,,,,,,,RUN,pilot audit passed,4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,True,,,,,0.5,0.0,
0.4924812030075188,0.4827963525835866,all production replicas pass,PASS,4.0,8e1216d271892ab2b13fb3391aff21392d5fd080971b08c22e6fe545e6cb23f0,half_filled_core_m08_b04_g050_t050_mu000,28,0.003157186854333139,-0.4221014893133305,0.005862089330983277,0.005862089330983277,half_filled_core,0.0042368802099352326,0.21053632111906087,0.0042368802099352326,0.0,0.03389504167948186,1.684290568952487,0.03389504167948186,0.0,0.0,0.5000000000000004,2.851564711262079e-18,2.851564711262079e-18,1.0,0.2,0.010078265053411967,-43.034727204851244,0.01627519402957763,0.01627519402957763,1.0,0.5,8,40.050999349033894,0.0,0.00269305434584718,0.1190683715340835,0.00269305434584718,0.002433519134461372,1.6686507994671998e-06,0.00786434225794002,1.6686507994671998e-06,1.4280404551987896e-06,,RUN,pilot audit passed,4,0.5,0.009303356261426341,-0.3512301613485578,0.009303356261426341,0.0,0.0008881151557722292,1.8535701703903318,0.0031610411930371955,0.0031610411930371955,0.0031492438133107303,3.455160361542366,0.01120381992271927,0.01120381992271927,0.0024149895702254183,-0.004295627030900015,0.0024149895702254183,0.0,0.00219815916338753,-0.008834005091630293,0.00219815916338753,0.0,0.004330938727590607,1.158590304858354,0.00699188749597501,0.00699188749597501,0.009802473651969042,1.408449411251441,0.015757050755772415,0.015757050755772415,0.015428618621996598,0.09444650420070855,0.015428618621996598,0.0,0.0037472233837610525,2.4318048863969035,0.004235180523361659,0.004235180523361659,3174,20,84fc08bddaf2dbe0c6d7853a5877311eb8894f44,True,0.0034515751069012445,0.31668742616868517,0.00652762587906021,0.00652762587906021,0.5,0.0,1.1368683772161603e-13
