beta,Lmin,Lmax,model,n,chi2,dof,reduced_chi2,gof_p,AICc,BIC,g0,g0_se_nominal,g0_se_overdispersion,p,heldout1_rms_z,heldout2_rms_z
4,16,4096,O1,14,115281.94882882242,12,9606.829069068535,0.0,115287.03973791334,115287.22694348166,0.8544683210597263,1.714325354827194e-05,0.0016802862756756963,,252.46199417093771,265.5000310539806
4,16,4096,D1,14,814.9120177820971,12,67.90933481517476,1.0487575010104815e-166,820.0029268730062,820.1901324413276,,,,0.04033419328540165,21.117777382356252,23.123969147078487
4,16,4096,O2,14,5261.743552179783,11,478.34032292543486,0.0,5270.143552179783,5269.660724168629,0.8375286987499528,5.3870731719126124e-05,0.0011782063817022364,,69.63509255375082,81.23874102752497
4,16,4096,D2,14,14.978558121590414,11,1.361687101962765,0.18348065529609253,23.378558121590412,22.89573011043619,,,,0.04377607725044479,1.7960136644172364,1.6811332991214107
4,32,4096,O1,13,59335.39419778358,11,5394.126745253053,0.0,59340.594197783576,59340.5240964985,0.852320286572394,1.940009384008689e-05,0.0014248344401654007,,200.63896181402558,212.78436909808843
4,32,4096,D1,13,447.2888088678228,11,40.66261898798389,5.4376465632010516e-89,452.4888088678228,452.41870758274587,,,,0.04051269287933241,16.9541319425421,18.612737179684416
4,32,4096,O2,13,1434.9517365208974,10,143.49517365208973,2.8159962676524367e-302,1443.6184031875641,1442.646584593282,0.8339858367492782,7.862604001330956e-05,0.0009418571740921407,,42.00996738092983,51.860389422749115
4,32,4096,D2,13,6.550626086247372,10,0.6550626086247372,0.7670776995936479,15.21729275291404,14.245474158631982,,,,0.04413038782222352,0.08927589303489308,1.316658980106217
4,48,4096,O1,12,37904.86169916863,10,3790.4861699168628,0.0,37910.195032501964,37909.831512468205,0.8509090657684126,2.1663191447709596e-05,0.0013337360683366658,,170.6951740383846,183.25453196318503
4,48,4096,D1,12,267.11012322313013,10,26.711012322313014,1.3592769938816303e-51,272.44345655646345,272.07993652270613,,,,0.04065453956817425,14.004108079639016,15.435352088221194
4,48,4096,O2,12,614.7436391640583,9,68.30484879600648,1.4330193256582609e-126,623.7436391640583,622.1983591134223,0.8322655081400024,9.894605620014564e-05,0.0008177569727247261,,30.800518290640678,39.20902778695804
4,48,4096,D2,12,6.540424452075647,9,0.7267138280084052,0.6848461739054805,15.540424452075648,13.99514440143965,,,,0.044143567773456446,0.03840641296793358,1.7579831866730253
4,64,4096,O1,11,26192.44391969299,9,2910.2715466325544,0.0,26197.94391969299,26197.239710238584,0.849762525558799,2.4114929475385127e-05,0.0013009264772267004,,148.57491351924438,162.05456453078492
4,64,4096,D1,11,178.6759147459589,9,19.852879416217654,9.575360172396704e-34,184.1759147459589,183.47170529155562,,,,0.04076584831913731,11.911383175780353,13.23713225251305
4,64,4096,O2,11,327.31135890550877,8,40.913919863188596,6.264243423361001e-66,336.7399303340802,334.5050447239039,0.831173139043804,0.00011807542122451185,0.0007552575034390619,,24.829519079744134,32.12005299998457
4,64,4096,D2,11,6.4645685705023945,8,0.8080710713127993,0.5953403358330451,15.893139999073822,13.658254388897507,,,,0.04418359368960026,0.11519178515399235,2.440252912849882
4,96,4096,O1,10,14774.631088434144,8,1846.828886054268,0.0,14780.34537414843,14779.236258620133,0.8482656454251494,2.7888554063920013e-05,0.0011985035571500467,,120.62332433392147,134.66263034599345
4,96,4096,D1,10,76.79003305921513,8,9.598754132401892,2.1591443213980955e-13,82.50431877350084,81.39520324520322,,,,0.040922092278647966,8.949868818186163,9.844402360144251
4,96,4096,O2,10,147.425876693756,7,21.06083952767943,1.409085888471585e-28,157.425876693756,154.33363197273815,0.8298265477789714,0.00015499081211229582,0.0007112852346250068,,18.8894689988816,25.55396821245435
4,96,4096,D2,10,4.341542879385551,7,0.620220411340793,0.7397044870269572,14.34154287938555,11.249298158367688,,,,0.04385518927431372,1.054115820133192,0.6525862629684529
4,128,4096,O1,9,8595.933535774891,7,1227.9905051106987,0.0,8601.933535774891,8600.327984929563,0.847007640866353,3.215440252425709e-05,0.0011267769353596475,,99.02862209420005,113.74839418786092
4,128,4096,D1,9,33.94350517463335,7,4.849072167804764,1.7649012353360156e-05,39.94350517463335,38.33795432930579,,,,0.04103851644174261,6.9397502125530455,7.486274125823473
4,128,4096,O2,9,90.18253815947502,6,15.03042302657917,2.776657905454126e-17,100.98253815947501,96.77421189148367,0.8288802039616843,0.0001991659039990276,0.0007721480762621135,,15.929310226832861,23.30120793601847
4,128,4096,D2,9,3.0696947991804,6,0.5116157998634,0.8000499539042668,13.869694799180401,9.661368531189058,,,,0.04353155437023144,2.2061418068958725,2.4946108621969545
4,192,4096,O1,8,4865.23782829206,6,810.87297138201,0.0,4871.63782829206,4869.39671137542,0.8459454106604866,3.6556139539311075e-05,0.0010409664645264236,,81.26146809083919,95.85945957643139
4,192,4096,D1,8,18.31151802349668,6,3.0519196705827802,0.00549907484244825,24.71151802349668,22.470401106856354,,,,0.0411142906054823,5.769512150545487,6.126916799550999
4,192,4096,O2,8,46.63401630579675,5,9.32680326115935,6.746100920255881e-09,58.63401630579675,52.87234093083626,0.8277267254350933,0.0002649895788230996,0.0008092732826471315,,12.633182649943471,21.198101041325206
4,192,4096,D2,8,3.020400152713787,5,0.6040800305427574,0.6968405698419082,15.020400152713787,9.258724777753294,,,,0.04344458307311471,2.964307619613907,6.1838265835897515
4,256,4096,O1,7,2972.6041419758785,5,594.5208283951757,0.0,2979.6041419758785,2976.4959622739893,0.8450201931704672,4.229238258939667e-05,0.0010312066130182965,,68.09991581208604,84.14934968285871
4,256,4096,D1,7,16.079270156163222,5,3.2158540312326442,0.006621360766880121,23.079270156163222,19.97109045427385,,,,0.04115002312637547,5.614458897082218,6.5116155772293105
4,256,4096,O2,7,20.47953003162948,4,5.11988250790737,0.0004014983727010821,34.47953003162948,26.31726047879542,0.8266280146252704,0.0003411373228099413,0.0007718967889086475,,9.655625321219281,16.331009309885758
4,256,4096,D2,7,0.8460742430630667,4,0.21151856076576667,0.9321666083458157,14.846074243063066,6.683804690229006,,,,0.04417562351211931,1.8505926815904306,3.6324055340642336
4,384,4096,O1,6,1245.9420529038707,4,311.4855132259677,1.7469692087679967e-268,1253.9420529038707,1249.5255718423268,0.8437737609628063,5.184990298920148e-05,0.0009150964586497088,,50.54105478133714,
4,384,4096,D1,6,9.588570265889402,4,2.3971425664723505,0.04795879745527789,17.588570265889402,13.172089204345511,,,,0.0412354182944578,4.7439613756806445,
4,384,4096,O2,6,4.782466864750741,3,1.5941556215835802,0.18843680266184085,22.78246686475074,10.157745272434905,0.8249919156376517,0.0005356348148542644,0.000676291851526961,,6.236313663263377,
4,384,4096,D2,6,0.08100025091268812,3,0.027000083637562705,0.99401561649555,18.081000250912687,5.456278658596854,,,,0.04499879094832096,0.8144670119742422,
8,16,4096,O1,14,82564.97940993027,12,6880.414950827522,0.0,82570.07031902118,82570.2575245895,0.9276423440330124,1.0349101689046075e-05,0.0008584400471514703,,211.04124098759922,222.79313820999434
8,16,4096,D1,14,481.47883857829845,12,40.123236548191535,1.931210810900107e-95,486.5697476692075,486.756953237529,,,,0.01917346291491538,15.117160759906902,16.976576420077755
8,16,4096,O2,14,3580.8676119138668,11,325.53341926489696,0.0,3589.267611913867,3588.7847839027127,0.9189044835875719,3.2768225596996943e-05,0.0005912221750856688,,56.98968142267265,67.10322584076023
8,16,4096,D2,14,5.476150161656939,11,0.49783183287790356,0.9059365786864595,13.87615016165694,13.393322150502714,,,,0.020691291509725703,0.21962940682773002,0.6236087375846218
8,32,4096,O1,13,42857.83841937556,11,3896.167129034142,0.0,42863.03841937556,42862.96831809048,0.9265522929892485,1.170590783633278e-05,0.000730674396399863,,168.4257353639413,179.3396670271113
8,32,4096,D1,13,220.00652839291152,11,20.000593490264684,5.147841662396732e-41,225.2065283929115,225.1364271078346,,,,0.019258508836393847,11.57347110460053,13.011250688682537
8,32,4096,O2,13,1002.9059779283766,10,100.29059779283766,4.4250155625097293e-209,1011.5726445950432,1010.6008260007612,0.9171706180930489,4.7327649964281584e-05,0.00047396366631316885,,34.75690000474623,43.527938087127865
8,32,4096,D2,13,5.454014129937162,10,0.5454014129937163,0.8588628126423716,14.120680796603828,13.148862202321773,,,,0.02068118994500063,0.15665375720993616,0.6892113747154294
8,48,4096,O1,12,27403.337179907176,10,2740.3337179907176,0.0,27408.670513240508,27408.306993206752,0.925804827444726,1.3159782099037465e-05,0.0006888908643947223,,142.9235297100919,154.36281753684892
8,48,4096,D1,12,128.65532561488604,10,12.865532561488603,8.78316535456276e-23,133.98865894821938,133.62513891446204,,,,0.019317712132090097,9.43390292272115,10.711707128041352
8,48,4096,O2,12,441.9555724395215,9,49.10617471550239,1.5032963650029955e-89,450.9555724395215,449.4102923888855,0.9163285976199311,5.9193159139969744e-05,0.0004148007865498624,,25.848048234208893,33.500793100591224
8,48,4096,D2,12,5.420798884677046,9,0.6023109871863385,0.7961927641592433,14.420798884677046,12.875518834041047,,,,0.020667819464046326,0.06824641767370092,0.6636731944087751
8,64,4096,O1,11,17402.089901608186,9,1933.5655446231317,0.0,17407.589901608186,17406.88569215378,0.9250899973427608,1.4975703649175783e-05,0.0006585165383982529,,120.47348334998358,132.74595634105626
8,64,4096,D1,11,62.096803562799685,9,6.899644840311076,5.277557143978377e-10,67.59680356279969,66.89259410839642,,,,0.019378439219524604,7.345044045546041,8.390159115102536
8,64,4096,O2,11,270.5448341672685,8,33.81810427090856,7.534923222322914e-54,279.97340559583995,277.73851998566363,0.9157754862213604,7.272290125585245e-05,0.00042290792735862976,,21.433143840049038,29.14228544580394
8,64,4096,D2,11,3.477606623732749,8,0.43470082796659365,0.9009206327945175,12.906178052304178,10.67129244212786,,,,0.02054088297499961,0.7624326190844488,0.977206844553042
8,96,4096,O1,10,9921.4064639378,8,1240.175807992225,0.0,9927.120749652086,9926.011634123788,0.9243654356978442,1.715957633385007e-05,0.0006042938698982652,,98.26889505510455,110.80274418203093
8,96,4096,D1,10,31.349565097949323,8,3.9186956372436654,0.00012173171495016463,37.06385081223504,35.95473528393742,,,,0.019425941179259797,5.813519854225332,6.706634223037669
8,96,4096,O2,10,127.37915746618191,7,18.197022495168845,2.216524514986906e-24,137.3791574661819,134.28691274516405,0.9150273863850518,9.590490721794246e-05,0.0004091108480713468,,16.081073980578395,23.59440255340647
8,96,4096,D2,10,3.3248734557391604,7,0.4749819222484515,0.8534116829955752,13.32487345573916,10.232628734721299,,,,0.020489421104769222,1.2111425402055813,2.320092964183978
8,128,4096,O1,9,6459.208078913243,7,922.7440112733204,0.0,6465.208078913243,6463.602528067916,0.9238460416355178,1.9296886178514477e-05,0.0005861757568042879,,83.81360584375379,97.00260305671604
8,128,4096,D1,9,25.446059177685363,7,3.6351513110979092,0.0006322807672277198,31.446059177685363,29.840508332357803,,,,0.019448145035417617,5.297150984031682,6.373926560609206
8,128,4096,O2,9,60.16557617528393,6,10.027596029213989,4.165530852159996e-11,70.96557617528393,66.75724990729259,0.9144492022970542,0.00011904369530722926,0.0003769682855769597,,12.373988611896001,18.72577701182816
8,128,4096,D2,9,1.9599903854344791,6,0.32666506423907987,0.9233412317816471,12.75999038543448,8.551664117443137,,,,0.02066600839124315,0.4619046365811885,0.7435495539804143
8,192,4096,O1,8,3556.4816026859544,6,592.7469337809924,0.0,3562.8816026859545,3560.640485769314,0.923255057104409,2.219666895689479e-05,0.0005404088629450813,,67.78956440392689,80.9948101942289
8,192,4096,D1,8,14.71631606336134,6,2.452719343893557,0.02258168797924297,21.11631606336134,18.875199146721013,,,,0.01948517125058832,4.2826115891189405,5.298967202803356
8,192,4096,O2,8,21.914767732028462,5,4.382953546405693,0.0005434959992391722,33.914767732028466,28.15309235706797,0.9137795561995885,0.0001609183222769904,0.000336890628311027,,8.779327166646935,14.076411040245791
8,192,4096,D2,8,1.939098526970906,5,0.3878197053941812,0.8575061344283579,13.939098526970906,8.177423152010412,,,,0.020699022864472356,0.4069271054499327,0.8501037121499887
8,256,4096,O1,7,2019.0012986078623,5,403.80025972157244,0.0,2026.0012986078623,2022.8931189059729,0.9227398122383099,2.579462093476354e-05,0.0005183372819497767,,55.43326370722703,69.1284719302897
8,256,4096,D1,7,7.137262554278674,5,1.4274525108557348,0.21063044566844935,14.137262554278674,11.029082852389301,,,,0.019523128157439312,3.2984517178316874,4.109400925543574
8,256,4096,O2,7,14.193431249227384,4,3.548357812306846,0.006702617725402707,28.193431249227384,20.031161696393323,0.9134042472841959,0.00021008866093140106,0.0003957458018894563,,7.5903150812898605,14.308200920854677
8,256,4096,D2,7,1.7287411272188589,4,0.4321852818047147,0.7854903811416161,15.728741127218859,7.566471574384798,,,,0.020565028316841705,1.03527128942676,4.027059484269342
8,384,4096,O1,6,872.2924835597976,4,218.0731208899494,1.677724478976605e-187,880.2924835597976,875.8760024982537,0.9221480210872326,3.1157227761637194e-05,0.0004601080995640776,,41.73315616831899,
8,384,4096,D1,6,4.004645069975327,4,1.0011612674938317,0.4053775728595885,12.004645069975327,7.588164008431437,,,,0.019555417375940846,2.6025456465527186,
