particle_number	seed	status	job_id	wall_seconds	acceptance_fraction	effective_sample_size	bridge_ess_fraction	integrated_autocorrelation_time	energy	local_energy_variance	estimator_stderr	maximum_resident_memory_mb	failure_reason	configuration_sha256	project_commit
10	2026083013	completed	23020298_6	22043.0	0.5352773437500001	100887.32431842106	0.718795479847667	1.8677066077644175	14.282570712556053	0.02156141712424451	0.0009474909845621532	613.3984375		ec2a8447b4336f21231263e126372b30d709740f44085c83177cbe44e393d31a	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083015	timed_out	23020298_7	28826.0								555.25	Slurm state TIMEOUT (0:0)	efc7145889149660039e3ef805bbeb78b2fda4d8bfcc851d2d1647f01ab0200b	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083017	completed	23020298_8	2197.0	0.5337421875	75414.53792512207	0.7193121191370164	2.50035817160712	14.282680081853876	0.021663726700472223	0.0007770963835977002	560.05859375		4d91df3736df4cf8b2d12115db7c468e9e6e9c8e4c6a93217a41b035f08ffdcb	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083019	completed	23020298_9	3131.0	0.5354296875000001	118418.3574126233	0.719107069357492	1.5918951056954571	14.28247204924915	0.021673201979078658	0.0006884994810382673	624.3203125		b1f6910bc029b4e2a7f6b467d26ea30301e15cca54fba36b48f799c7cb2d7030	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083021	completed	23020298_10	2807.0	0.5342734375	137719.46716576625	0.7186873608766069	1.3679952689830683	14.282770068200733	0.021677049975600948	0.0007476177590837676	596.4140625		74ea07348febed7068ebf71efd4883da20ea63cd7f3a19cd6925fae161997d15	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083023	completed	23020298_11	2303.0	0.53500390625	110596.90200914381	0.7180662702514978	1.7020075691925423	14.2820737037095	0.02159054167455253	0.0006335158460224736	586.015625		d4206a7833e3407d3c21d2c87a6e87435554d95df63300f3df170793fe888eb5	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083025	completed	23020298_12	4032.0	0.53428515625	227789.8987544343	0.7181134820012695	0.8264156648521106	14.282889255692984	0.021725802942581668	0.0007541075663120424	639.2109375		7913db6235ec5ba4deb96a67c3fbeed000542a401edff62b672615b7545bd120	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083027	completed	23020298_13	4482.0	0.535109375	161011.9053292223	0.7193441882283874	1.1711665823304696	14.282590012937098	0.02161476901849679	0.0007616306168054709	630.75390625		cc3b77c87758eecbf54d7b61db1574acd752b2adc3f71b451c278bcef5e40345	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083029	completed	23020298_14	19146.0	0.5353945312499999	96794.57659829463	0.7186855076191315	1.9463806788595315	14.28253032092005	0.02169773880867347	0.0006756310340407903	640.9921875		9bf51792b79346e7fbc96f89484cbd06ea1f4f7351684f1bda71fdc14386d0d2	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083031	completed	23020298_15	11097.0	0.5362695312499999	242295.47584942897	0.7183876869051256	0.7772370537908294	14.282869965610459	0.02160436038241662	0.0007619341410072404	640.83984375		0212e33748016b2a481bce69bafb3b0c556169ddf8cd79639d57e1aecec5545a	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083033	completed	23020298_16	2108.0	0.5347539062500001	70234.5505944877	0.720057669047875	2.6875490196373626	14.282292285452847	0.021577883462265152	0.0008531754146448083	676.12109375		dde728317188828f429934a8c1c1f09121a91541f9c93b4c5f926bd8f5aad539	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083035	completed	23020298_17	3456.0	0.53484375	156831.04520117343	0.717380857990805	1.1991062572841573	14.282478542729601	0.021639780233402753	0.0007061428254389472	616.89453125		9ab44c8822c619458c1866706df8159649cd23abc15dd17890a86f37fafb119c	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083037	completed	23020298_18	12444.0	0.5351796875	186625.51393201077	0.7184895465068548	1.0092281580969127	14.282704311384395	0.02158903923153412	0.000888875265998256	602.890625		c433df5c16f56112b9c2070f6718db17b06ec6cda3b2da9a267dcfba5376a7f3	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083039	completed	23020298_19	11495.0	0.5353789062500001	53093.94171541434	0.7191344151612252	3.5506267953975184	14.28342578998372	0.02176388182319874	0.0007792989731746027	588.92578125		4fe0af1b98d820644b74158030f275c3bdbf267730795b824c0375008aaee493	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083041	completed	23020298_20	19595.0	0.5358906250000001	110449.53123770554	0.7176901895935514	1.7033859261557902	14.282143822432886	0.021655588776602064	0.0007387036339567752	607.87109375		7f653772c25745fcd5610da2e88acb47cacb0c0e1da30d18b38a377a84469b9d	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083043	completed	23020298_21	21519.0	0.53606640625	114601.99634028328	0.7190389835972025	1.6447510631178166	14.282307842379442	0.02161919738159907	0.000744331058438418	589.73046875		d7e458463a00e99b3ba0cc824920631f06f31f692b0f2d39a0dd2eab39fadd1a	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083045	completed	23020298_22	3802.0	0.5359218750000001	116409.27212543505	0.71825772710045	1.6174566696898045	14.282055640402533	0.02149755898069921	0.0008576871297460915	651.75		86037bb8d810ab62f802939aac1199fa1c9c7e46452686b7589bcc54ae71090c	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083047	completed	23020298_23	3891.0	0.5344726562500001	135080.3076429011	0.7182771162234272	1.3939266177350123	14.28280437800413	0.02174488709143303	0.0008143539630477784	632.78125		57c9277038670f4d645bec705796f3e65a49b095bf1f4855267c0229ad4749f4	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083049	completed	23020298_24	13870.0	0.53571484375	144770.69192709934	0.7191524394321417	1.3022076124180655	14.28251651067891	0.021730360005278282	0.0007628093338150989	597.78515625		abe66eec17af89d2cda17becabec65ed87769eb65216323460f3176604357009	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083051	completed	23020298_25	13288.0	0.5362695312500001	119523.00314641588	0.7179342493370189	1.5746103336079627	14.282814347925822	0.021689658257781543	0.0008634804861864559	579.6328125		715ad49bead222a12f0412610194bdaaf5b1d3a77225643775e8f8c4a651fa00	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083053	completed	23020298_26	3776.0	0.53415625	103179.02180525316	0.717378653296806	1.822623498454832	14.282710147672464	0.021710456122488446	0.000916509305592182	583.4609375		91f60f0d59a8674151ff3d14c2b38e644a332af317883e2cec94301c4dd6f88d	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083055	completed	23020298_27	3840.0	0.5350859375	113337.81836072351	0.7186756561974397	1.6622563760545193	14.281925537058278	0.021689128818072494	0.0007904948149068584	574.3515625		dd750358da95dc08218fac88b910dca3ba0cd84b74fbdafa880ddc5f5642e447	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083057	completed	23020298_28	6143.0	0.5349921875	161124.71654451103	0.7195616255822226	1.1707003544953767	14.282745007689229	0.021616559628144186	0.0008518217193711036	618.515625		87d445cf7a003c2cd5b691533b64ff6360950dfb0089dc5307c0ef3de5bc9b86	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083059	completed	23020298_29	2820.0	0.534515625	90091.67244728195	0.7174255814577123	2.0875271433738884	14.282660459958635	0.02180634990492222	0.000839468551586494	625.61328125		d368c5c7604b855cfba3ca4559e5e4631e1eec635977a736857cff5189a22049	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083061	completed	23020298_30	11267.0	0.5372382812500001	127198.78998996611	0.7178654754790266	1.4794490357873575	14.28271327974479	0.02171825162464594	0.0008661390837175572	624.96484375		814533032eebaaf7c720cda49cfef59b41b04cba4f90b22969e3d8e5b6869eaf	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083063	completed	23020298_31	15331.0	0.53526953125	155841.94979133265	0.7182955643577801	1.208255368179937	14.28263089803417	0.02155693088120502	0.0006725178351201338	651.265625		56afc80cd5ea71938b330c4467107888a2af1131b740e944fff227f7ebda8417	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083065	completed	23020298_32	20265.0	0.5337187499999999	101625.92401486282	0.7191089505364158	1.854941035535859	14.281764708240985	0.02149266741477431	0.0005952406025414891	629.76953125		7579953b376ddf5b8ba3c7ab427772378311460486b00e1e56299133472e7409	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083067	completed	23020298_33	6624.0	0.53521484375	95207.70698731074	0.718709477079858	1.9788878770573997	14.282430854707885	0.021496389235155147	0.0008953915346554335	646.98828125		e7bd6ee3ce6b684f3e20f8a10b67c7dfc0a74b3ba28d9ff0e2165d04020ce78f	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083069	completed	23020298_34	8566.0	0.5339765625	98501.586365313	0.7197720067570297	1.9155418699506261	14.28266394017351	0.021696828913009253	0.0006259338179327212	634.6640625		8fd775afbfe9d886313667bf11c9c488b59c7f4596c5dfa1c59d319a85559304	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083071	completed	23020298_35	14647.0	0.5350312500000002	81404.18873463084	0.7182263538373259	2.3128874843787335	14.28288977950747	0.021841274865770054	0.0005833490138606983	633.8203125		032209183ffa993bf4aea253a99eade1cbc21a6840e7f78415fb21dff19572b4	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083073	timed_out	23020298_36	28826.0								590.44921875	Slurm state TIMEOUT (0:0)	f5837c86a15aedb1e0fad9166b4562d4439ad78ed453e2bcb0276739ec8d31f5	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083075	timed_out	23020298_37	28826.0								642.359375	Slurm state TIMEOUT (0:0)	d280f9fdeef148d5a8853b00e95c96218082e5b5d9ed30001bba536a86e42a1e	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083077	timed_out	23020298_38	28826.0								612.7265625	Slurm state TIMEOUT (0:0)	0e005ec8c570bdebd01cf63ba61dbb58227ee7f421cd5e93b5d8dcc2fdf39155	144e08643a679226f2d7e843ac57c97e0984ae0c
10	2026083079	timed_out	23020298_39	28826.0								577.93359375	Slurm state TIMEOUT (0:0)	1ec15b1fb809b3b95c9f571a9d5eb8b417fe79d62b8aa94e745feec829666f1b	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085001	timed_out	23020298_40	28826.0								621.74609375	Slurm state TIMEOUT (0:0)	a3b44a2175b30de31d2b500bc25f8f1a1ab520f91f6e2e0c411ee6e8a95c3868	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085003	completed	23020298_41	3277.0	0.52502734375	62922.59260615593	0.6939106633828456	2.8909253323429707	18.58330576362468	0.026311418233583905	0.0010012000251192418	615.92578125		f2e0a2b15a3f87ad3b3ea6a2a1820947f41a07ac5ccc184bf657e4d5d00b7bd9	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085005	completed	23020298_42	3260.0	0.52349609375	92215.72029273724	0.6945269281710913	1.9743495629651528	18.583419352019835	0.02619399025528487	0.0009249144831866856	650.234375		6dfca682b92b44cdb74928cdcdce8e3859fac9101d921aa6ba1e2e8fe9fd9875	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085007	completed	23020298_43	14663.0	0.52566015625	72049.01880613144	0.6944407531108676	2.5266614285662308	18.583246168877544	0.025923704818614956	0.0010601862507542339	640.28125		05a80f3e94bebd1c0bd48f06d181a16dcf855c78c41a5741cea7c5047f9c83ad	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085009	completed	23020298_44	16270.0	0.5244218749999999	71187.36807563917	0.6936786725677218	2.554437772560678	18.58301612988972	0.02610114056054389	0.0007769474920571003	656.32421875		e0adcff840f23dc7e083bc0c8dc4e7ca0386ef2a0bc4544479fc80a0a1194e63	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085011	completed	23020298_45	14774.0	0.52459375	90140.91029438571	0.6936966493455963	2.0173793880288575	18.582288827672986	0.025967873365233818	0.0009594817979149779	632.2578125		daccf24b2b23f56a401e30507187456e5847a0f172398bf80ef6ccf2de17449c	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085013	completed	23020298_46	17089.0	0.5254179687499999	79660.76036870261	0.6946934119935003	2.2860654223076184	18.582951238805393	0.02592960233264322	0.0009349818770451014	665.54296875		a16bdb144afd54cc3d484edb282ddce42c7f5c490d903d19ac9e7f3054baa0f0	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085015	completed	23020298_47	1874.0	0.5257617187500001	91711.12303217579	0.6934394888964264	1.9821041915874154	18.5836055553019	0.026262978890938867	0.0009248061614090682	626.3359375		83ec9f3cec0117d9bf1a23fdc4de7789225d7853d6917293065f97e0341e08cd	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085017	completed	23020298_48	1915.0	0.5248984375	77960.90423515349	0.6940843852569216	2.3338628364285574	18.582745300959893	0.0261965630044011	0.0007245194663243088	627.453125		ed2673c0009bee81fe26f75c5032ffe47185177ad1122626c909ed0a4063f8d4	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085019	completed	23020298_49	1988.0	0.52511328125	167299.69637297772	0.6951298107363237	1.0892076498418304	18.58307334828718	0.02609531568933741	0.000883759382658902	600.3515625		8dd0bfac1ea31b9aba6937fdfb4f51c5a6c97213b39be7992426715f0e734f96	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085021	completed	23020298_50	2264.0	0.526875	49250.7581227171	0.6940663149715905	3.694264352612872	18.5824262147005	0.025887387273331685	0.0010104317164034793	662.71875		55ddd5352a44d45afd1414d1b2d1f07724f78aa25b4d98ebabd0d98c9aadbd59	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085023	completed	23020298_51	8978.0	0.52505859375	266867.0500974948	0.6942443060869553	0.6819574739870341	18.58256976085739	0.026033225716612617	0.0009860878983766988	629.53515625		a53ebda06cfd667640b64597105bfd20f040c8086d2df9df9b61aace10b2dabe	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085025	completed	23020298_52	9049.0	0.5263046875	94057.60582159167	0.6952428945949414	1.937682250879264	18.58297486039261	0.026077469650132884	0.0008352226562849134	621.4609375		b7c2668d80c8eb1d6e96a120b259b168c3643fe45d1344c1f952a84c6937be58	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085027	completed	23020298_53	8658.0	0.52469140625	86489.68683649016	0.6951570614898097	2.106970893208287	18.582681763433428	0.026032629376675817	0.0007804606614912031	647.76171875		d41ea3972c37dc70afddc0940efcb5e9d84d7e8d2de70468d01b6808d990d123	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085029	completed	23020298_54	11996.0	0.5258984375000001	80539.83018948791	0.6954531273376308	2.2635864041912384	18.583074871495377	0.026015289296174957	0.0007165544239753438	625.55078125		33484430a1e48e92a10e1a5c8aff3b51f821aa73267e568533134d938b10a531	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085031	completed	23020298_55	20360.0	0.52674609375	211608.15087592968	0.6944524430423515	0.8603002317034183	18.582300370872307	0.025996054025211678	0.000836823864409677	624.484375		b4f88753fc5afe0dd67a58101b3dd5242e9cb578be5d190039a603607205ac9b	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085033	completed	23020298_56	20592.0	0.5256367187500001	87768.65511022242	0.6947493717366111	2.0750503591037726	18.582825136773376	0.02610851725536521	0.0008332173671563914	629.8671875		cf1f5172d1e3c1164a939f09c939e035bb3ba2a5779c830817ca3ee00d71b79f	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085035	completed	23020298_57	25500.0	0.5262187500000001	166536.45463521677	0.6939497872330362	1.0923420546143192	18.58288814300516	0.026034580053987764	0.0009235719294738182	634.57421875		d818cde02d6ad89cf0290866b5bee611a044061e7c46e76718be664e3fe788d2	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085037	timed_out	23020298_58	28826.0								644.9609375	Slurm state TIMEOUT (0:0)	e7b8ccf3004b5e00e37068030fe4b3af038ace63ede312d42f7bd2405d2eac21	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085039	completed	23020298_59	7468.0	0.5257460937499999	204451.93295796463	0.6946853525921217	0.8907110558223508	18.583031412604427	0.02608268057276929	0.0006843438191358608	625.98046875		c64a8307526985cfa5d0f46442bf456e3882e5f8c1cc8b3ea4906b3aa68cb41a	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085041	completed	23020298_60	7813.0	0.52664453125	102219.98700666815	0.6940337129436621	1.7798551826663314	18.5827283965386	0.026049002218805916	0.0008703609127639916	624.33203125		ce3c28bac6f867273b3178c438f591d6a21c6ff1cd8ff090dfa71b23561a6405	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085043	completed	23020298_61	6964.0	0.52663671875	98119.58451834058	0.6940754639569314	1.8543466048769912	18.58258510743068	0.0260027954265529	0.0008960468177369597	616.203125		1b30559102b638b2733ef224be92185cdae700be7ce59aa1765321599d9eabde	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085045	completed	23020298_62	7223.0	0.5264609375	98609.11689275096	0.6940470667484496	1.845065446266871	18.582784558571703	0.025842022714717083	0.0009433046990387486	625.296875		d5ad4634db6c0e2f82578a145bcaf2c1ddce4fda0282331193b8ca74282021f8	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085047	timed_out	23020298_63	28826.0								602.44921875	Slurm state TIMEOUT (0:0)	1e8355c2451adc436d91e3d8c0f9019b57226b45366b51d07ad71c9483f02d4e	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085049	timed_out	23020298_64	28826.0								600.45703125	Slurm state TIMEOUT (0:0)	8f714152500f5d92c93b9d958fb4a19f59fbffd223786f7886cdf535d31797ab	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085051	timed_out	23020298_65	28826.0								606.1875	Slurm state TIMEOUT (0:0)	6e5a7334f3e0c3d2a113dc6fd12480c63929c9c7727d7de3b24ce43d874f81de	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085053	timed_out	23020298_66	28826.0								585.60546875	Slurm state TIMEOUT (0:0)	3baa44d4d5864b2bbbbbdb1268dcd4f0212597de9e9ddac80d3dbb3a97c15ee2	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085055	timed_out	23020298_67	28826.0								612.43359375	Slurm state TIMEOUT (0:0)	a698f61a9d3e9f7c7bcb3f7a580668b81654b97c3a0ba25afa1ac9f0f560092c	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085057	completed	23020298_68	4843.0	0.52586328125	62873.79115445055	0.6949129328600585	2.8973480448183917	18.582715778517432	0.02595687081241217	0.0008854192522820233	611.80078125		a23884d6404bb5d1cf6c5296735975af8ca68e43fc9cd5c183a366ca8474bbb0	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085059	completed	23020298_69	5362.0	0.5255117187500001	98689.04354508256	0.6937604866664142	1.842809925841483	18.58225655642218	0.02600137692696882	0.0008266171896555651	639.33203125		5dc9cd6aa9c3c7d57faecee14b83687a1a247b3aae4d3b6ab04c921d7e9983ff	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085061	completed	23020298_70	4703.0	0.5270742187499999	134997.38127997066	0.695088116468311	1.3497534357764878	18.58261739596253	0.02596523847868232	0.0007867751746159215	619.6875		ed16e82987672d6fc114038567413089080f823beb4fac0da54a952b766bb15c	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085063	completed	23020298_71	7823.0	0.5264375	138714.35202055873	0.6944127056331498	1.3123092286695541	18.583005583922464	0.02597544431404525	0.0008215382831429007	632.19140625		68d24b695623100febc8f72839d79fa83f4c81f4d03cdcec854215563e479741	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085065	completed	23020298_72	3859.0	0.5257734374999999	108993.53708556206	0.6952581089766575	1.6721885223020243	18.582685716312916	0.025867989504968984	0.0009177424442044438	630.4375		3cc43f21694e0e416fb1920252c6c8b67ab5a6b5c506d1d04d83c07f212eb1f3	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085067	timed_out	23020298_73	28826.0								634.52734375	Slurm state TIMEOUT (0:0)	4142dd0f4f0b15609c32abdfced154af3feadefee060c60a2dc963edff9cbb90	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085069	completed	23020298_74	17513.0	0.52548828125	169007.76510320755	0.6952269253051968	1.0783502580246038	18.582570333149913	0.026005809740077365	0.0009709604232189408	640.3046875		8c90d6f07b13043cf7130ac28d93e996607c776595f7255aac4b4277c939b675	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085071	completed	23020298_75	11589.0	0.52423046875	68121.74021668285	0.69469934779011	2.6733208113566653	18.582506860016046	0.026163600228983775	0.0008903867594791556	629.99609375		546baab1bedce5fb64e39bb41e246d79c9bef41bc2d18f9ef8868632458f0198	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085073	completed	23020298_76	3954.0	0.5222734375000001	100197.0549425721	0.6942787473401837	1.8164307129292265	18.583647146614517	0.02625398833154558	0.0008842808743064908	607.4921875		e19931c9b7fa0ff142ecf9fa694d2cb8e92b9ab7f826151de5bf96f7b552fc7f	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085075	completed	23020298_77	3980.0	0.5250625	158176.82851715942	0.694747718466323	1.1513945981656757	18.582972264774302	0.025905032361334727	0.0008842353562257754	627.52734375		f0624bc249738fda1adebf7b2a0e6350cc4b7836082aad6510c59d4c20f5a1fb	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085077	completed	23020298_78	3390.0	0.52534375	114722.88790021463	0.6960619982069685	1.590515021001543	18.58223384602894	0.02593497700331933	0.0010589827988695623	620.0546875		a201f6537bc57733900ce7e60b90a084a3c386cad5ae0d818bc86edca7bfb55c	144e08643a679226f2d7e843ac57c97e0984ae0c
12	2026085079	completed	23020298_79	5816.0	0.5239101562499999	128570.31830556714	0.6937845517824589	1.4145679962479007	18.582487390937526	0.02613437629301811	0.0011300916326358848	628.0078125		352edfe610980e96dcd073d7120e1667f19f564e1177d180c43764aa614d7767	144e08643a679226f2d7e843ac57c97e0984ae0c
