epsilon,perturbation_seed,k,generator_dimension,minimum_coverage,mean_coverage,uncovered_weight,largest_angle_degrees,covered_90,covered_95,covered_99
0.02,113,17,15,0.9992444885181303,0.9999108179660373,0.001337730509442081,1.5750627758866853,15,15,15
0.02,113,18,15,0.9992693927637943,0.9999136957483272,0.0012945637750930716,1.548879081292965,15,15,15
0.02,113,19,15,0.9994364348545489,0.9999273435688376,0.0010898464674337083,1.360302498933487,15,15,15
0.02,113,20,15,0.9995226430764941,0.9999335908016129,0.0009961379758059996,1.2519264171006148,15,15,15
0.02,113,21,15,0.9995540868665449,0.9999379496159329,0.0009307557610079842,1.2099851654499116,15,15,15
0.02,113,22,15,0.9995715631694194,0.9999406248361845,0.0008906274572320072,1.1860337498724272,15,15,15
0.02,113,23,15,0.9995952157816648,0.9999424900217768,0.0008626496733484812,1.1528258920068377,15,15,15
0.02,113,24,15,0.9996240735263803,0.9999458763351607,0.0008118549725890656,1.1109673661246817,15,15,15
0.02,113,25,15,0.9996537906067514,0.9999494303736319,0.0007585443955225868,1.0661470718915844,15,15,15
0.02,113,26,15,0.9997053549674015,0.9999538517700255,0.0006922234496177238,0.9835433893074171,15,15,15
0.02,113,27,15,0.9997255625791873,0.9999554811908367,0.0006677821374488913,0.9492140620670698,15,15,15
0.02,113,28,15,0.999726853014332,0.9999573115633267,0.0006403265500982691,0.9469795739796214,15,15,15
0.02,113,29,15,0.9997349646556396,0.9999594344875067,0.0006084826873989924,0.9328111212008006,15,15,15
0.02,113,30,15,0.9997519107734113,0.9999629769710567,0.0005553454341488129,0.9024944585271173,15,15,15
0.02,113,31,15,0.9997520616802099,0.9999642321410185,0.0005365178847221985,0.9022199110796799,15,15,15
0.02,113,32,15,0.9997540210336201,0.9999652162052713,0.0005217569209292616,0.898647612212155,15,15,15
0.02,113,33,15,0.9997573614107103,0.9999674402474311,0.0004883962885333659,0.8925244721760106,15,15,15
0.02,113,34,15,0.9997800161470723,0.999978511576585,0.0003223263512214247,0.8498337192296819,15,15,15
0.02,113,35,15,0.9999354976708613,0.9999920885193042,0.00011867221043770915,0.4601665009582552,15,15,15
0.02,113,36,15,0.999956528426688,0.9999940136520133,8.979521979957106e-05,0.3777708629399329,15,15,15
0.02,113,37,15,0.9999566223936143,0.9999943562982886,8.465552567138435e-05,0.3773623467351194,15,15,15
0.02,113,38,15,0.9999642205262986,0.9999963443520207,5.4834719689589306e-05,0.34272216786285453,15,15,15
0.02,113,39,15,0.9999709817473064,0.9999980654498202,2.9018252699186675e-05,0.3086457932033358,15,15,15
0.02,113,40,15,0.9999999999999978,0.9999999999999999,6.217248937900877e-15,2.699869328381916e-06,15,15,15
0.03,113,15,15,0.998208037830241,0.9997895972339698,0.003156041490454453,2.4261455004898154,15,15,15
0.03,113,16,15,0.9982535231764178,0.9997959401901026,0.00306089714846014,2.3951379996162583,15,15,15
0.03,113,17,15,0.9982918981206748,0.999798877952287,0.0030168307156961394,2.3686627576221975,15,15,15
0.03,113,18,15,0.9983487982276906,0.9998054251157549,0.0029186232636739806,2.328854177811346,15,15,15
0.03,113,19,15,0.9987293042722641,0.9998363769609161,0.0024543455862593433,2.042845095138509,15,15,15
0.03,113,20,15,0.9989244659087168,0.999850521086082,0.002242183708768497,1.879371355623668,15,15,15
0.03,113,21,15,0.9989965197733771,0.9998603397777273,0.002094903334091347,1.8153054147492484,15,15,15
0.03,113,22,15,0.9990363561074093,0.9998663749406542,0.002004375890185761,1.77889655707064,15,15,15
0.03,113,23,15,0.9990897668864064,0.9998705904837578,0.0019411427436341055,1.728880017232044,15,15,15
0.03,113,24,15,0.9991532395715275,0.9998781513527184,0.001827729709221737,1.6674937661931912,15,15,15
0.03,113,25,15,0.9992212120291035,0.9998861542155192,0.001707686767211336,1.599147916142819,15,15,15
0.03,113,26,15,0.9993387074156933,0.9998960928512145,0.001558607231783915,1.4735583450229293,15,15,15
0.03,113,27,15,0.9993846179074148,0.999899782685434,0.0015032597184889696,1.4214762648493005,15,15,15
0.03,113,28,15,0.9993878636509825,0.9999038811238187,0.0014417831427229189,1.4177218563585203,15,15,15
0.03,113,29,15,0.999402025552957,0.9999086592274272,0.0013701115885921267,1.4012229366469227,15,15,15
0.03,113,30,15,0.9994373649808087,0.9999166376955757,0.001250434566363312,1.3591792808310252,15,15,15
0.03,113,31,15,0.9994377050956164,0.9999194562265468,0.0012081566017975165,1.3587683273938151,15,15,15
0.03,113,32,15,0.9994423260796879,0.9999216556230741,0.0011751656538891986,1.3531725336794016,15,15,15
0.03,113,33,15,0.9994493735612308,0.999926676907996,0.0010998463800628855,1.3445935586335946,15,15,15
0.03,113,34,15,0.999506014984804,0.9999516617923591,0.0007250731146152267,1.2735478946019125,15,15,15
0.03,113,35,15,0.9998532214808447,0.9999821634908322,0.0002675476375175734,0.6941678697750743,15,15,15
0.03,113,36,15,0.9999010798319757,0.9999865182954498,0.00020222556825022497,0.5698653033286646,15,15,15
0.03,113,37,15,0.9999012730758877,0.999987293432218,0.00019059851672786898,0.5693083872546917,15,15,15
0.03,113,38,15,0.9999194549613767,0.9999917793179371,0.00012331023094447335,0.5142186924177603,15,15,15
0.03,113,39,15,0.9999343804931548,0.9999956253662099,6.561950685168849e-05,0.4641345125656144,15,15,15
0.03,113,40,15,0.9999999999999984,0.9999999999999993,8.659739592076221e-15,2.2588727439225506e-06,15,15,15
0.05,113,15,15,0.9949770523004613,0.9994129587888196,0.008805618167705864,4.064117026998756,15,15,15
0.05,113,16,15,0.9951058433506617,0.9994307302520765,0.008539046218849933,4.011589202039729,15,15,15
0.05,113,17,15,0.9952132715097046,0.9994390024637563,0.008414963043657075,3.9672458480205983,15,15,15
0.05,113,18,15,0.9953760894057312,0.9994575846817608,0.008136229773587078,3.8990841228513116,15,15,15
0.05,113,19,15,0.9964578461284088,0.9995448590458671,0.006827114311998561,3.412031777346136,15,15,15
0.05,113,20,15,0.9970062488825139,0.9995846138031076,0.006230792953386244,3.1365153119800935,15,15,15
0.05,113,21,15,0.9972132129857189,0.9996119316425359,0.0058210253619588315,3.0260523872790968,15,15,15
0.05,113,22,15,0.9973265286355512,0.9996287785358988,0.005568321961519351,2.963835551000265,15,15,15
0.05,113,23,15,0.9974757322765702,0.9996405855476758,0.0053912167848635395,2.879872239407235,15,15,15
0.05,113,24,15,0.9976440643635223,0.9996612604259576,0.0050810936106352456,2.7821146230957168,15,15,15
0.05,113,25,15,0.9978384270465398,0.999683517515675,0.004747237264876136,2.664797211611431,15,15,15
0.05,113,26,15,0.9981727878507323,0.9997110496087218,0.004334255869173798,2.4499062534660965,15,15,15
0.05,113,27,15,0.9983026671336549,0.9997214262549409,0.0041786061758880555,2.361179893633878,15,15,15
0.05,113,28,15,0.9983131652865542,0.9997327151859979,0.0040092722100295575,2.353862391422513,15,15,15
0.05,113,29,15,0.9983269936830473,0.9997459919459684,0.0038101208104753814,2.344188836346847,15,15,15
0.05,113,30,15,0.9984128730538452,0.9997681780776181,0.0034773288357290433,2.283197141091723,15,15,15
0.05,113,31,15,0.9984138636385994,0.9997759736944523,0.003360394583216575,2.2824841386276584,15,15,15
0.05,113,32,15,0.9984272690533996,0.999782000188905,0.0032699971664239547,2.2728132492135757,15,15,15
0.05,113,33,15,0.9984450203222415,0.9997960460068682,0.0030593098969757815,2.2599436402044604,15,15,15
0.05,113,34,15,0.9986335091587427,0.9998658172880597,0.0020127406791027314,2.11848285960576,15,15,15
0.05,113,35,15,0.999583184815007,0.9999502561657617,0.0007461575135766507,1.1698348990460943,15,15,15
0.05,113,36,15,0.9997189440292144,0.9999624768371095,0.0005628474433601038,0.9605929301972317,15,15,15
0.05,113,37,15,0.9997194026393383,0.999964653616951,0.0005301957457336526,0.9598088181469024,15,15,15
0.05,113,38,15,0.9997757772852681,0.9999771788990657,0.0003423165140173934,0.8579829681207676,15,15,15
0.05,113,39,15,0.9998158504025838,0.9999877233601719,0.00018414959742241166,0.7775375098506203,15,15,15
0.05,113,40,15,0.9999999999999982,0.9999999999999996,8.215650382226158e-15,2.4148365394514667e-06,15,15,15
0.075,113,15,15,0.9885877197256617,0.9986730044085335,0.019904933871996988,6.13251153530254,15,15,14
0.075,113,16,15,0.9888843197193468,0.9987134353063551,0.019298470404672474,6.051994644506124,15,15,14
0.075,113,17,15,0.9891279429477259,0.9987323393335374,0.019014909996939888,5.9850611988255435,15,15,14
0.075,113,18,15,0.9895074316909287,0.9987752364826553,0.018371452760169937,5.8793044689640634,15,15,14
0.075,113,19,15,0.9920061041250228,0.9989749725845075,0.01537541123238717,5.129584600669865,15,15,15
0.075,113,20,15,0.9932561345194841,0.9990656256317023,0.014015615524465064,4.710493736433937,15,15,15
0.075,113,21,15,0.9937389777719998,0.9991271269410876,0.013093095883687678,4.5383656880108285,15,15,15
0.075,113,22,15,0.9940005305949838,0.999165235761794,0.01252146357309114,4.442365302752479,15,15,15
0.075,113,23,15,0.9943376647213914,0.9991920413630404,0.012119379554392573,4.31550009132303,15,15,15
0.075,113,24,15,0.9946944932710168,0.999237623059497,0.011435654107542326,4.1770612340222195,15,15,15
0.075,113,25,15,0.9951447270007023,0.9992877384189699,0.010683923715452903,3.995595572381073,15,15,15
0.075,113,26,15,0.9959182998930618,0.9993493772038294,0.009759341942556898,3.6630181054456896,15,15,15
0.075,113,27,15,0.9961917950990926,0.9993730627660287,0.009404058509571156,3.5380080684173674,15,15,15
0.075,113,28,15,0.996191847260369,0.9993982514728456,0.009026227907319107,3.537983807305824,15,15,15
0.075,113,29,15,0.9961948081518738,0.999428117500674,0.008578237489890506,3.536606374002821,15,15,15
0.075,113,30,15,0.9963635456827158,0.9994780152795887,0.007829770806170533,3.45720607515861,15,15,15
0.075,113,31,15,0.9963660234342272,0.9994954503927714,0.0075682441084300445,3.456026634402916,15,15,15
0.075,113,32,15,0.996396032270797,0.9995087725266962,0.0073684120995560765,3.441710117152125,15,15,15
0.075,113,33,15,0.9964330191464145,0.9995406583855694,0.0068901242164598475,3.4239825804613253,15,15,15
0.075,113,34,15,0.9969424787402079,0.9996984780632615,0.004522829051076815,3.1697786394505245,15,15,15
0.075,113,35,15,0.99903697812966,0.9998875273551673,0.0016870896724886508,1.7783221501596864,15,15,15
0.075,113,36,15,0.9993496694353738,0.9999153478370797,0.0012697824438050453,1.461291301100514,15,15,15
0.075,113,37,15,0.9993505533783306,0.9999203135747006,0.0011952963794907845,1.4602976392605167,15,15,15
0.075,113,38,15,0.9994931052197499,0.9999486476560144,0.0007702851597806148,1.2900847427152153,15,15,15
0.075,113,39,15,0.9995802367318086,0.9999720157821204,0.0004197632681982588,1.1739652366964073,15,15,15
0.075,113,40,15,0.9999999999999984,0.9999999999999993,8.659739592076221e-15,2.2588727439225506e-06,15,15,15
0.1,113,15,15,0.979550930780848,0.9976324391232158,0.035513413151762374,8.221494732340478,15,15,14
0.1,113,16,15,0.9800900786538188,0.9977051326708067,0.034423009937896376,8.111649381363527,15,15,14
0.1,113,17,15,0.9805256674171102,0.9977392080085594,0.03391187987160993,8.021834500046259,15,15,14
0.1,113,18,15,0.9812230194901258,0.9978173377470974,0.032739933793537124,7.875970645229101,15,15,14
0.1,113,19,15,0.9857694303412766,0.9981777974070879,0.027333038893678774,6.851240854246374,15,15,14
0.1,113,20,15,0.9880169508563932,0.9983408680984182,0.024886978523726566,6.284597972994894,15,15,14
0.1,113,21,15,0.9889017393675189,0.9984500882306157,0.023248676540765678,6.047232971338406,15,15,14
0.1,113,22,15,0.9893766313711533,0.9985181343945875,0.022227984081186425,5.915966637790664,15,15,14
0.1,113,23,15,0.9899767066411743,0.9985661454242062,0.021507818636906317,5.745873289083792,15,15,14
0.1,113,24,15,0.9905731445510331,0.9986454824968176,0.020317762547734874,5.571739016768077,15,15,15
0.1,113,25,15,0.9913909727501614,0.9987345525716422,0.018981711425368197,5.323837515334892,15,15,15
0.1,113,26,15,0.9928008904984018,0.9988433892234929,0.01734916164760869,4.867259394388579,15,15,15
0.1,113,27,15,0.9931270428750034,0.9988860550263597,0.016709174604603194,4.755467187917683,15,15,15
0.1,113,28,15,0.993130621946434,0.998930559598558,0.01604160602162874,4.754225978847264,15,15,15
0.1,113,29,15,0.9931579246578168,0.9989836036574193,0.015245945138712469,4.744746909298334,15,15,15
0.1,113,30,15,0.9934263277982632,0.9990720935247939,0.013918597128090515,4.650542565668166,15,15,15
0.1,113,31,15,0.993431336587448,0.9991028822489968,0.013456766265049436,4.648766595205241,15,15,15
0.1,113,32,15,0.9934822852678521,0.9991261373323697,0.013107940014454145,4.630663319509413,15,15,15
0.1,113,33,15,0.9935454985058068,0.9991833373140556,0.012249940289165373,4.60810416113315,15,15,15
0.1,113,34,15,0.9945971344176966,0.9994649524472901,0.008025713290648717,4.2152813143575685,15,15,15
0.1,113,35,15,0.9982443254849676,0.9997991070566085,0.0030133941508736495,2.4014403125670687,15,15,15
0.1,113,36,15,0.9988117612386727,0.9998490866955104,0.002263699567341737,1.9754249521049403,15,15,15
0.1,113,37,15,0.9988131709612398,0.9998580384115118,0.002129423827320287,1.9742523212353544,15,15,15
0.1,113,38,15,0.9990927591546434,0.9999086170636796,0.0013707440448074149,1.7260350869687862,15,15,15
0.1,113,39,15,0.9992439180371709,0.9999495945358106,0.0007560819628397164,1.575657472516595,15,15,15
0.1,113,40,15,0.9999999999999982,0.999999999999999,1.199040866595169e-14,2.4148365394514667e-06,15,15,15
0.125,113,15,15,0.9678587327724419,0.9962917386660147,0.055623920009779226,10.32781634807358,15,15,13
0.125,113,16,15,0.9687189678007823,0.9964066208747275,0.053900686879087445,10.187175628223887,15,15,13
0.125,113,17,15,0.9694019136267149,0.9964605084574837,0.053092373137745286,10.074182280314393,15,15,13
0.125,113,18,15,0.9705256166253539,0.9965853790114949,0.051219314827577245,9.885573329503156,15,15,13
0.125,113,19,15,0.9777743855620001,0.997155930099993,0.04266104850010577,8.57376424329429,15,15,13
0.125,113,20,15,0.9813196655426509,0.997413307024024,0.038800394639639135,7.855547189309652,15,15,13
0.125,113,21,15,0.9827367536638503,0.9975834918411212,0.03624762238318424,7.549903615657263,15,15,13
0.125,113,22,15,0.9834913638195709,0.9976901673801757,0.034647489297363165,7.382109201754296,15,15,13
0.125,113,23,15,0.9844273641269221,0.9977656273923845,0.03351558911423358,7.168649946546759,15,15,13
0.125,113,24,15,0.9853015869952285,0.9978868900466508,0.03169664930023752,6.963499406332629,15,15,13
0.125,113,25,15,0.9865976548981492,0.9980258650528443,0.029612024207333887,6.6479528031392725,15,15,13
0.125,113,26,15,0.9888471155104589,0.9981944534529837,0.027083198205243297,6.062152103670947,15,15,13
0.125,113,27,15,0.989113356510944,0.9982619160045736,0.026071259931398028,5.989089442752289,15,15,13
0.125,113,28,15,0.989123615317165,0.9983311593164533,0.025032610253200138,5.986256611848083,15,15,13
0.125,113,29,15,0.9891920985452162,0.9984138952898163,0.02379157065275639,5.967311942566193,15,15,14
0.125,113,30,15,0.9895724147878422,0.998551532004125,0.021727019938124648,5.861006222809575,15,15,14
0.125,113,31,15,0.9895813732027495,0.9985992847345805,0.021010728981294968,5.858479250580665,15,15,14
0.125,113,32,15,0.9896552392223668,0.998634944720474,0.020475829192889927,5.837602156496742,15,15,14
0.125,113,33,15,0.9897528562813241,0.9987251341925513,0.019122987111732104,5.809898720674573,15,15,14
0.125,113,34,15,0.9916132837965764,0.9991660612348868,0.012509081476698491,5.25445324824898,15,15,15
0.125,113,35,15,0.9971909519421136,0.9996847200675885,0.004729198986173855,3.0381257978922784,15,15,15
0.125,113,36,15,0.9980935570745193,0.9997635324365571,0.0035470134516414342,2.5024915858700276,15,15,15
0.125,113,37,15,0.9980956226894375,0.9997777170386954,0.0033342444195658683,2.5011346418550002,15,15,15
0.125,113,38,15,0.9985703965811938,0.9998569605288874,0.0021455920666890727,2.1668754734096476,15,15,15
0.125,113,39,15,0.998803182673231,0.9999202121782153,0.0011968173267741244,1.982545818138767,15,15,15
0.125,113,40,15,0.9999999999999978,0.9999999999999998,7.105427357601002e-15,2.699869328381916e-06,15,15,15
0.15,113,15,15,0.9535377756181223,0.9946538623123392,0.08019206531491085,12.447854007200123,15,15,13
0.15,113,16,15,0.9548007097723155,0.9948211715831689,0.07768242625246757,12.274835674757538,15,15,13
0.15,113,17,15,0.9557851652706671,0.9948995627070597,0.07650655939410522,12.138365180401921,15,15,13
0.15,113,18,15,0.957449889681122,0.9950831797655575,0.0737523035166382,11.904250799754106,15,15,13
0.15,113,19,15,0.9680694257651443,0.9959136719574855,0.061294920637718464,10.293539957914183,15,15,13
0.15,113,20,15,0.9732136246984696,0.9962873694983494,0.05568945752476062,9.419715771305954,15,15,13
0.15,113,21,15,0.975294384147989,0.9965313286895126,0.05203006965731183,9.043262767153779,15,15,13
0.15,113,22,15,0.9763949459868535,0.9966852776877473,0.049720834683792514,8.837892324235545,15,15,13
0.15,113,23,15,0.9777366180702215,0.9967944066560013,0.04808390015997965,8.581100666535168,15,15,13
0.15,113,24,15,0.9789144091595137,0.9969650635604879,0.04552404659268272,8.349369569549738,15,15,13
0.15,113,25,15,0.9807935975020184,0.9971646490269966,0.042530264595049494,7.966099862762489,15,15,13
0.15,113,26,15,0.9840492346536868,0.9974048614021317,0.03892707896802494,7.255623903527066,15,15,13
0.15,113,27,15,0.9841338633224603,0.9975030371212317,0.037454443181527686,7.236247247598247,15,15,13
0.15,113,28,15,0.9841559679970008,0.9976024862956067,0.03596270556589776,7.23117777263055,15,15,13
0.15,113,29,15,0.9842821544719027,0.99772131625171,0.03418025622434817,7.202171361351,15,15,13
0.15,113,30,15,0.9847817840428706,0.9979181851055642,0.03122722341653905,7.08618087672006,15,15,13
0.15,113,31,15,0.9847965323246998,0.9979863946820186,0.030204079769721948,7.082728757203303,15,15,13
0.15,113,32,15,0.9848929429019593,0.9980367691029481,0.02944846345577745,7.060121272302562,15,15,13
0.15,113,33,15,0.9850348066479453,0.9981678219654762,0.02748267051785691,7.026725834741841,15,15,13
0.15,113,34,15,0.9880092920510565,0.9988029463005627,0.017955805491560062,6.286614106396997,15,15,14
0.15,113,35,15,0.9958644518988198,0.9995441739553681,0.006837390669478416,3.6871343845876465,15,15,15
0.15,113,36,15,0.9971842388250082,0.9996585514879961,0.0051217276800590295,3.041757327609137,15,15,15
0.15,113,37,15,0.9971871455149286,0.9996792673951489,0.00481098907276567,3.040185454309089,15,15,15
0.15,113,38,15,0.9979209671582695,0.9997935172988742,0.00309724051688709,2.6133880900277004,15,15,15
0.15,113,39,15,0.9982545928031372,0.9998836395202088,0.0017454071968692197,2.3944040108123352,15,15,15
0.15,113,40,15,0.9999999999999982,0.9999999999999997,6.217248937900877e-15,2.4148365394514667e-06,15,15,15
0.175,113,15,15,0.9366510929336163,0.9927244260262831,0.10913360960575447,14.577663840248466,15,14,13
0.175,113,16,15,0.9384004540728395,0.9929546897669178,0.10567965349623287,14.370582829416241,15,14,13
0.175,113,17,15,0.9397384242610818,0.9930622710011875,0.10406593498219119,14.210339883228245,15,14,13
0.175,113,18,15,0.942063641887606,0.9933170254988225,0.1002446175176599,13.927842427432974,15,14,13
0.175,113,19,15,0.9567256195730194,0.9944571177846718,0.08314323322992101,12.00663441411956,15,15,13
0.175,113,20,15,0.9637669478414016,0.9949690102930637,0.07546484560404387,10.9731997139268,15,15,13
0.175,113,21,15,0.9666406181453197,0.9952989738539393,0.07051539219091019,10.523891278568838,15,15,13
0.175,113,22,15,0.9681518239940485,0.9955087234389034,0.06736914841644615,10.280105346647806,15,15,13
0.175,113,23,15,0.9699645460554531,0.9956576565146348,0.0651351522804785,9.980174116389609,15,15,13
0.175,113,24,15,0.971459631332341,0.9958844536566557,0.061733195150163844,9.726133078900656,15,15,13
0.175,113,25,15,0.9740160952905202,0.9961550032598626,0.057674951102062555,9.27627890072157,15,15,13
0.175,113,26,15,0.9781667848235498,0.9964778954422688,0.052831568365964254,8.497176250927971,15,15,13
0.175,113,27,15,0.978180309713209,0.9966127506152332,0.05080874077150155,8.494524535985313,15,15,13
0.175,113,28,15,0.9782218395960565,0.9967479381778582,0.04878092733212591,8.486377084530682,15,15,13
0.175,113,29,15,0.9784227706318741,0.9969091122204248,0.046363316693629475,8.446850136574994,15,15,13
0.175,113,30,15,0.9790439534068296,0.9971746890522978,0.04237966421553507,8.323499372574727,15,15,13
0.175,113,31,15,0.9790667867577691,0.9972667181087266,0.04099922836910219,8.318931412158243,15,15,13
0.175,113,32,15,0.9791832213288928,0.9973339613601986,0.03999057959701935,8.295599908425103,15,15,13
0.175,113,33,15,0.9793812456592627,0.9975139420425244,0.037290869362132884,8.25577204508394,15,15,13
0.175,113,34,15,0.9838064167779421,0.9983771077748211,0.02434338337768205,7.310940750694341,15,15,14
0.175,113,35,15,0.994254695355328,0.9993773824702575,0.009339262946138294,4.347062670113212,15,15,15
0.175,113,36,15,0.9960741890484218,0.9995340573735637,0.006989139396543775,3.5922941670399635,15,15,15
0.175,113,37,15,0.996078200101983,0.9995626558635381,0.006560162046929996,3.590456143369162,15,15,15
0.175,113,38,15,0.9971390472292314,0.9997181074445801,0.004228388331297572,3.066092669849248,15,15,15
0.175,113,39,15,0.9975951889569893,0.999839679263799,0.0024048110430151537,2.810847803610132,15,15,15
0.175,113,40,15,0.9999999999999987,0.9999999999999998,6.217248937900877e-15,2.091309789151873e-06,15,15,15
0.2,113,15,15,0.9172986239539836,0.990511787320802,0.1423231901879698,16.713037921110423,15,14,12
0.2,113,16,15,0.9196190924023427,0.9908157868555016,0.1377631971674752,16.47011948062381,15,14,13
0.2,113,17,15,0.9213595029608727,0.9909571827152099,0.13564225927184936,16.28581819847855,15,14,13
0.2,113,18,15,0.9244678636715563,0.9912957218037824,0.13056417294326428,15.95194938545409,15,14,13
