eta,p_parallel,seed,initial_infidelity,nonlinear_channel_error,quadratic_infidelity,quadratic_absolute_residual,quadratic_relative_residual,success,cycles,steps,final_infidelity,improvement_factor
0.03,0.0,0,6.363575529222399e-06,1.3317852686390937e-07,2.635663971991587e-20,1.33178526863883e-07,0.999999999999802,True,0,0,6.363575529222399e-06,1.0
0.03,0.0,1,6.872234274035716e-06,2.8800757828062016e-08,-7.750823772620389e-22,2.880075782806279e-08,1.0000000000000269,True,0,0,6.872234274035716e-06,1.0
0.03,0.0,2,8.346201791498143e-06,1.4200506038641075e-07,1.5420559305052366e-20,1.4200506038639532e-07,0.9999999999998913,True,0,0,8.346201791498143e-06,1.0
0.03,0.0,3,7.360882352480669e-06,3.37169599854905e-08,-1.6470620816392261e-21,3.371695998549215e-08,1.0000000000000488,True,0,0,7.360882352480669e-06,1.0
0.03,0.0,4,5.790595896948414e-06,1.8156512863502035e-07,1.0529373676771072e-20,1.8156512863500981e-07,0.9999999999999419,True,0,0,5.790595896948414e-06,1.0
0.03,0.0,5,7.365323122365819e-06,5.3192758118484233e-08,-1.9542196807111382e-20,5.3192758118503775e-08,1.0000000000003673,True,0,0,7.365323122365819e-06,1.0
0.03,0.0,6,1.0603591912905497e-05,5.657477353723207e-07,-3.486983311356756e-20,5.657477353723556e-07,1.0000000000000615,True,1,1,9.627380472687631e-06,1.1013994869099986
0.03,0.0,7,6.6962955787786e-06,3.30614072677182e-08,6.053207623298713e-21,3.306140726771214e-08,0.9999999999998168,True,0,0,6.6962955787786e-06,1.0
0.03,0.0,8,7.450443437073684e-06,4.2190092235646696e-08,4.422786870736208e-20,4.2190092235602465e-08,0.9999999999989516,True,0,0,7.450443437073684e-06,1.0
0.03,0.0,9,7.934622237948386e-06,6.960684971634722e-08,3.0955743384038707e-21,6.960684971634412e-08,0.9999999999999555,True,0,0,7.934622237948386e-06,1.0
0.03,0.5,0,0.0021243535435864105,0.0021308497023272413,0.002156179878785906,-2.5330176458664578e-05,0.01188735950311269,True,2,8,8.287635019621487e-06,256.32807653291593
0.03,0.5,1,0.0019357664654632402,0.00214493709358018,0.0020935425825604494,5.139451101973062e-05,0.023960847697377673,True,2,8,8.48315779554687e-06,228.1893738295658
0.03,0.5,2,0.0016677155893483843,0.0017045575191560116,0.0016573345545663242,4.72229645896874e-05,0.027703943140076143,True,2,8,8.101692934425753e-06,205.847790436727
0.03,0.5,3,0.0030023459193356476,0.0029633923842291034,0.0029496879743125034,1.370440991660003e-05,0.0046245681096886175,True,2,8,8.647834567321323e-06,347.1789262344351
0.03,0.5,4,0.001316089169087975,0.0013662544749447347,0.001351879490966729,1.4374983978005787e-05,0.010521454269042564,True,2,8,8.710723413807298e-06,151.08838916890102
0.03,0.5,5,0.0026740813194705893,0.002449710588831907,0.002463154602290304,-1.3444013458396766e-05,0.005488000713099444,True,2,8,8.005653300224846e-06,334.0241226028968
0.03,0.5,6,0.0021003029251040473,0.002247617461899893,0.0023024589960034354,-5.484153410354256e-05,0.024399852302795982,True,2,8,8.422172979949405e-06,249.3777947928902
0.03,0.5,7,0.0004685930566189156,0.0004871889314115225,0.00047683357529588793,1.0355356115634572e-05,0.0212553189285976,True,2,8,8.496226033771759e-06,55.15308264590643
0.03,0.5,8,0.002001645418757592,0.0018666444097044466,0.0018658294216807089,8.149880237377175e-07,0.0004366059328175728,True,2,8,8.805116144949831e-06,227.32754296553307
0.03,0.5,9,0.0010024227201128055,0.0009696747661663782,0.0009921841136104467,-2.250934744406851e-05,0.02321329607561049,True,2,8,8.033290718978404e-06,124.78357315571968
0.03,1.0,0,0.004244788664990062,0.004262857176614732,0.004312359757571811,-4.95025809570792e-05,0.01161253565534437,True,2,8,8.201482627023805e-06,517.5635745424279
0.03,1.0,1,0.0040190552705725024,0.004317277335290376,0.0041870851651209,0.00013019217016947606,0.030156082192185477,True,2,8,8.520804978162656e-06,471.67553780102276
0.03,1.0,2,0.00336937661077078,0.003423973923336256,0.0033146691091326492,0.00010930481420360662,0.03192337811296824,True,2,8,8.15443994705012e-06,413.1953429848554
0.03,1.0,3,0.005971243136990035,0.00591786929740203,0.005899375948625007,1.849334877702339e-05,0.0031250012204801563,True,2,8,8.416040598946406e-06,709.507406337556
0.03,1.0,4,0.002630281419455061,0.0027038848775674715,0.0027037589819334587,1.2589563401282575e-07,4.656101857638508e-05,True,2,8,8.210373175232544e-06,320.36076355086783
0.03,1.0,5,0.005125818263029325,0.004812498309441206,0.00492630920458061,-0.00011381089513940335,0.02364902547937067,True,2,8,8.395386150839013e-06,610.5518163112799
0.03,1.0,6,0.004399221540983456,0.004612668933351106,0.004604917992006872,7.750941344234277e-06,0.0016803593442816663,True,2,8,8.112642045554619e-06,542.267428573906
0.03,1.0,7,0.0009530264303437065,0.00098193259269529,0.0009536671505917759,2.8265442103514145e-05,0.028785521851279847,True,2,8,8.190504688643241e-06,116.35747326598204
0.03,1.0,8,0.003933971818380344,0.0037489621194054853,0.003731658843361419,1.7303276044066274e-05,0.004615484364192575,True,2,8,8.425303322689982e-06,466.9234646764419
0.03,1.0,9,0.001945556880606547,0.0019020022287836687,0.001984368227220895,-8.236599843722638e-05,0.04330489059936564,True,2,8,7.956421131483095e-06,244.52663433162078
0.06,0.0,0,7.368778716754232e-06,2.116878928958578e-06,1.0542655887966349e-19,2.1168789289584726e-06,0.9999999999999502,True,0,0,7.368778716754232e-06,1.0
0.06,0.0,1,8.120202677852629e-06,4.804519555698443e-07,-3.1003295090481555e-21,4.804519555698473e-07,1.0000000000000064,True,0,0,8.120202677852629e-06,1.0
0.06,0.0,2,1.5354238872100633e-05,2.307684796724125e-06,6.168223722020947e-20,2.307684796724063e-06,0.9999999999999732,True,1,2,9.541321111272706e-06,1.6092361522095915
0.06,0.0,3,1.0038550221602717e-05,5.362877236489565e-07,-6.5882483265569044e-21,5.362877236489631e-07,1.0000000000000122,True,1,1,9.526813114690837e-06,1.0537154556042203
0.06,0.0,4,5.531271773351332e-06,2.864801548359057e-06,4.2117494707084286e-20,2.864801548359015e-06,0.9999999999999853,True,0,0,5.531271773351332e-06,1.0
0.06,0.0,5,1.020410224062962e-05,8.258694232992522e-07,-7.816878722844553e-20,8.258694232993304e-07,1.0000000000000946,True,1,1,8.778330796965772e-06,1.162419425360077
0.06,0.0,6,2.9094434845278183e-05,8.87296350300539e-06,-1.3947933245427025e-19,8.872963503005528e-06,1.0000000000000158,True,2,8,8.643849174327923e-06,3.365911905507113
0.06,0.0,7,7.374701755169522e-06,5.193485363975427e-07,2.421283049319485e-20,5.193485363975184e-07,0.9999999999999533,True,0,0,7.374701755169522e-06,1.0
0.06,0.0,8,1.0471233617914688e-05,6.689067960817039e-07,1.7691147482944832e-19,6.68906796081527e-07,0.9999999999997355,True,1,2,8.24536315254809e-06,1.2699542062836529
0.06,0.0,9,1.2756692112725344e-05,1.1100083329514674e-06,1.2382297353615483e-20,1.110008332951455e-06,0.9999999999999889,True,2,8,8.001455608430686e-06,1.594296430175071
0.06,0.5,0,0.008370500727096386,0.008394305914170418,0.008624719515143623,-0.00023041360097320572,0.027448797235783938,True,2,8,8.676977721167045e-06,964.679292269816
0.06,0.5,1,0.008321075467383155,0.008732566091918824,0.008374170330241798,0.0003583957616770262,0.04104128819691248,True,2,8,8.548613976999686e-06,973.3829939884138
0.06,0.5,2,0.006898603823053884,0.006975991526420637,0.006629338218265297,0.00034665330815534037,0.049692335038314946,True,2,8,7.722368401574808e-06,893.327469542513
0.06,0.5,3,0.011939033608574635,0.011857276675286502,0.011798751897250014,5.852477803648844e-05,0.0049357689492451964,True,2,8,9.028597251992121e-06,1322.3575352129412
0.06,0.5,4,0.005408043962827003,0.005514879487797334,0.005407517963866916,0.00010736152393041841,0.019467610156844797,True,2,8,8.924580337621447e-06,605.9717945536853
0.06,0.5,5,0.010127086650929706,0.009684296188330666,0.009852618409161216,-0.0001683222208305503,0.01738094514636741,True,2,8,7.763679569217087e-06,1304.4184217859151
0.06,0.5,6,0.008460721872138545,0.008750952844869549,0.009209835984013742,-0.0004588831391441929,0.05243807700474856,True,2,8,8.168052333112907e-06,1035.8310068410271
0.06,0.5,7,0.0019443347830257252,0.001989081763861482,0.0019073343011835517,8.174746267793033e-05,0.041098090668344765,True,2,8,8.390457211093771e-06,231.73168447304005
0.06,0.5,8,0.00772173845166092,0.0074661503799826,0.007463317686722835,2.8326932597641866e-06,0.0003794047957242978,True,2,8,9.534970602353976e-06,809.8334828378592
0.06,0.5,9,0.0038379393475448057,0.003785702577875635,0.003968736454441787,-0.00018303387656615168,0.048348720693441795,True,2,8,7.155186142726589e-06,536.3856748082171
0.06,1.0,0,0.016690274710924713,0.016756074055420057,0.017249439030287243,-0.0004933649748671866,0.029443948101172228,True,2,8,7.731126447418912e-06,2158.841253527404
0.06,1.0,1,0.01704276728272175,0.017591902696571536,0.0167483406604836,0.0008435620360879373,0.047951722484932686,True,2,7,8.881728645293574e-06,1918.8570112139948
0.06,1.0,2,0.013912949238191297,0.014021571288857872,0.013258676436530597,0.0007628948523272748,0.05440865624906839,True,2,8,7.636724989390498e-06,1821.8476189099638
0.06,1.0,3,0.0237081016154311,0.0235674072343323,0.023597503794500027,-3.0096560167728464e-05,0.00127704163077747,True,2,8,8.45487978610171e-06,2804.0731761086563
0.06,1.0,4,0.010641609703876877,0.010791908150529796,0.010815035927733835,-2.3127777204038497e-05,0.002143066534800253,True,2,8,7.660325599923023e-06,1389.1850372500892
0.06,1.0,5,0.019235045469065196,0.018612213260317007,0.01970523681832244,-0.001093023558005432,0.05872614625235685,True,2,8,8.557805465281288e-06,2247.660985880211
0.06,1.0,6,0.017980120404504463,0.018386433341145418,0.018419671968027487,-3.3238626882068495e-05,0.0018077800226586976,True,2,8,7.345392354041192e-06,2447.8093936823398
0.06,1.0,7,0.003974082661099965,0.004041055592469385,0.0038146686023671035,0.0002263869901022817,0.05602174603194272,True,2,8,7.682852076607016e-06,517.2665855692281
0.06,1.0,8,0.01539123169699147,0.015038411677378476,0.014926635373445676,0.0001117763039328,0.007432720045890183,True,2,7,7.263555410952361e-06,2118.966652857605
0.06,1.0,9,0.007331977986175475,0.0072637171576077466,0.00793747290888358,-0.0006737557512758339,0.09275633076794121,True,2,8,7.295074496604937e-06,1005.0586857732177
0.1,0.0,0,1.946558033226742e-05,1.6166461875622954e-05,-1.8156205282769258e-19,1.6166461875623137e-05,1.0000000000000113,True,1,2,2.433751815489327e-06,7.998178042798377
0.1,0.0,1,1.3646315990223368e-05,3.910878978442071e-06,-1.0245262109258368e-21,3.9108789784420715e-06,1.0000000000000002,True,1,2,8.370486207753825e-06,1.6302895257843433
0.1,0.0,2,4.274703112722156e-05,1.8149564305478266e-05,-5.2595719508306824e-20,1.814956430547832e-05,1.0000000000000029,True,2,8,7.750553563157237e-06,5.515352004071343
0.1,0.0,3,1.8734162337119554e-05,4.103106619023689e-06,-1.627426571551094e-20,4.103106619023705e-06,1.000000000000004,True,2,8,9.31871810644358e-06,2.010379767166206
0.1,0.0,4,1.74372818224966e-05,2.1651252675793852e-05,-7.342610270600252e-20,2.1651252675793927e-05,1.0000000000000036,True,2,10,8.009755267879282e-06,2.1770055687498444
0.1,0.0,5,2.017674876787501e-05,6.119253987641945e-06,-1.439115769713992e-19,6.119253987642089e-06,1.0000000000000235,True,1,2,9.687118952095287e-06,2.08284308963821
0.1,0.0,6,0.00011038414633789407,6.648437785351078e-05,-1.2216747777445682e-19,6.64843778535109e-05,1.0000000000000018,True,2,8,8.427421564805028e-06,13.098211058870632
0.1,0.0,7,1.122635957114815e-05,3.906536659710166e-06,-8.093517630053124e-20,3.906536659710247e-06,1.0000000000000209,True,1,1,6.565470340313962e-06,1.7099094184029628
0.1,0.0,8,2.0468816157881432e-05,5.095711090018034e-06,-8.381184141197802e-20,5.095711090018118e-06,1.0000000000000164,True,2,10,6.85141753281604e-06,2.9875301074328817
0.1,0.0,9,2.907210824959483e-05,8.516227713892951e-06,-2.0685373957559548e-19,8.516227713893158e-06,1.0000000000000242,True,2,8,7.623848391469235e-06,3.813311434960498
0.1,0.5,0,0.022659975513578113,0.0227249105921,0.02395755420873229,-0.0012326436166322924,0.05424195671250755,True,2,10,6.611516161336706e-06,3427.349334195192
0.1,0.5,1,0.023997279826565732,0.024588216323956243,0.023261584250671666,0.0013266320732845775,0.053953977621062445,True,2,7,1.3584869488325602e-06,17664.71135198481
0.1,0.5,2,0.01969834046597393,0.01981873602989835,0.01841482838407027,0.0014039076458280814,0.07083739566994383,True,2,8,7.98767258446409e-06,2466.092626816843
0.1,0.5,3,0.03293931882039848,0.032739727049116804,0.03277431082569449,-3.4583776577688796e-05,0.0010563245235919504,True,2,8,9.95729022571501e-06,3308.060533912296
0.1,0.5,4,0.015295241579717834,0.015469968693548268,0.015020883232963658,0.0004490854605846105,0.029029500284115058,True,2,9,9.411594449149075e-06,1625.148816426181
0.1,0.5,5,0.026956786311872472,0.02621718955050689,0.02736838446989227,-0.0011511949193853815,0.04390992852867115,True,2,7,9.497140077152633e-06,2838.410941913207
0.1,0.5,6,0.022908138819797887,0.023352489488469488,0.025582877733371513,-0.0022303882449020256,0.09550965630466511,True,2,8,7.226803661752879e-06,3169.8853174933856
0.1,0.5,7,0.0055840466990848886,0.005668884304532413,0.005298150836620977,0.000370733467911436,0.06539795980930946,True,2,8,7.982027990161012e-06,699.5774389626324
0.1,0.5,8,0.021137786536523373,0.02071717743034994,0.02073143801867455,-1.426058832460983e-05,0.0006883461018062512,True,2,7,4.71656634205564e-06,4481.604837834383
0.1,0.5,9,0.010220756783214336,0.01015868422717466,0.011024267929004966,-0.0008655837018303053,0.08520628089953358,True,2,8,5.880592947293817e-06,1738.0486755026657
0.1,1.0,0,0.04485439585477215,0.045041197951734245,0.047915108417464575,-0.0028739104657303297,0.06380626174308213,True,2,8,7.190739887741327e-06,6237.799802943686
0.1,1.0,1,0.04865235396721784,0.04916522297438354,0.046523168501343345,0.002642054473040195,0.05373827907618317,True,2,8,7.96324962445416e-06,6109.6105561996255
0.1,1.0,2,0.039512266255035955,0.03964256603824176,0.03682965676814055,0.0028129092701012076,0.07095679092487844,True,2,8,8.297844358418072e-06,4761.7507087791055
0.1,1.0,3,0.0648495681039351,0.0643645457995871,0.06554862165138897,-0.0011840758518018718,0.018396398779675187,True,2,7,4.949836595480317e-06,13101.355338305324
0.1,1.0,4,0.02956394503931369,0.029783063033503584,0.030041766465927325,-0.00025870343242374166,0.008686260111417043,True,2,8,9.443392712726873e-06,3130.648691488846
0.1,1.0,5,0.04967854761163912,0.0485848605944158,0.05473676893978456,-0.006151908345368759,0.12662192028756877,True,2,8,8.527741670627531e-06,5825.52210543022
0.1,1.0,6,0.04993082705997155,0.05044026211155917,0.05116575546674303,-0.0007254933551838622,0.014383219373033433,True,2,9,6.802006824579988e-06,7340.602317471902
0.1,1.0,7,0.011501160005946733,0.01163986283590444,0.010596301673241958,0.0010435611626624826,0.08965407731811952,True,2,8,6.623974957997714e-06,1736.2927968289432
0.1,1.0,8,0.04239850204883057,0.04176946789397782,0.041462876037349106,0.0003065918566287143,0.007340094860842546,True,2,8,7.239369535427809e-06,5856.656693838055
0.1,1.0,9,0.018913276970170347,0.018856767438811917,0.02204853585800995,-0.0031917684191980315,0.16926381626940884,True,2,6,9.822768705924911e-06,1925.4527451880456
0.2,0.0,0,0.0002472007938636778,0.0002501189073197228,-7.262482113107703e-19,0.0002501189073197235,1.0000000000000029,True,2,8,7.747977982164311e-06,31.905200870824498
0.2,0.0,1,9.240261197417388e-05,7.072750329388717e-05,-4.098104843703347e-21,7.072750329388717e-05,1.0,True,2,8,8.565695064832735e-06,10.787520601047483
0.2,0.0,2,0.0003811768931038073,0.0003019994548662161,-2.103828780332273e-19,0.0003019994548662163,1.0000000000000007,True,2,8,7.907206602142392e-06,48.20626452336917
0.2,0.0,3,0.00010243425243258165,6.40895856924134e-05,-6.509706286204376e-20,6.408958569241346e-05,1.000000000000001,True,2,8,9.431702106021956e-06,10.86063271306877
0.2,0.0,4,0.00028991849713454475,0.00032538620585787403,-2.937044108240101e-19,0.0003253862058578743,1.0000000000000009,True,2,10,8.814605613005622e-06,32.8906941346055
0.2,0.0,5,0.000122246605026477,8.831647030198815e-05,-5.756463078855968e-19,8.831647030198872e-05,1.0000000000000064,True,2,10,9.10147542571016e-06,13.431515145462088
0.2,0.0,6,0.0011259517165166045,0.0009760962424362886,-4.886699110978273e-19,0.0009760962424362891,1.0000000000000007,True,2,8,4.9478642791256355e-06,227.56317736257262
0.2,0.0,7,6.807913894005813e-05,5.839337265796441e-05,-3.23740705202125e-19,5.839337265796474e-05,1.0000000000000056,True,2,10,7.86403718920914e-06,8.657021489353438
0.2,0.0,8,0.00011911493456716604,7.873783856883014e-05,-3.3524736564791206e-19,7.873783856883048e-05,1.0000000000000042,True,2,10,7.133165843542511e-06,16.698747397692713
0.2,0.0,9,0.0001950734348821981,0.00013346045852987684,-8.274149583023819e-19,0.00013346045852987768,1.0000000000000062,True,2,8,5.960154895612302e-06,32.72959147853786
0.2,0.5,0,0.08271920728274966,0.08291367720553659,0.09583021683492916,-0.01291653962939257,0.15578297893330031,True,3,11,7.608626922228634e-06,10871.765448386643
0.2,0.5,1,0.0975104842338021,0.09707027965990112,0.09304633700268666,0.004023942657214452,0.04145391021137346,True,2,10,3.7738611081805653e-06,25838.38711563324
0.2,0.5,2,0.0807348648423932,0.08065027410364627,0.07365931353628108,0.006990960567365187,0.0866824154668201,True,2,10,7.855606802686932e-06,10277.355635312431
0.2,0.5,3,0.12657003113495915,0.12538527332040975,0.13109724330277797,-0.005711969982368226,0.04555534977199314,True,2,10,7.2251694049341175e-06,17517.932665844986
0.2,0.5,4,0.06252457308689982,0.06268211512446448,0.06008353293185463,0.002598582192609847,0.04145651734071167,True,3,11,6.394273122845018e-06,9778.214331120193
0.2,0.5,5,0.0949675096867757,0.0931023343588951,0.10947353787956908,-0.016371203520673977,0.17584095644224687,True,2,10,8.675024005222464e-06,10947.233071586219
0.2,0.5,6,0.08253682988213522,0.08309508287584257,0.10233151093348605,-0.019236428057643487,0.231498993585286,True,2,8,4.5805467198234424e-06,18018.99094816276
0.2,0.5,7,0.023654806809508544,0.02397749835378608,0.02119260334648391,0.002784895007302172,0.11614618698795294,True,2,8,7.712685961303034e-06,3066.9998659600733
0.2,0.5,8,0.08325405056820591,0.08204865748480475,0.0829257520746982,-0.0008770945898934485,0.0106899322521625,True,2,10,8.013866409528614e-06,10388.749489162376
0.2,0.5,9,0.03673947043197673,0.036825462755015456,0.04409707171601986,-0.007271608961004407,0.19746144154058315,True,2,7,4.056765652238337e-06,9056.345271437007
0.2,1.0,0,0.15770990365864565,0.15758048825050536,0.1916604336698583,-0.03407994541935294,0.2162700839280059,True,2,10,7.1896429200690726e-06,21935.70743526307
0.2,1.0,1,0.18846886648711111,0.18204712625316016,0.18609267400537338,-0.004045547752213219,0.022222530151821015,True,3,13,5.329100181028502e-07,353659.8301492939
0.2,1.0,2,0.15646496578377528,0.15485775737448812,0.1473186270725622,0.007539130301925906,0.048684227575982786,True,2,9,4.295845534174614e-06,36422.39101454047
0.2,1.0,3,0.2386350245227288,0.2360505541315708,0.2621944866055559,-0.026143932473985082,0.11075564965381472,True,3,11,7.073763458131932e-06,33735.22820421655
0.2,1.0,4,0.1152860550279152,0.11498475044167891,0.1201670658637093,-0.00518231542203039,0.04506958881176941,True,2,10,5.6166120957157345e-06,20525.906554211502
0.2,1.0,5,0.155348708862083,0.14990481905223002,0.21894707575913824,-0.06904225670690822,0.46057396382201987,True,2,8,8.943972857922145e-06,17369.094397964604
0.2,1.0,6,0.18979002884859902,0.18898922146420946,0.20466302186697213,-0.015673800402762672,0.08293489057909557,True,3,13,4.9422642612873e-07,384014.32787643955
0.2,1.0,7,0.049471227443118465,0.05043339651942703,0.04238520669296783,0.008048189826459197,0.1595805633150054,True,2,9,3.075277985453706e-06,16086.749775831991
0.2,1.0,8,0.16518534468832774,0.1623339939823614,0.16585150414939642,-0.003517510167035026,0.021668352270179624,True,2,9,2.649224256090488e-06,62352.3449585559
0.2,1.0,9,0.06152055032418401,0.062161981659823826,0.0881941434320398,-0.02603216177221597,0.41877947062039894,True,2,10,7.858312961184222e-06,7828.7223514845955
0.35,0.0,0,0.0021713471416683005,0.002182840146684211,6.30125045182092e-19,0.0021828401466842105,0.9999999999999998,True,2,9,9.320393009326633e-06,232.967337267377
0.35,0.0,1,0.0008369560324440584,0.0007728422064113309,3.660940775321505e-18,0.0007728422064113272,0.9999999999999952,True,2,8,8.925382464697318e-06,93.77256781482268
0.35,0.0,2,0.0031605484051769554,0.002930274017305123,1.8703458407446062e-18,0.0029302740173051214,0.9999999999999994,True,2,8,8.747236915362944e-06,361.31962993091247
0.35,0.0,3,0.0006770830555172026,0.0005754423419784972,2.1325609155997497e-18,0.000575442341978495,0.9999999999999962,True,2,8,7.515934816149095e-06,90.08633950129393
0.35,0.0,4,0.002582092870134234,0.0026983922946804627,-4.0529946366666323e-19,0.002698392294680463,1.0000000000000002,True,3,11,9.790075650728536e-06,263.7459568498927
0.35,0.0,5,0.0007873053154609067,0.0007073262492540572,7.16202069073865e-18,0.00070732624925405,0.9999999999999899,True,3,13,5.493878524853724e-06,143.30591983408823
0.35,0.0,6,0.008245436725432797,0.007813492929588228,-1.5710967712652195e-18,0.00781349292958823,1.0000000000000002,True,2,10,6.91032205336617e-06,1193.2058537584749
0.35,0.0,7,0.000507862507546919,0.0004898790657416452,-3.1084098932882617e-18,0.0004898790657416484,1.0000000000000064,True,2,10,8.527193916607611e-06,59.5579873653164
0.35,0.0,8,0.0007996458184057587,0.0006960606892093674,2.6476761218805167e-18,0.0006960606892093648,0.9999999999999962,True,2,8,9.10320218844296e-06,87.84225614816675
0.35,0.0,9,0.0013615270031685058,0.0011908949749981734,2.2007344210161576e-18,0.0011908949749981712,0.9999999999999982,True,2,7,7.12024131134248e-06,191.21922188221424
0.35,0.5,0,0.20808740016378838,0.20542646887416852,0.2934800390569705,-0.088053570182802,0.42863789980607675,True,4,16,4.496023644173785e-06,46282.54133704132
0.35,0.5,1,0.2724390194908628,0.2624363355115394,0.2849544070707279,-0.0225180715591885,0.08580393989763806,True,4,17,3.9581474934435866e-06,68829.93115899301
0.35,0.5,2,0.23430548684150207,0.22909969514418344,0.22558164770486078,0.003518047439322658,0.015355967353464096,True,3,12,9.244876096958789e-06,25344.362042729772
