beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
2.4,-24.70749837935474,0.00037390007000758093,-1.5442186487096712,2.3368754375473808e-5,1.0,100.0
2.5,-24.70813075529728,0.0002936824491481622,-1.54425817220608,1.8355153071760138e-5,1.0,100.0
2.6,-24.709078205045316,0.00010186495485223527,-1.5443173878153322,6.366559678264704e-6,1.0,100.0
2.7,-24.709164225332728,0.00012933819972196114,-1.5443227640832955,8.083637482622571e-6,1.0081197126480483,99.19456860666675
2.8,-24.709646152357468,5.2962308291323844e-5,-1.5443528845223418,3.3101442682077403e-6,1.0,100.0
2.9,-24.70977934009313,4.451530162889161e-5,-1.5443612087558207,2.7822063518057258e-6,1.0,100.0
3.0,-24.709923919365977,2.7822703660994346e-5,-1.5443702449603736,1.7389189788121466e-6,1.0,100.0
3.1,-24.710004994940792,1.2400384664221811e-5,-1.5443753121837995,7.750240415138632e-7,1.0,100.0
3.2,-24.71003463152742,8.139045328192496e-6,-1.5443771644704638,5.08690333012031e-7,1.0,100.0
3.3,-24.71003539255657,9.555375881664721e-6,-1.5443772120347856,5.972109926040451e-7,1.0,100.0
3.4,-24.710060132150417,4.823177122335082e-6,-1.544378758259401,3.014485701459426e-7,1.0,100.0
3.5,-24.710073587344645,2.3613099872249885e-6,-1.5443795992090403,1.4758187420156178e-7,1.0,100.0
3.6,-24.71007604408809,2.1162214836659287e-6,-1.5443797527555057,1.3226384272912054e-7,1.0,100.0
3.7,-24.71007561917751,2.161814633981347e-6,-1.5443797261985943,1.351134146238342e-7,1.0,100.0
3.8,-24.710079246657045,1.311851729403851e-6,-1.5443799529160653,8.199073308774068e-8,1.0,100.0
3.9,-24.710082623582075,6.522220796461165e-7,-1.5443801639738797,4.0763879977882284e-8,1.0,100.0
4.0,-24.71008389978894,3.438817427096053e-7,-1.5443802437368088,2.149260891935033e-8,1.0,100.0
4.1,-24.710084467493772,2.9818836182105607e-7,-1.5443802792183607,1.8636772613816004e-8,1.0,100.0
4.2,-24.71008439851504,3.258504238131226e-7,-1.54438027490719,2.0365651488320162e-8,1.0,100.0
4.3,-24.710084893713418,2.0553989264633202e-7,-1.5443803058570886,1.2846243290395751e-8,1.562996501560629,63.9796697562352
4.4,-24.710085441846505,6.92150021763946e-8,-1.5443803401154066,4.325937636024662e-9,1.0,100.0
4.5,-24.71008544007228,8.283238796770966e-8,-1.5443803400045175,5.177024247981854e-9,1.0371393461123528,96.41905918895401
4.6,-24.710085679829696,1.3268693292235085e-8,-1.544380354989356,8.292933307646928e-10,1.0,100.0
4.7,-24.710085639456853,4.749391458596594e-8,-1.5443803524660533,2.968369661622871e-9,1.051921583777536,95.06412031293422
4.8,-24.710085669901854,3.367501200159067e-8,-1.544380354368866,2.1046882500994167e-9,1.0,100.0
4.9,-24.710085753589198,9.2808408637638e-9,-1.5443803595993248,5.800525539852375e-10,1.0,100.0
5.0,-24.710085746455988,1.1744141693722018e-8,-1.5443803591534992,7.340088558576261e-10,1.0,100.0
5.1,-24.71008576135939,7.971824099736548e-9,-1.544380360084962,4.982390062335343e-10,1.390610653971567,71.91085420955264
5.2,-24.710085778003354,3.901322186805332e-9,-1.5443803611252096,2.4383263667533323e-10,1.035060130218195,96.61274459380402
5.3,-24.710085782769625,2.6295292146799237e-9,-1.5443803614231015,1.6434557591749523e-10,1.0,100.0
5.4,-24.710085783009855,2.817162721676329e-9,-1.544380361438116,1.7607267010477056e-10,1.5258334179395323,65.53795376630225
5.5,-24.710085784085518,3.4124021070654676e-9,-1.5443803615053449,2.1327513169159173e-10,1.0,100.0
5.6,-24.710085790308966,8.417805238202154e-10,-1.5443803618943104,5.261128273876346e-11,1.0,100.0
5.7,-24.71008578959373,1.4697660514962572e-9,-1.5443803618496081,9.186037821851607e-11,1.5716738786444642,63.62643125827599
5.8,-24.710085790788963,1.0285507550553912e-9,-1.5443803619243102,6.428442219096195e-11,1.0059305927292468,99.41043718402517
5.9,-24.710085791790853,4.199652980676044e-10,-1.5443803619869283,2.6247831129225275e-11,1.0,100.0
6.0,-24.710085792390352,1.7507737432677096e-10,-1.544380362024397,1.0942335895423185e-11,1.0350028492177337,96.6180915111307
6.1,-24.710085792031606,3.5779083537915923e-10,-1.5443803620019754,2.2361927211197452e-11,1.0,100.0
6.2,-24.71008579260643,1.0046882741515373e-10,-1.544380362037902,6.279301713447108e-12,1.0,100.0
6.3,-24.710085792736617,7.424986378390736e-11,-1.5443803620460386,4.64061648649421e-12,1.0,100.0
6.4,-24.710085792775306,4.418003278239028e-11,-1.5443803620484566,2.7612520488993923e-12,1.0,100.0
6.5,-24.71008579269388,5.7651913462140214e-11,-1.5443803620433676,3.6032445913837634e-12,1.0764536494074637,92.89763665629748
6.6,-24.710085792806726,2.1121786652887044e-11,-1.5443803620504204,1.3201116658054403e-12,1.0,100.0
6.7,-24.71008579276299,3.289188001069068e-11,-1.5443803620476868,2.0557425006681674e-12,1.0910861984459483,91.65178712958848
6.8,-24.710085792738187,2.251886564697636e-11,-1.5443803620461367,1.4074291029360225e-12,1.0,100.0
6.9,-24.710085792736393,1.805259546562705e-11,-1.5443803620460246,1.1282872166016906e-12,1.0,100.0
7.0,-24.710085792744604,1.241602383479467e-11,-1.5443803620465377,7.760014896746669e-13,1.2491045271908479,80.05735134504178
7.1,-24.71008579274137,1.286270788246534e-11,-1.5443803620463357,8.039192426540838e-13,1.0,100.0
7.2,-24.710085792739882,8.03049609881072e-12,-1.5443803620462426,5.0190600617567e-13,1.0,100.0
7.3,-24.710085792742802,3.973971610070958e-12,-1.5443803620464251,2.483732256294349e-13,1.0,100.0
7.4,-24.710085792736482,4.8189509866197675e-12,-1.5443803620460301,3.0118443666373547e-13,1.0,100.0
7.5,-24.71008579272122,4.283876162597664e-12,-1.5443803620450762,2.67742260162354e-13,1.0,100.0
7.6,-24.710085792727856,3.749523250791566e-12,-1.544380362045491,2.343452031744729e-13,1.0,100.0
7.7,-24.71008579273106,2.099256309135015e-12,-1.5443803620456913,1.3120351932093844e-13,1.0,100.0
7.8,-24.710085792728027,2.0257792871368866e-12,-1.5443803620455017,1.266112054460554e-13,1.0,100.0
7.9,-24.710085792723802,2.250369644833391e-12,-1.5443803620452377,1.4064810280208695e-13,1.0,100.0
8.0,-24.710085792724954,1.2657365037851779e-12,-1.5443803620453096,7.910853148657362e-14,1.0,100.0
8.1,-24.710085792723348,1.3664031997193252e-12,-1.5443803620452092,8.540019998245783e-14,1.0,100.0
8.2,-24.710085792721873,9.778038176197652e-13,-1.544380362045117,6.111273860123533e-14,1.0,100.0
8.3,-24.71008579271953,1.1389045447836827e-12,-1.5443803620449705,7.118153404898017e-14,1.0,100.0
8.4,-24.710085792721134,5.688722315836412e-13,-1.544380362045071,3.5554514473977576e-14,1.0,100.0
8.5,-24.710085792719145,7.83210248558317e-13,-1.5443803620449466,4.895064053489481e-14,1.0,100.0
8.6,-24.710085792718736,5.710389125306631e-13,-1.544380362044921,3.568993203316644e-14,1.7433671132387505,57.360265225047414
8.7,-24.710085792719788,2.6609043520875275e-13,-1.5443803620449867,1.6630652200547047e-14,1.0,100.0
8.8,-24.71008579271912,3.6041951344437476e-13,-1.544380362044945,2.2526219590273423e-14,1.0,100.0
8.9,-24.710085792719628,2.653034071577951e-13,-1.5443803620449768,1.6581462947362195e-14,1.0,100.0
9.0,-24.710085792719184,2.349447234699908e-13,-1.544380362044949,1.4684045216874424e-14,1.0,100.0
9.1,-24.7100857927186,2.0528622904434844e-13,-1.5443803620449126,1.2830389315271778e-14,1.258182708226081,79.4797125617714
9.2,-24.710085792718406,1.6099758203474821e-13,-1.5443803620449004,1.0062348877171763e-14,1.0,100.0
9.3,-24.71008579271851,1.185984057337207e-13,-1.5443803620449068,7.412400358357545e-15,1.1004895331678397,90.86865161919594
9.4,-24.71008579271849,1.1365165839465198e-13,-1.5443803620449057,7.103228649665749e-15,1.0,100.0
9.5,-24.71008579271846,6.114781557097545e-14,-1.5443803620449037,3.821738473185965e-15,1.0,100.0
9.6,-24.710085792718377,6.149811240648969e-14,-1.5443803620448986,3.8436320254056056e-15,1.0,100.0
9.7,-24.71008579271826,5.224534453252776e-14,-1.5443803620448913,3.265334033282985e-15,1.0,100.0
9.8,-24.710085792718306,3.4295794062342014e-14,-1.5443803620448942,2.143487128896376e-15,1.0,100.0
9.9,-24.710085792718193,5.929733497909929e-14,-1.544380362044887,3.706083436193706e-15,1.0,100.0
10.0,-24.710085792718203,3.1847093278379097e-14,-1.5443803620448877,1.9904433298986935e-15,1.0,100.0
