input,output
1101101000001001,110101110
1111010111001111,010001011
1100101000100111,111011001
1010101001011011,111101001
0011101100100100,000000001
0111001011011010,100101010
0111001011001010,100001010
0100001001000001,001000110
0101100000110011,011001110
0010111111010101,111110011
1101011110000000,001101110
1001010110000100,010100110
0001100111111101,111010101
0100011111000100,101000001
1110010111111100,011001110
0100000001011101,001111010
1111101001010100,100100010
0001010000100101,001100110
0001100100100001,001110001
0011111011011000,111010010
0101101100110000,011001110
1001001110110101,011011101
0101010010110111,111010001
0100010101100101,000100101
0011010011001110,111110010
0100011010101011,111011001
1100111100110011,111111011
0011011110101011,100000111
0001101001000010,010110010
1011000000101100,100000100
1111100011101100,011010100
0000100011001011,110001110
0011101110111001,100111101
1101000101011011,101001101
1010010010101011,010111110
0011001001110100,010111100
0111110110111111,110111011
1001001011101000,000001100
1100010100000011,110001101
0110010111000101,100100101
1001100111111100,000110110
1111110111111011,011110011
1111110100111001,110110101
1000000110000010,010000110
1111100010010010,000101100
0111110111000111,100001011
0110011001111110,001001110
0011000001010001,011010010
1011001100011011,101001011
1111001110011100,000100001
1001001001101110,111111010
1011111000100000,100000010
0010100111010000,111110010
1000111100111010,101100101
1011110011001111,000011001
0010101001101111,010100101
0011001101000110,011101001
1100100001010110,101111100
0110000100100101,010101001
1000110011100000,000111000
0110101000111011,010011001
1001100010111110,011010010
1110010110001101,000110101
0111111000000100,011110010
1110001010011100,000000010
1011100100110111,100100011
1001001000001000,100110100
1110001101100101,101101101
0100001101110100,000011110
1011001101001100,111111110
1000110001111011,111100001
0010101011100101,110111110
0101111111100001,100000011
1111110001110010,101100010
0000000011011011,110110110
1111001001011101,100100001
0000111000111011,001100101
1001100111001100,001100110
1101001111011111,011000111
1000000110101110,011011110
0100010001110101,000010110
0100111011110000,100000010
0000101111111100,111100001
1000000011110001,000010010
0000100011001010,110001100
0010111001100100,010110010
1111101111100101,011000011
0110100010011001,111101010
0011010100100000,000011010
1111100100011010,111011110
0111110111101101,101011101
0110100101000101,000111001
1101011100010110,110010101
0011010101100010,010011110
0110001111110001,101010101
0111101111010110,100100101
0010010010001111,101010001
0100001010001001,110010110
0100010000011010,010111100
0110011011011011,100000101
1111100000111010,110111100
0110101011010100,100000010
1010110110110011,010000011
1100100101100111,100111101
0110111000010100,011110010
1101110001010001,101000110
0100001010010011,110100001
1010010010111001,010000110
1111110010000111,000001001
0011110111101000,110010110
0000111001000001,010011110
1100101110011001,001101101
0010000100101111,000111101
1010001110101100,010111110
1110000111010001,010010001
1000111011001101,001001001
1100011110111111,000001111
0111010100110001,010111001
0010110011010010,111111100
0011110110000111,101110011
0010000010001101,101011010
0011000111111101,110100101
0110111000001101,011001001
1100101010001101,001000001
0011010110011001,101000101
0101101100100111,011111011
1010110100000111,101010011
0010001001100000,010100100
0111110000000111,011110001
0100000001111010,000001100
0100010111010100,101100110
1000100110010000,010110010
0011111000010110,001001110
0010110110010111,101110011
0100010011001110,101010010
1010001101001101,111011101
1001110101110110,111001001
0001001100101110,001111001
0110110101111011,001010011
0111000110101000,110001010
0110001010010100,111101100
0101011010111001,111000001
1110000001010001,100010010
1010101011001000,000101100
0010101110000100,101011110
0111100110100010,110001110
0001001100000100,000101110
1100011101111111,100001111
1001111010111001,011010001
1100101100100111,111011011
1100010100010101,110100101
1111110000011110,111011010
0110001110010011,111100011
1000101011010011,001110001
0101110100010101,010001101
0001010111010010,110011110
0100100100100111,011011101
1100010111101111,010110011
0001011111000010,110101001
0101010100010110,010010001
1111110111110011,011100011
1011001011001100,000000010
1001100001011100,110010100
1010000000011100,101111000
1100111010010000,001111100
1110011010100000,001101100
0010001001111111,010000101
1000000100000000,100000010
1101011001111101,100101001
1110001010111010,001001010
1100011111000101,011000011
1101011110100101,000010011
0010010111011000,111111010
1100111000010001,110111110
1101101111000110,011111001
0000001111010111,110101011
1110000110101001,001110001
0111101011000001,100001110
1110000111001001,010110001
0001011001101110,011110110
1000111011010001,001111110
0100111101111111,000011111
0010000110011100,101111010
0000101010100100,101011100
1111011100100001,110011101
0000111100110001,001111101
1010101111101101,001100011
0000100111010110,110111110
1111101110110100,001100001
1010111010111111,010011101
0101100000010000,010001000
0101110101101101,000011101
1110001110000110,000101001
0011111011011110,111011110
0100010000011111,010110001
1011010111100101,001010101
1000111110111111,011101111
0101110100101011,011100011
0011001011111110,110100110
1000110101111001,111100101
0010000001010011,011100110
0000101110010001,100110101
0010110100101111,000101011
1011011111100110,001010101
1010000010110000,010010000
1001101101010100,110000001
0111101000110110,010100110
1111000110001100,000000110
0001100110110011,101001101
1001001100000000,100100110
0110100110100011,110110101
0101111011010100,101001010
1100010111000000,011001010
1101111000101001,111100001
0011110010011001,101010110
0001101001011100,010010010
1110011110000110,000100101
0000001000110001,001100110
0101110000001100,010101100
1000100010100010,011010100
0011101110001011,101101011
1001110001101010,111100010
0101100011011001,101011010
1011010000010010,101011100
1110110011001100,010101100
0001101010001000,100101100
1111110011110100,011101100
0101011101110110,000110101
0111101001000110,000000110
1111011101001110,100001101
1110011100111100,110001001
0110001100100100,010101110
1110111110011001,000010011
0111001011011000,100101100
1010111001000011,111011001
1000001110010101,010101101
0111110110000001,111111001
0101010000011001,010000110
1110100001011110,100010010
0001100000000000,000110000
0110111000011001,011100001
1111101011001011,010011001
0101011001011011,001000101
0101001100110111,011011011
0110001100000011,011000011
0101001100000110,010101001
1001001111101110,000000101
1101110000111101,111011110
1101010101000010,101101110
0110010011011001,100000110
0101011111010110,101010101
1111101101001110,100010101
0100000000110101,011101010
0010100000111111,000010001
0100001100001011,010010011
0010110000010010,001111100
0101100010011001,110011010
1010111100000010,101011001
1111010001100100,101010100
0011111001010111,011001101
0001010011001110,110110010
0100000011100110,100101100
1101000001100101,100011010
1110100010001011,000101110
1001100100001000,100101010
0110011001101010,001111010
1101111000010011,110000101
0010101111001101,111000011
1111001111001001,010001101
0110110111111000,101010110
0110011101011111,000001111
0011001001010011,011010001
1100001000111010,111110010
1001001011001110,001111010
0011110100011110,001011001
1101101011000001,011110110
1110110111110001,011000101
0000101100100001,001010101
0101101001110011,000101001
0100100011010111,101111110
0101011001000101,001100001
0101010011011001,101000110
1100000011011101,011111010
1110010001101001,101111010
1101001011011000,011001100
0010111001111000,010010010
1010001011110011,001010001
0101111110110011,111000111
1100010001100111,100100001
1001001101000110,110101001
1010101010110110,010000110
0010110000110011,000000001
0111110101010101,000101101
1100001101111100,100000001
0001000011101111,111111110
1110001010001100,000111100
0101011111000010,101101001
1011001100111101,100100011
1011011100101111,100001111
0101101111001011,101101011
1010011101100101,110100011
1000111000011110,100101110
0001011101100010,011101001
0011101101101011,010011011
1010001100101001,100110101
0001110111101101,111101101
0100100111010110,101111110
1011110111011010,000110001
0101110101010001,001000101
1101100011100011,010001110
0101011101100111,000010111
0001110011000101,110110110
1100100000110111,111111110
0010101000101010,000101010
1000100000110110,101111100
1100110001001000,101000100
1110000010011100,000000100
0010110100100001,000111001
0001011001001011,010111001
0110110010100011,110111110
1100010101101100,100110110
0010010010100011,100101110
0001000010001111,100111110
1010010000110101,100010110
0001100111011011,110011101
0001001101010000,010010110
1010000000100100,100101000
0011101101010101,011000011
1010010101100011,110101101
0011111000000011,001111001
1010100001100111,110111110
0000000011110111,111101110
1111110100011110,111011001
0111110101110100,001101110
1111100111010001,010101001
1010001101101100,110111110
0011011010111111,100101101
0101111000010010,010000110
1110111000111100,110011010
0101111101110111,000101111
0001011101001110,010110101
1010001001010000,111100100
1100010101011001,101111001
0110000101010110,000011110
1000010010000011,010001110
0100100000101001,011001010
1110010000111110,110001010
1110110001101110,101101010
1100111101110000,100000001
1000101111101000,000101110
0001110100101101,001101101
1110110011001110,010101010
0011100010110111,100100001
0100100010111111,111100001
1100000111100101,010101001
0011000011001100,111111000
0111010111100110,101010001
0001010001011110,010001010
0000100001011010,010101100
1100110111011100,011101110
1101111110011011,001010111
0001100001101110,011100010
0011111110110011,100100111
0000011110100100,101000001
0010000101110001,010010001
0111010101010010,000111110
0111011011010001,100111110
0011011100111100,000101001
0100011001011010,001111010
0101111010111001,111010001
0100010101110110,000010001
1011111111100010,001000101
1111110101100111,101001011
1101000001111011,100101110
0101001111011101,101000011
1110111110100110,001110101
0101001110011101,110000011
1010110101101001,110100101
0100001010011110,110111010
0111010000100001,010011010
1010001101110110,110011001
0111011010110101,110110001
0011010111011101,111001101
0111101100011100,011010001
0101011101010010,001011001
0111110010000001,111111010
1000101011111010,000011010
1101110011000100,011110100
1001011011100011,000011001
0101011010101000,111111100
0000111110101100,101001001
1011011001001000,111111100
1000101111001010,001001001
0111011101100000,001011110
0101111001010001,001000001
0000101001111011,011101001
0100100010010001,110110010
1110100110010001,000001001
1011011000011011,101000101
1001100010100001,011110010
1011011110101101,010001011
0110101100000100,011011110
1111011101011000,100100001
0000001111000011,110000011
1100110011011001,011100110
0101101001010100,001000010
1010000110110101,010011001
1110011001100110,101100110
1000101011110100,000000010
1000001111101011,000110011
0010011100111001,000000011
1101011100100001,111101101
1110100001100010,101110100
0011001100010110,001011001
1000101100000111,100011011
0000011010001000,100011100
0111101111100101,101000011
1011101010110000,010101100
0000000011001101,110011010
0001000111000110,110101110
1000111001001101,110001001
1101000100000011,110100101
0100011000001000,010011100
0100110000101000,011000100
0010001011110101,110011110
0011101101001110,011100101
0110101001001110,000100110
0111100011111100,101110100
1010000011100000,001100000
0001000011100110,111101100
0101100100010010,010001110
0011101011111010,110111010
0110011100111001,010000011
1110110101001101,100101101
1100101100001110,110000101
1010110110110000,010000110
0100100110000000,110010010
0111010001010000,000111000
1001100100100111,101111101
1010101111000000,000110110
1111100001111000,101111000
0011111100111111,000111111
1001110100010110,100001001
1101011100001110,110110101
0111111000101010,010010110
1100011001011001,101111110
0011011000110100,000110010
1110010111110001,011011001
1111111100101010,110010101
0000100110101011,101001101
1111001010100000,001010100
1011010011111110,001101010
1101101001111010,100111010
1000000000000011,100000110
0011110101000011,011111101
1010000000010111,101101110
0000101101100000,011010110
1001101001000101,110111110
0000101001001001,010001110
1110010000010000,111101000
1011100001000000,111110000
0100101001111101,000010001
0001101111011000,110011110
1011001000100010,100010010
1000110000001010,100000010
0100110010100100,111010100
1000111001110110,111110110
0001111000111001,001010001
1001100010011010,010011100
0010001110001001,101010101
1011001101101111,110000111
0010110000101101,000101110
0010000011111001,110001010
0010100100100001,000110001
0010010111111000,110000110
0001100110110111,101000011
1000110010101110,011001010
1000001100011100,100111110
1111100100000000,111110010
0011010010000011,101101110
0110000001000011,000100110
1110111010110000,001000010
0100011100001111,010010111
0100001000010010,010100010
1010110110110101,010001101
0111000110011000,111001010
0101101000100010,011110010
0111101000001010,011101010
1111000001011010,100101100
0100000110110100,111101010
0101000100010101,010011001
1000110101100000,111011010
0000001001010000,010100100
1101101000100111,111111001
1110101110111110,001010101
1110011011010011,010011001
0110000011000100,100101000
0110011000110110,010010110
1000101100011100,100100001
1000001101001011,110010011
0001010101010000,010011010
1101110110101110,000011001
0100100110110101,111111001
0111100101011110,000110001
1000011001100011,111001001
1001010011110011,000111110
0100111011010111,101110101
0101101101011101,001010011
1100011111110000,010011110
1010011101001110,111010101
0001110000000001,000111010
1000101011111111,000010101
0110010010100001,110101010
1010101010000110,011011010
0001110110110001,101000101
1111111001001101,100011001
1111010100000011,111101101
0000111011110111,111110101
1101001011100111,010011001
1001010100111011,101000011
0111010110110010,110111110
1001100000101010,101101100
0010111001001101,011001001
1011011001010100,111010010
0001101110101010,101101001
0100101110100110,111011001
0101110111000010,101111110
0000001101101010,011010001
0000000100101110,001011110
1000101001110110,111111010
0011101001100110,010000110
0100101110111000,111101110
0001010011100011,111101110
1011110100010010,101000001
1100100100011000,110101010
0100011111110001,100011101
1111000111011110,010100001
0110110111101001,101100101
1010111110000101,011010011
0110110111011101,100011101
0011001001001011,011110001
0000011000001100,000010010
0101010010000100,110100100
1101111001011001,101010001
1101111101011101,101011011
1101010011011000,011000100
0010010011000110,111000010
1000010110011010,010111110
1010011100110010,100011001
0100100011100010,100110100
1100101100101100,111000001
1100111001001100,101001010
0000001110111000,101110110
0001011001101000,011111100
1001110011001011,001100001
0111010001101010,001000010
0001110110001011,100100011
0111111110000001,111111101
1001110101001011,110100011
1001111101000011,110111011
0000100110111100,101100110
1111111000101111,110011101
1110110000010100,111110100
0100100001110111,000000001
0110101101000101,000111101
1111000111011011,010101101
0000110000110010,001111100
1110100111110000,011001010
0011000111001101,111111001
0110111111100000,101111110
0110110101110010,001000001
0110001100001001,011010101
1111111101101011,101010111
1111000010101001,001001010
0000011000111100,001110010
0110111100001011,011000111
0100111010011110,110101110
0101101010011111,110010101
0010111000011110,001101110
1101011010010110,001010110
1101110101000000,101111010
0110011011111101,101001001
0110110001110110,001001010
1010000001000111,111001110
1111111100011111,111011111
1100010101001010,101011110
0111000111010111,100111101
0010001010110000,100010100
1111110010010111,000101001
0110110101001011,000100011
1101010111110000,010111010
1010101111111100,001010001
1011001001101000,110001100
1000101110101101,011000011
1100100101101010,100101110
1110111000001110,111001110
1101010110110011,000111101
0000000111001001,110010001
0010011011111001,110000001
0100100101000110,001011110
1011000000100101,100011010
0110101001000110,000111010
1000100011111101,000010110
0000101010101000,101001100
1010111010011011,011100101
0001111011010001,110000001
0000100000010010,000110100
1100011100110101,111100011
0101111101100011,000000111
0001011101010111,010010111
1100110100010111,110110011
1110001110110010,001010001
0010000111101000,110110010
1000101100000100,100011110
0110111100010010,011111001
0001011000011111,000001101
1100110010010101,001110110
0100000011101110,100111100
1000101100010011,100110011
0110000000011100,011111000
1000010110111111,011110011
0100011010100001,111001110
1000001101000011,110000011
0001111001010101,010001001
0001101110110111,101000111
0111110011010111,100101001
0110000011011111,100000001
1101110011010011,011000001
1001111111100110,000001101
1101011110001011,001111011
0000110001001101,010001110
0001001000000111,000101001
1000000101101101,111011001
0011101010100001,100001110
1100001001011000,101110100
0001110001010100,010001100
1001100101101011,111101101
0010011111001100,111010001
1111011101111111,101101111
0110111110110110,110001101
1010101110011101,011100011
0111001011111101,101100001
1001100001100011,111110110
0100001100111011,011110011
1000010010000000,010001000
0111001110110000,110110110
1110101011101010,011101010
1100011011000100,011000010
1110000010000110,000101100
1110111100100001,110111101
0010111010110000,100000010
1011110111001101,000011101
1010010110010100,011100110
1010000101101101,110111001
0100111111100100,100110001
1110100001001111,100100001
0010010110011111,101110011
0000100100001001,000001001
1101111111000110,011110101
0010100001011111,011100001
1011111111010101,000101011
0010111110011010,101100101
1010010000111000,100000100
1100101100000001,110010101
0010001011101101,110111110
1111001011001100,010000010
1100001101010111,101101011
0001110010010011,100000001
0110111100110011,010000111
0001111111010001,110000011
0110111100111110,010011101
1000110010000011,010011110
1011000011110110,001111100
1110110001111001,101010110
1101010100111010,111000001
1000100001000111,110011110
1011100010010100,011000100
1110101110110110,001000101
1111100000001101,111100110
0100011111000011,101001011
0000111111000100,110010001
1111000100000100,111101010
1011100001111011,110111110
1000111110101110,011001101
1010001011010111,000011001
0111110100001001,011100101
0100010011100110,100100010
0001011000010010,000011010
1101000110011110,001000001
1101101011110111,010100101
1110000101000000,100100010
1101000111010110,011011110
1110011101001011,100111011
0101100100111111,011010011
0010011101110111,010010111
1011001000100100,100011100
0101010010110001,111011010
0110100010100110,110111100
0011111001101110,010011110
0111100001101001,001011010
1001110000010001,100000110
1110001110001100,000111110
0101010100001101,010110101
0100101110010000,110110110
1100111100101100,111001001
1101100111111100,010110110
1110010011101110,011110010
0111011100110100,010110001
1010111011111010,001010110
0000000011100101,111001010
0000100000001001,000001010
0010110110111000,100010110
1100110010110010,000000010
1100001101101001,100110101
1000110000010110,100110010
0101111100000010,010111001
1001110010011000,010010100
1011010010100010,010011100
1110011010010011,000011001
0011111110110001,100100011
0111111111100000,101000001
1000100110001000,010001010
1100110111000001,011011001
0110110111001111,100101011
0101000011010111,101011110
0000011101001110,010010101
0001100010011111,100010001
0011101100001000,001101110
1111100110000000,000001010
1011010110100010,010011110
0010111011111000,110010010
0110111110100100,110110001
0001111001011101,010011001
1101000000111001,111001010
0111110011101000,101010100
1110011110001011,000111011
0110110011100110,101110010
0111101010011111,111010101
0101001110101001,111110101
0101100010100001,111110010
0110111100110000,010000001
0010110110101000,100100110
1011001101010100,111011110
1100100101000001,101010001
0001101000000001,000110110
0010111100001101,001001011
1011010001111101,110101110
1101100110000100,001111010
1010010001011111,111110001
0111000101101101,001000101
0111100000111011,010111110
1011010000011010,101000010
1110110110001010,000100001
0000101111100011,111010011
0001001001001100,010111100
1111010111100001,011011001
1001101000010010,100001010
0000101001000011,010010001
0101101110000110,110111001
0001100010110010,101001100
0000001010011101,100111110
1011100101000000,111110010
0011010010101011,100000001
0001000011100111,111101110
0111110110110010,110100001
0110111100110100,010001001
0000001101011011,010110011
1100010010011111,001110001
0101010011110011,100111110
0101001001110010,000110010
1111000001110111,101111110
0000011111000111,110000111
0101110100000100,010110110
0101010111011111,101001011
1111100010111011,001111110
0100001101001111,001011011
1101000100011001,110001001
0101110010000111,110110001
1010011100000111,101000111
0100001101000101,001001101
1011010111110100,001110110
0010110010111100,100011100
1001001110101010,011110001
0010111001010011,011111001
1011000000001010,101110100
0011100011001101,111100110
1111110011101011,011010001
0100000110100110,111001110
1011100010011110,011010010
0110001011111110,101000110
0101010110000101,110100101
0101100100001100,010100110
1000001001101001,111010110
1101110110011110,001011001
0000011110010101,100100011
1100001000111101,111111110
0011111000011100,001011010
1011011111001001,000000011
0100101010101110,111000110
1100010010100100,000100100
1110101101000101,100111101
0001011011000001,110101110
0100100100011011,010101101
1100111110101101,000101011
1101010001101100,100001100
1000110001010011,110111110
0100000011000110,101001100
0011010110111100,100101110
0011011111110101,110110011
0010010110110101,100010101
1101101001000110,101111010
0100100011110110,100000010
0101101101110001,000101101
0110011111010111,100010111
0000010101000000,010001010
0100010001010111,001100001
0010101000000010,001010010
1010000010111110,010000010
0111111100011001,011010011
1010001010011001,011110110
0111011010000000,111101100
0010110001100001,010111010
0110111001010011,000000101
0101101100000010,010110001
0100110111010110,101110001
0110000111101100,101111010
0111010110001001,111111001
0111001010011111,111000101
1100001100100001,111000101
0000110110010001,100111001
1110111111010111,010001111
1000011001000100,110000010
1100111000001000,110000010
1001111111011101,001011011
1111001111000110,010011001
1010101011010110,000000110
1010101111110100,001000001
0001111011000110,110110110
0100000101011101,001111001
0110000111001010,100110110
1100011000010000,110101100
0100100000001011,010001110
1011100101101111,110010011
0110010010000010,111001100
1011100010111100,010110100
1011010010110111,010110001
0110000011111110,101000010
0111101011110000,101101100
1011111101011000,111010001
1111000110011010,000101110
0000001100111101,001111101
1000011100011110,100110101
0000001110110111,101101011
1000010100111111,101110011
0101011010011001,110000001
0100000001110110,000011100
1001001011010011,001010001
1010100000100010,100110100
1011011010110111,010110101
0001111010101000,101100010
0101001011111001,100101110
1100000111011100,011111010
1000110111000100,001010110
0000011001101011,011011001
1011101001001010,111101010
1001010110010010,010011110
1010001111010100,000011110
0100100000011100,010100100
0111010000101000,010000100
1010001111110000,001010110
1101010100010111,110010011
0001011000100010,001101010
1001110010011101,010011110
1001001110010111,010011011
0011111110000001,101111101
1101100001001110,101100010
0000101100101111,001000111
0000110011001110,110001010
0110101111011111,100010111
0101000011111101,100100110
0011110001010110,011001010
0011010111011010,111000001
0101001001111100,000100010
0001101110101001,101101101
0101100101111010,000111110
1100000010000110,001001100
1101101001000111,101111001
0110111001100111,001110101
1001000010010000,010010000
1011001100001010,101110001
1000111110001110,010001101
1010101010101010,010101010
0111011000100000,010011100
1101000000100001,111100010
0000000101100000,011000010
1000011000111010,101111010
1011001110101111,010000111
1000111000000000,100011100
1100011001100010,100101010
0110001101000101,000101101
1101101111010010,011001001
0011010101100100,010010110
0100111101101111,000101111
0011110110010001,101000101
0001010101100001,011101001
1001100001101010,111101100
1001001011101001,000001110
0011100001101101,010010110
1110010011110100,011010100
1000100000000000,100010000
0000000110000010,100000110
1010001010101001,010110110
1011110111101011,001010011
1101110110011100,001011110
0000110101110100,011110110
0101111100010000,010000001
1011111100101100,100011001
0000100110001110,100000001
1100111010001011,001000101
0100111001000001,001011110
0111100101001011,000011101
0110000111001101,100111001
0010010101000011,011001101
0001001000000011,000100001
0000000001011111,010111110
0000101001010101,010111110
0100011010010001,110101110
1100011010100010,000101010
1011111101010100,111001001
1100101111011010,011101001
0111001111001101,100000011
1010000100001100,101011010
0010101111010100,111111110
0000000101100001,011000001
1110011001010010,100011010
1100101010011111,001100101
0001001000110010,001010010
1111110010001011,000010001
0010000101111010,010001110
0001001101101000,011110110
1011010010101010,010000010
0010001110110011,100010011
1111101011011000,010111100
1101110001100111,100001001
1111110011000100,010001100
0001011110010111,100010111
1111010010111111,001101001
1111100001110011,101101110
0100000100110101,011101001
1010010110011000,011111010
1111111011000111,010001101
1001011111111110,000101101
0111101000010001,011001110
1000101111010110,001111001
1101110010000110,001110010
1101100010011011,001011110
0000010000010010,000101100
1111010111101101,011001101
0100100111101000,100101010
1011101001100001,110001110
0110010001111101,001001110
1011000001101100,110000100
0101000000100011,011100110
1110100011111000,011011000
1010110001000101,111010110
1110001000111000,110001100
1001110010111100,011011100
1000010110010001,010101001
0011101100010001,001001101
0001111010001001,100100001
1101101110101110,000010101
0010000110101011,100110101
1001111010010111,010001101
1011000110111011,010101101
1000001001111110,111111010
0000000001100011,011000110
0101100011000000,101110000
0101011100110100,011010001
1011000010101101,010000110
1111011111010110,010110101
1111010100011000,111000110
0101000001101010,000001100
0010011110101111,100110111
1101111000011100,110011010
1001010100110011,101011101
0111111010101101,110011001
0101100110100110,111111110
0011100111100001,110001001
1100101011100101,010111110
1111001001011011,100101001
1110101100101000,110101110
0110011000001011,011011001
0111110011100101,101001110
1111011100001011,111111011
1000101100010110,100111001
0010110000100110,000110010
1000010110100000,011001010
1110010111010000,010011010
1011001101111101,110100011
1001010100110100,101010110
0001110100001000,000100110
1000100101110100,111111010
0000110111100110,111010001
0010110100010101,001110101
1100000101011001,101110001
1011111011101000,001010010
1110000001011101,100000110
1011100100100010,100001110
0101001100101111,011111011
0101110001001100,001101100
1011101010001100,011100010
0111101000001110,011100110
0100000000000011,010000110
0010110100100111,000110011
1010000100000100,101001010
1111100010110100,001100100
1011111011010101,000101001
0101101101001000,001101110
0000010101001000,010011010
0011001110101101,100000011
0001000100001000,000110010
1001010111110010,000111110
1110011100000100,111000001
0110110111111010,101010001
0101110101110011,000100011
1111111001101000,101010010
0110011101011000,000000001
1101101010111001,000111110
0101100100111100,011010110
0011110011010010,111000010
1110000010010001,000010010
0101101010001010,110101010
0110010010000111,111000001
0000011100000000,000001110
0011000110101001,100001001
0001010000000100,000100100
1000001010110100,011101100
1101000101000010,101100110
1000100101011001,110101001
1000001010101111,011011001
0011011100001011,001111011
0001111110010010,100000101
1011000101110111,110111101
0110011000000100,011000010
1000001001110110,111101010
0101110001110011,000100001
1101100001000110,101111100
1000000110001001,010010001
0111110001010111,000101001
1000010000100000,101001000
1100101101101001,100101101
1001000001001101,110111010
0011101010111110,100110110
1110000010111110,001000010
0010110110100101,100110101
0110111000100001,010111110
1101010011010100,011010100
1100000000010100,110101000
0011010110100001,100011001
0000111010100100,101010010
0000000101000010,010000110
0110001110110100,110011110
0110010111011001,100000101
0101001000101100,011111100
1001000111110000,000110010
0111100011001000,100011000
1000110111000111,001010011
1011111100101101,100011011
0011110001000100,011110100
0110111100101010,010100101
1111101000100010,110001010
0010100101010110,011111110
0101100101100100,000000110
0101101100111110,011010101
0111101010000110,111111010
1101001110101000,000001110
1100011110011001,001111101
0100110111100100,100110110
1100101001101110,100100110
0111111100011000,011010001
1111100000110100,110100100
