task,method,fraction_basis_points,expected_trials,missing_trials,successes,semantic_recovery_successes,semantic_recovery_rate,wilson95_low,wilson95_high,mean_held_out_exact_accuracy,mean_held_out_bit_accuracy,median_gate_count,median_description_length
add-one,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493882,,1
add-one,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493715,,3
add-one,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493705,,5
add-one,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493911,,8
add-one,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493704,,13
add-one,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.492130,,26
add-one,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493415,,51
add-one,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493766,,102
add-one,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493882,,1
add-one,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493715,,3
add-one,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493705,,5
add-one,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493911,,8
add-one,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493704,,13
add-one,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.492130,,26
add-one,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493415,,51
add-one,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493766,,102
add-one,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493882,,1
add-one,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493715,,3
add-one,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493705,,5
add-one,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493911,,8
add-one,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493704,,13
add-one,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.492130,,26
add-one,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493415,,51
add-one,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493766,,102
add-one,grammar-evolution,500,20,0,20,0,0.000000,0.000000,0.161125,0.036078,0.513098,6,3
add-one,grammar-evolution,1000,20,0,20,19,0.950000,0.763869,0.991119,0.952964,0.978340,24,5
add-one,grammar-evolution,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493882,,1
add-one,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493715,,3
add-one,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493705,,5
add-one,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493911,,8
add-one,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493704,,13
add-one,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.492130,,26
add-one,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493415,,51
add-one,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.000000,0.493766,,102
add-one,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-one,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,24,5
add-xor-x,legacy-registry,500,20,0,2,0,0.000000,0.000000,0.161125,0.058824,0.598431,17,3
add-xor-x,legacy-registry,1000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,2000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,3000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,5000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,10000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,20000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,legacy-registry,40000,20,0,0,0,0.000000,0.000000,0.161125,,,,
add-xor-x,mdl-enumerator,500,20,0,20,0,0.000000,0.000000,0.161125,0.178431,0.624863,4,3.5
add-xor-x,mdl-enumerator,1000,20,0,20,12,0.600000,0.386582,0.781193,0.764229,0.915494,21,5
add-xor-x,mdl-enumerator,2000,20,0,20,19,0.950000,0.763869,0.991119,0.978088,0.993705,21,5
add-xor-x,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.062745,0.506431,,1
add-xor-x,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.506047,,3
add-xor-x,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062948,0.506335,,5
add-xor-x,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.505565,,8
add-xor-x,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.062140,0.506214,,13
add-xor-x,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.063261,0.506000,,26
add-xor-x,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.058780,0.504683,,51
add-xor-x,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067532,0.509675,,102
add-xor-x,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.062745,0.506431,,1
add-xor-x,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.506047,,3
add-xor-x,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062948,0.506335,,5
add-xor-x,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.505565,,8
add-xor-x,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.062140,0.506214,,13
add-xor-x,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.063261,0.506000,,26
add-xor-x,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.058780,0.504683,,51
add-xor-x,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067532,0.509675,,102
add-xor-x,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.062745,0.506431,,1
add-xor-x,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.506047,,3
add-xor-x,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062948,0.506335,,5
add-xor-x,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.505565,,8
add-xor-x,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.062140,0.506214,,13
add-xor-x,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.063261,0.506000,,26
add-xor-x,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.058780,0.504683,,51
add-xor-x,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067532,0.509675,,102
add-xor-x,grammar-evolution,500,20,0,20,0,0.000000,0.000000,0.161125,0.178431,0.624863,4,3.5
add-xor-x,grammar-evolution,1000,20,0,20,12,0.600000,0.386582,0.781193,0.764229,0.915494,21,5
add-xor-x,grammar-evolution,2000,20,0,20,19,0.950000,0.763869,0.991119,0.978088,0.993705,21,5
add-xor-x,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.062745,0.506431,,1
add-xor-x,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.062648,0.506047,,3
add-xor-x,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.062948,0.506335,,5
add-xor-x,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.063105,0.505565,,8
add-xor-x,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.062140,0.506214,,13
add-xor-x,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.063261,0.506000,,26
add-xor-x,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.058780,0.504683,,51
add-xor-x,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.067532,0.509675,,102
add-xor-x,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
add-xor-x,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,21,5
and,legacy-registry,500,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,1000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,2000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,3000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,5000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,10000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,20000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,legacy-registry,40000,20,0,0,0,0.000000,0.000000,0.161125,,,,
and,mdl-enumerator,500,20,0,20,1,0.050000,0.008881,0.236131,0.312353,0.734118,0.5,1
and,mdl-enumerator,1000,20,0,20,18,0.900000,0.698966,0.972134,0.930830,0.974704,4,3
and,mdl-enumerator,2000,20,0,20,19,0.950000,0.763869,0.991119,0.961355,0.983068,4,3
and,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.316667,0.750294,,1
and,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.316008,0.749802,,3
and,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.315936,0.749502,,5
and,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.317944,0.750403,,8
and,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.316255,0.750051,,13
and,abc-dont-care,10000,20,0,20,0,0.000000,0.000000,0.161125,0.313043,0.748315,,26
and,abc-dont-care,20000,20,0,20,0,0.000000,0.000000,0.161125,0.316585,0.749756,,51
and,abc-dont-care,40000,20,0,20,0,0.000000,0.000000,0.161125,0.315909,0.749188,,102
and,robdd,500,20,0,20,0,0.000000,0.000000,0.161125,0.316667,0.750294,,1
and,robdd,1000,20,0,20,0,0.000000,0.000000,0.161125,0.316008,0.749802,,3
and,robdd,2000,20,0,20,0,0.000000,0.000000,0.161125,0.315936,0.749502,,5
and,robdd,3000,20,0,20,0,0.000000,0.000000,0.161125,0.317944,0.750403,,8
and,robdd,5000,20,0,20,0,0.000000,0.000000,0.161125,0.316255,0.750051,,13
and,robdd,10000,20,0,20,0,0.000000,0.000000,0.161125,0.313043,0.748315,,26
and,robdd,20000,20,0,20,0,0.000000,0.000000,0.161125,0.316585,0.749756,,51
and,robdd,40000,20,0,20,0,0.000000,0.000000,0.161125,0.315909,0.749188,,102
and,sat-cegis,500,20,0,20,0,0.000000,0.000000,0.161125,0.316667,0.750294,,1
and,sat-cegis,1000,20,0,20,0,0.000000,0.000000,0.161125,0.316008,0.749802,,3
and,sat-cegis,2000,20,0,20,0,0.000000,0.000000,0.161125,0.315936,0.749502,,5
and,sat-cegis,3000,20,0,20,0,0.000000,0.000000,0.161125,0.317944,0.750403,,8
and,sat-cegis,5000,20,0,20,0,0.000000,0.000000,0.161125,0.316255,0.750051,,13
and,sat-cegis,10000,20,0,20,0,0.000000,0.000000,0.161125,0.313043,0.748315,,26
and,sat-cegis,20000,20,0,20,0,0.000000,0.000000,0.161125,0.316585,0.749756,,51
and,sat-cegis,40000,20,0,20,0,0.000000,0.000000,0.161125,0.315909,0.749188,,102
and,grammar-evolution,500,20,0,20,1,0.050000,0.008881,0.236131,0.312353,0.734118,0.5,1
and,grammar-evolution,1000,20,0,20,18,0.900000,0.698966,0.972134,0.930830,0.974704,4,3
and,grammar-evolution,2000,20,0,20,19,0.950000,0.763869,0.991119,0.961355,0.983068,4,3
and,grammar-evolution,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,grammar-evolution,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,grammar-evolution,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,grammar-evolution,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,grammar-evolution,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,memorization,500,20,0,20,0,0.000000,0.000000,0.161125,0.316667,0.750294,,1
and,memorization,1000,20,0,20,0,0.000000,0.000000,0.161125,0.316008,0.749802,,3
and,memorization,2000,20,0,20,0,0.000000,0.000000,0.161125,0.315936,0.749502,,5
and,memorization,3000,20,0,20,0,0.000000,0.000000,0.161125,0.317944,0.750403,,8
and,memorization,5000,20,0,20,0,0.000000,0.000000,0.161125,0.316255,0.750051,,13
and,memorization,10000,20,0,20,0,0.000000,0.000000,0.161125,0.313043,0.748315,,26
and,memorization,20000,20,0,20,0,0.000000,0.000000,0.161125,0.316585,0.749756,,51
and,memorization,40000,20,0,20,0,0.000000,0.000000,0.161125,0.315909,0.749188,,102
and,oracle-expression,500,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,1000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,2000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
and,oracle-expression,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,4,3
max,legacy-registry,500,20,0,1,0,0.000000,0.000000,0.161125,0.117647,0.529412,28,4
max,legacy-registry,1000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,2000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,3000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,5000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,10000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,20000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,legacy-registry,40000,20,0,0,0,0.000000,0.000000,0.161125,,,,
max,mdl-enumerator,500,20,0,20,0,0.000000,0.000000,0.161125,0.529412,0.749020,0,1
max,mdl-enumerator,1000,20,0,20,10,0.500000,0.299298,0.700702,0.764822,0.879447,13,3
max,mdl-enumerator,2000,20,0,20,14,0.700000,0.481027,0.854523,0.864542,0.947410,22,3
max,mdl-enumerator,3000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,mdl-enumerator,5000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,mdl-enumerator,10000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,mdl-enumerator,20000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,mdl-enumerator,40000,20,0,20,20,1.000000,0.838875,1.000000,1.000000,1.000000,22,3
max,abc-dont-care,500,20,0,20,0,0.000000,0.000000,0.161125,0.003922,0.382892,,1
max,abc-dont-care,1000,20,0,20,0,0.000000,0.000000,0.161125,0.003755,0.382806,,3
max,abc-dont-care,2000,20,0,20,0,0.000000,0.000000,0.161125,0.003984,0.382918,,5
max,abc-dont-care,3000,20,0,20,0,0.000000,0.000000,0.161125,0.003629,0.381552,,8
max,abc-dont-care,5000,20,0,20,0,0.000000,0.000000,0.161125,0.003498,0.382716,,13
