input,output
11111000100100,1011000
11101000101010,1100100
00111100011111,0000001
00101111110010,1011001
00100011100101,1111000
10111110101111,1100000
00010100001001,0000010
11111011110110,0001010
00010011010101,1011000
00011000011001,0010110
00100010110100,0111010
11000111111010,0010110
10001111111001,0100010
10110110110001,1110010
10100001011100,0001100
01010111101110,1111010
11010001010110,0101010
00110010101111,0111010
11110101100100,0011100
10000110100010,1111110
01100110110111,0000100
00100111001110,1101010
00000111110101,1001000
00111101001000,1100110
11010111101100,0000101
00001101110100,1001100
01001100011010,0110000
11101001110111,0000011
01010010100110,0001100
01101101010000,1000110
10101000111011,1001101
00101011100111,1111100
01101010001111,0100010
01000001001010,1110010
11100111111100,0001001
00011001111110,1110010
01001111110010,1101001
11100001010001,0111110
10101111100100,0100011
01000010100000,0000001
10010000111101,1010101
11110111000111,0100000
10110000100001,1010110
11010000010111,1001011
01000100001100,0101000
11011101001000,0100110
00000111001000,1110101
10001111010101,0011100
01100010001111,0100110
01100010000010,0110010
00101101110001,1100100
10010011111000,0101110
01010000000010,0110100
10000011011110,0010000
10111100001110,1010000
11010110101111,1111000
01000011011111,1101110
00101010011101,0001000
00110010100100,0101110
00100010110000,0111110
11001101111010,0010000
00100100100010,0100000
10100101011011,0001001
10111001111101,0100001
11101001011001,0110110
00100001100000,1000000
01011111011000,1011011
10110001100111,0110011
01110010000000,0111001
00010010101111,0100110
10101111100010,0100101
10000001001110,0001110
10011011011001,0011000
00010101001001,1000010
10000000001001,1110001
11000111000100,0100101
00110101010100,1110100
11010000100001,1110110
11011100100100,1001010
11000011110101,0010100
01110011000001,1011000
10111101110101,0101100
11011011101011,0000100
00000110000000,0000011
01000101011010,1101000
10110101111111,0100101
11010010000100,1101110
01111011101100,1100001
10011110011010,1011001
01010110001101,0100100
00101001100001,1111010
11110101001001,0101100
10111001100001,0110010
11100010101110,1011000
01000110100101,0000100
01101010001000,0111001
01000011100001,1000000
01010010001100,0100110
01111011100101,1101000
00100000011000,0001000
00110010011110,0000100
10011100011100,1011100
10001101001100,0001100
10001101011011,0011110
10001001000011,0000101
11001001111101,0011001
01110010001011,0101100
11010101100001,0001100
01100110100110,0010110
00111111101011,1000100
11111010001111,1001100
00001000000100,0000000
10110101001101,0011010
00100111001101,1101000
11010010000101,1010000
01101000111101,0001001
11011010110000,1010101
01100101111001,1001010
10100000100111,1011011
00110111001000,1100011
01111011101101,1100000
01111010111111,0000010
11011100101001,1111000
00110001110010,1101100
11111101011001,0111000
11000010110001,1100000
00001011010011,1010100
11011010110001,1010100
01110011110010,1110010
00111010101111,0111100
00010111101101,1011000
11111110000001,1111110
01100110110010,0000001
11101010100011,1101000
10001011100101,0100000
01000111110111,1010100
10101100111000,1110010
01011110101110,0000001
00001000010101,0010001
10000010100010,1111100
10001101100001,0100100
10010110110111,1011000
01101110100100,0010011
01000101001001,1110010
00000010001100,0001010
10101010110101,1000000
00011111111111,1110000
11110011100001,0011000
11011101110010,0010100
10010100110110,1011000
00001000000011,0000101
11111000101011,1101001
11110000000000,1111000
01010000100000,0001000
00000111001101,1110000
00110111101101,1000100
00001001000101,1000001
10111000111110,1000010
11001010010010,1111010
11001101100110,0000000
10011101110001,0111000
01111010110001,0001100
00111100111011,0100110
00100110001111,0010100
00011000100001,0101010
00111111111110,1011110
11001111101100,0001101
10100101101100,0101000
11111001011010,0111000
11010000100100,1110000
10111101000111,0010110
01101100110101,0000010
01101110000011,0110100
00110001011101,1000101
10100011100101,0111000
01111110110110,0001001
00001011111000,1000001
11110111001001,0110010
01010000010101,0101001
11011011000110,0101010
01010001011001,1100001
00111101111001,1100100
01011000110010,0011000
01110110001001,0110010
11110001011001,0111110
01100110010111,0111000
11100000110101,1111001
11010100100110,1110000
10000011000001,0000000
11110111110001,0001010
11101010000001,1110100
01101100111100,0001100
10011110000000,1001111
10000111010101,0011000
01011001001001,1111010
01101011100011,1011000
01101111111000,1110011
00001001011111,1011011
01010101100111,1001001
00011110011101,0011100
00101001000001,1011010
01011010000100,0101001
10000001001101,0001101
11010011001011,0111100
11011011110100,0010001
11000110111100,1010001
00010101110001,1111100
11010010111010,1011100
00101100001011,0010110
01001110110101,0011100
10011101100001,0101000
00110010111111,0100110
11010101010000,0110010
01001100001111,0110001
10100001111100,0101100
10011010011011,1100100
01001100111001,0011100
10010010111111,1010110
00101001110001,1100110
11111011101011,0011000
10010000101000,1000000
00100011011010,1110100
00010111100001,1010010
01010100011100,0111000
01100000101101,0010101
10010000010111,1101011
00111101110001,1101000
01010100110011,0011110
10101101010011,0000110
10011101010101,0011100
01110110011010,0100001
11100100111001,1110010
01001101100000,1111010
10011101100111,0101110
10011110001001,1000110
10001010010111,1100010
11001011010111,0100010
10101111111100,0110101
00101100010011,0000110
01111001101011,1011001
11101001111101,0001001
11010011110001,0010000
00111011101001,1000100
00000110001110,0001010
00111010100000,0101101
01101010010111,0111100
01010001000001,1110110
10101010000011,1101000
00110100100010,0101000
11011100010100,1110010
11101000011100,1010000
00101001000000,1100100
00011111000010,1110101
11010111011100,0111001
00110010010110,0001100
11101101100001,0011000
10101100001111,1100001
00111001001000,1100100
11111111101000,0010111
11110011110000,0001001
01010010110110,0010100
01100010110100,0000110
01000100101010,0001000
01000001010110,1100110
00100111110111,1100100
00101111111110,1010110
00011111111101,1001100
01111010011110,0100010
00101110010111,0000000
00011010001010,0000110
11000001110110,0010110
01011011100100,1110001
11111100000011,1000010
00010110001001,0000010
01100111001100,1011001
11111000011000,1100100
00011111000100,1110011
01001101000010,1000100
01101101111001,1001100
11000111111000,0010101
10011000110110,1011100
11111001010001,0110010
00000111011101,1100000
00010011101000,1011110
00110000110110,0101010
11110011101100,0010110
11111111001011,0110100
10101000000000,1010100
11101011101001,0011000
11110101101010,0010000
10100111010001,0000010
10011000111000,1101000
00111010000110,0011010
00011001110010,1111000
10100100011010,1110000
01110001101101,1011001
01001101001110,1110000
11101110010001,1100110
00001011111110,1000100
01101010011100,0101110
10101100010011,1111010
10111000010111,1110101
11100111011110,0101010
01000111000110,1000110
01100010011010,0101100
01001111011110,1010110
01000111100101,1111000
01000011001101,1110100
00100001001010,1010010
11101011100101,0010000
10101111010111,0000000
11011010110010,1010110
01001010101111,0001010
11011100010110,1110000
10010101001111,0000101
01011110010001,0110110
10011111010100,0010011
00010100011001,0010010
00001011111101,1111000
10101010100111,1011100
10111101000011,0010010
00010001000111,1001011
01011110100011,0001100
10101111110101,0111100
01001011000001,1000100
10010100000011,1110110
01101111001011,1011000
00001100101010,0110000
11011000110100,1010000
11010111010001,0110010
00111010010001,0001100
11100000111001,1110001
01001110101010,0001001
11101001110010,0000100
01001001100100,1000000
10100100010110,1111000
11101110100000,1010111
10000101110100,0101000
10110101011100,0000100
11101010001110,1111100
10001111010100,0011101
01100100111110,0001100
11100101000011,0101110
10101011000000,0010101
00110101001101,1011010
11001001111001,0011110
01111100110010,0001100
00011101000110,1110000
11000111100110,0000110
10010100111110,1010100
00001101111101,1111010
11100100010100,1100100
01000111011100,1010001
10100101110011,0100001
10101101000110,0010000
00001100010111,0010001
01111111101111,1100000
10000100001110,1110100
10100010010101,1111000
00010110111101,0101000
10100011111011,0101010
00110001010100,1001000
01000001100110,1000110
00101101110110,1100000
11100110110011,1000000
01101101100000,1100110
01110001101000,1100000
00000001011011,1011011
00010111101001,1011100
11111100101101,1101100
11000100100010,1000000
10011101000111,0001110
10011111000110,0001001
01010000101001,0000001
11000010101000,1001110
01110001000010,1100100
01010001100000,1110000
01000101111110,1011100
11010011010000,0110001
10100111110001,0111100
11101101011000,0101010
01010110111001,0011100
01001111000110,1000001
10111010111111,1000010
01100101110101,1000110
11110000100010,1100100
01011011110100,1100001
01010010010111,0101010
01010000110100,0011000
00000101101011,1101001
00010011110001,1000000
01111110001100,0110011
00011000001010,0000100
11010100111001,1100010
00101100111111,0101001
00101110011110,0001110
00011011110000,1000101
00010001101000,1100000
10100100110000,1111100
10111000010101,1110110
10010110010111,1101000
11011001010101,0101110
01100011100011,1011100
00111101011000,1111010
10000100011100,1010000
01100110101101,0011000
01011101101000,1111010
10000000000111,1111011
01011001000100,1001000
01110111111010,1111110
11101110001000,1111011
10010111001011,0000000
10110000001010,1101100
10101010010110,1000010
11110011101010,0010010
11101011000010,0110110
00111101101101,1111100
01111000111101,0000001
11001110000011,1100100
10111001110011,0101001
01001010100111,0000010
10110111001101,0010100
01000101010110,1100100
11110000111100,1111000
10010111011001,0011100
10100010111010,1110100
11111010010010,1101110
11100110110110,1000110
11111010010000,1101101
11001100100110,1000000
01111111110001,1110110
00010111010101,1100100
10111101110110,0110000
01110111100111,1010000
01111010100100,0011001
01011111001110,1000001
10001000101010,1001100
00000111000111,1000100
00011000010000,0010100
01100101000011,1101110
01111000100111,0010101
10011011001110,0000010
10010001100010,0101100
10001001010100,0010000
01111110000101,0111010
10111011011000,0000101
10111010110001,1110100
10110011000001,0011000
11010001110001,0011110
00000001010111,1010111
00110000001001,0011110
10101000110010,1000100
11011010001110,1100010
11111010111111,1111100
10111001101110,0111100
00011110000110,0001001
11010100110100,1010100
11110010011010,1100010
01101100101101,0010010
11101111001000,0111011
11110101011101,0111010
10001101000110,0000000
10000000010110,1100110
00101010100011,0111000
00000101001000,1110100
11101100101000,1011010
00101111001110,1101110
00100101100101,1111010
00001110010101,0011100
11111101011111,0111110
11000000010000,1000000
11010001110111,0011011
10011011011111,0010010
11100110011110,1101010
00001011100010,1011010
01101100100101,0011100
11010101111110,0010100
10001001001010,0001100
00101011101011,1110100
10101000010101,1111110
01100011111110,1110000
00101011000111,1011100
00010100010010,0010000
01100100001110,0100100
11010101001110,0111000
00110101000111,1010001
00010101010000,1100010
00010001111111,1110111
01001000001011,0110101
01101101100010,1100100
10111001001100,0010000
10000000010001,1100001
10100000010111,1111011
10110001100011,0110101
01111111001001,1010110
11111100110110,1001000
01101011000000,1010101
10011101010011,0011010
11011001111000,0011000
01101111100101,1100010
10100101000001,0011100
10101010101001,1101000
11110010010011,1010100
01101111000001,1010110
10101110001110,1011110
01111000111110,0000010
00111000011001,0000110
11110110101101,1010100
10111111000010,0011101
00001000010001,0010110
01101111000000,1010111
10010000011111,1100111
01101111001001,1011010
00100000110101,0100101
00101111111100,1010101
01001100110000,0011010
01101000101010,0010100
01100011110101,1000100
01011100010110,0110000
11010011111000,0011110
10111010100100,1101001
00001110010000,0011011
11101010110011,1111000
11111001101100,0010000
10001101001001,0001100
10110100110000,1110010
00000111111001,1000100
10100011010010,0000010
01101010000000,0110101
00001110101110,0110110
01110000000100,0100000
01011000111110,0010010
10000000101100,1001100
00110001000100,1010000
00010010001010,0000010
11000001111111,0011111
10000100011011,1101001
11010111011000,0111101
00110101000100,1101100
00100111001001,1101100
00000101110110,1110100
00001000111110,0111010
10100101111000,0110100
11011100101100,1000010
11000011011001,0101000
00001101000011,1000110
01010110010110,0110110
11110000110110,1110010
10110011100010,0101010
00001100000000,0000110
01010001101010,1000010
00110011101111,1111010
10101000001001,1100110
11110000011001,1011110
10111100111000,1111010
01110110000011,0111000
00010011000000,1110001
11100101001001,0100010
10000100100001,1000010
11000001110100,0010100
01000100101011,0001001
11101010010000,1100101
10101000001000,1011000
00011000010011,0011001
10010111100100,0110101
11000100100111,1111001
10001011000110,0000010
00000101101111,1101101
01111011001110,1010010
00111000110010,0101000
01100000100000,0010000
01110000110010,0001100
00101001001011,1010101
01101001000110,1101100
10111111001101,0010010
11101100000101,1001100
11001111110111,0010000
01111111001111,1010000
00001111101011,1010000
00101101010010,1111000
10000110000100,1000101
00100010110010,0111100
10100111001111,0010100
00101011001001,1101000
11110111000011,0111000
00111011101000,1000101
00000111010100,1101001
01110011110101,1001000
00101111011011,1110000
11011111100100,0001011
10100001110010,0100010
11100100011111,1010101
11011010011101,1000000
11111101100011,0010010
11010111110100,0010101
00011001101010,1100100
00101010000101,0010000
10001011110111,0110010
10101001010010,0000100
10011110101010,1111001
10110100010011,1110110
00100110110100,0111001
10100101111010,0101000
10011011001000,0000101
01100100100110,0011000
10000010010001,1100000
01011000001000,0100100
10100001111011,0101011
11011110011001,1111010
00001110110011,0101000
11110101011001,0111100
01111011100111,1010100
11100000010011,1011101
11001101011001,0101100
10111111011100,0000011
01101111110111,1000000
11000100000001,1011100
00001001101010,1101100
11000110100010,1000001
00111110010010,0001101
11110111101001,0010010
00010011001100,1111010
11011100001010,1100100
10000111011010,0010110
11100111011100,0101001
11010001000110,0110010
10110101100001,0110100
00011101100110,1010000
00111101101010,1000100
10001011010001,0011000
00000100000011,0000001
11101000011010,1010100
01100110100101,0010100
01000000000001,0111110
11010110011001,1111100
01100010001001,0100000
01101001001111,1100011
10001011101010,0110010
10010011110010,0100010
01110001100111,1010011
10110010001001,1010000
10000000001100,1110100
00011001001110,1000010
10100000011000,1110000
01011101011011,1100110
10100110100010,1100001
11110001001110,0101010
00000100001101,0001110
00001100101011,0101110
10101110101111,1010000
10001100000011,1111010
00111110000110,0011001
00000101000000,1111100
01101010111001,0001000
01000110010010,0111110
11001010001001,1101000
00110001101111,1111011
00000101011111,1011101
00111000100000,0101100
11110001000111,0100011
10011010011101,1100000
00111111110100,1010011
11000000100000,1000000
10001100100011,1000110
10010111101100,0111001
10101111000110,0010001
10110111110000,0110011
10011101101010,0111000
11011111010101,0110010
11000011111001,0011000
00011100000000,0001110
00001000010000,0011000
00001001100111,1100011
11001111111100,0010101
10010101010110,0011000
11000111100101,0000100
10111000111001,1000110
00000101111100,1000000
11110100111110,1111000
11001100100101,1111100
11010010010000,1110001
10100110011010,1001110
01111011001000,1010101
00101011100110,1000010
00101000111101,0101001
00110100011010,0000000
00100100101010,0110000
11100110100011,1010000
11101001011011,0110101
11010111010101,0110100
11011001011101,0100001
00000000000100,0000100
00110010101110,0100100
00001000010011,0010101
11100110111001,1001100
01111111110111,1110000
01111111100110,1101001
10001110010111,1100000
10010000001111,1111011
11001111110100,0011101
10101001011111,0001011
10011011111001,0101000
01011001000001,1110010
10100001011110,0001110
01111010100111,0010100
10011001101110,0100010
10110000100101,1010001
11100011010111,0111010
00000000100110,0100110
10110001010101,0001001
11000010101110,1001000
01100011100111,1011010
10110010101101,1011000
00101010111010,0110010
01100001100110,1011010
11000110001101,1101000
00110100101101,0111010
01010110111110,0011010
00110101100110,1110000
01110001010000,1001000
01101100110011,0000110
10010101000001,0001100
00000010100010,0111100
01110001110101,1001001
10011011110001,0100100
00010101110110,1111000
01001101000011,1111010
10111011110010,0110110
01101001110010,1000100
00010011100111,1101010
10101101010101,0000010
11101101111010,0001000
10110100100110,1010000
10000011001010,0001100
11000010000100,1100110
10110001111000,0100000
10001001000010,0000100
01001100000000,0100110
00011110100110,0110001
00101000010111,0000011
10111101011111,0000001
10111001110111,0101101
11100110011101,1101000
10111001100110,0110100
00010110111100,0101001
01101010111010,0001010
00000101100000,1011100
00000101011101,1011110
10010000011100,1100100
00010010111110,0101000
10010010101000,1111110
01111000100100,0011000
00101010000000,0010101
01100001100100,1011000
00000000010110,0010110
01000011010111,1100110
11101110100010,1010101
01100000001010,0100010
01100001010110,1111010
11100100110011,1111110
10100101010011,0000001
11010101011100,0111000
11001101100010,0000100
11110010010111,1010010
11010110110101,1010100
10111010000000,1011101
10011010000110,1001010
10010011111101,0110100
00100010000000,0010001
00010101001100,1111000
11011100101101,1111100
01010011100000,1110001
10010111001101,0000100
01101111100110,1100001
00111100110010,0110100
11000010010110,1111000
01100100001001,0100010
11001001010111,0100011
10100000111111,1001111
01001010000000,0100101
11101001010000,0100100
10110111101000,0100011
11000101101001,0001010
00001110100110,0111110
01101101010110,1000000
00011100001100,0000010
10011010010101,1010000
10110011010000,0001001
00110010111000,0111110
10110101101100,0100100
10110101011101,0000110
01010111010101,1010100
10111001111011,0100101
01010001001011,1111101
11010010100000,1001001
00000011111101,1111100
00101110110111,0100000
01001010110111,0010010
10001111111010,0100001
00111100101001,0111000
11110000000010,1000100
11001001000100,0100000
01100011001101,1100100
11101101001001,0100100
11111001111101,0000001
01001010010111,0100010
00101100111000,0110010
01101011010101,1000000
11101010001001,1111000
01100111100001,1100010
00011001101101,1100001
01111011110001,1110100
01110000111100,0000100
01100100000101,0101010
00110110110011,0110000
10001110011011,1010000
00010101101101,1100110
00100111001111,1010100
11100000101010,1100010
10001110011000,1010011
00011100000101,0001100
00100001111110,1101110
10000001101110,0101110
11110111011000,0100011
01110001000100,1100000
10000101110110,0110100
01111100010111,0110110
00001010000111,0000010
10001100011110,1101000
01100000101100,0010100
11010010010001,1110000
10100000001000,1100000
01000010110000,0011110
10111000000111,1100101
01000011110111,1010110
11100100010010,1100000
00011010100100,0110001
10100111001000,0011101
10011010101111,1000010
00010001110001,1111110
01010000111110,0010110
00001010111000,0100001
10000100011010,1101000
11111111011000,0100111
01010111010100,1010101
10100111100001,0100010
01010000001000,0100000
11111001100001,0010010
00001100111110,0111000
01000011001111,1110110
00000001010101,1010101
11011101100100,0001010
01100011111001,1001000
01101100000100,0110010
00111110000001,0011110
01100110010110,0100110
01010110100000,0001011
00101011011101,1001000
01100010011101,0110100
01101011000010,1010110
00101111000111,1100000
11000010110110,1011000
11000010111110,1010000
00001110010001,0011010
10001010111110,1100100
00100001010000,1000000
00001100011000,0010010
01000001010000,1100000
10101001100001,0111010
00101001010110,1000010
10110111101011,0100000
11011011010111,0101100
01110111011100,1000101
01101010010101,0100000
10011011101001,0111000
01100000110100,0000100
00010000000110,0001010
11010011010010,0110010
10001011010011,0010100
10100010011011,1110010
10100111101101,0101000
11100011000110,0110100
10110100000110,1100000
10000011110011,0110010
10100000000110,1101010
11111010110001,1001100
01101001100111,1011101
01000111011000,1010101
11011000100011,1110001
01111010011000,0100101
01000001100011,1000011
10101000110100,1000000
00100100111111,0101101
00101010010100,0000001
00011000001111,0000011
00100101000110,1011000
00110110011000,0000011
00011000110010,0111000
00000110000100,0000101
00010100010100,0010100
11010000000111,1010011
10000011101010,0110100
01011100000111,0110110
10001000011101,1101001
01100111000110,1010110
10000010011001,1101000
10110000100110,1010010
01110010110001,0001000
11101000110000,1000100
11100111011111,0110100
01000001111101,1011101
11111101010110,0101000
00101001000110,1011100
01000101001111,1110101
11100001101010,0010010
01111010101010,0010110
01000000100100,0000100
11110111100010,0011001
10111100110011,1001010
11111100011001,1011000
11001000011111,1001011
01011101100111,1001110
00000111111010,1000110
01001100001011,0110110
11101000000010,1001000
11011010100110,1001010
11010100111011,1100001
11000101101100,0001000
11010111010100,0110101
01010001101000,1000000
01010100001100,0100100
01011011111110,1101100
00011001101001,1100110
01101111111011,1110000
01011000111010,0010100
11000110000101,1100100
10111011110000,0110101
01001110010111,0100000
00100000111000,0101000
00000101000001,1000010
11101101001000,0111010
00000011011100,1100010
11010110111001,1011100
00111100011011,0000110
10101011111001,0110000
01111000101010,0011000
10011000010010,1101000
10100101100011,0111110
01101111011011,1001000
11011011101100,0000001
00001110110111,0110000
10110010111101,1000100
10100000110111,1000111
10101100100000,1100110
01100111101111,1010100
11011001010111,0101101
00100110001110,0011010
01111110010110,0101001
10000100111000,1100100
01001001001001,1110110
00011011001011,1000100
00011110101001,0111010
11000000111001,1101001
11010010100010,1001010
11000011100000,0000001
10011000110010,1011000
10011100011001,1100100
11001111010100,0111101
10100100010100,1000100
10001001110111,0110011
01110111100110,1101110
00000100111100,0100000
00011111110101,1000010
01110110001100,0110101
01000111110101,1101000
11100100010110,1011000
10000110011101,1010000
01000110111101,0010000
10011100100000,1110110
00010110111110,0101010
10100100011111,1110101
01101001110100,1000000
00011100111010,0101000
00001111001111,1001000
00000100100101,0100110
11001010010000,1111001
01111010100010,0011110
00011111010110,1100001
00011101011000,1101010
00001101000101,1000010
00111111001101,1100010
01111001101001,1011010
10101101100100,0100010
00110001001000,1100000
11110011011000,0100001
00101101101111,1110001
01111001000111,1100101
01101010111110,0001100
10110100001100,1010100
01010011000110,1001100
01101111010000,1000111
10011110010111,1010000
01110111110100,1110101
11101000010110,1011100
10011111100101,0110010
00000011001110,1110000
10011000101101,1000001
01010100010010,0110000
10101110010100,1000011
00110100000100,0011100
01000110011010,0110110
11001010001111,1010010
11010011011111,0100110
01010011010001,1010000
00011100011110,0010000
01110101100111,1010001
10100011100110,0100100
00100100011110,0001100
11011000011111,1000011
11110100001101,1001010
00000001111111,1111111
01000110001001,0101100
10111100010111,1110110
11100001100101,0011001
10100011011001,0001000
01110111101110,1100110
10000011111010,0100100
01000110101010,0001110
11110010001011,1001100
10111001010001,0001010
01010001111101,1010101
11011001111100,0010000
01000100011110,0101100
10100010110110,1111000
01110110010011,0101000
00100010101110,0101000
01111100111101,0000010
00101011100011,1111000
00001011000001,1111000
01110001110111,1001011
01111100010010,0101100
01000110011001,0110100
10110101010010,0001000
01001010101100,0001110
10111000111011,1000101
01111111011000,1000111
00101110011101,0001100
01001000000100,0100000
10111010110100,1110001
11010011010011,0101100
10001110101001,1110010
01010100101110,0000100
11011001110111,0011101
11010100010110,1001000
00100000011111,0001111
01100010111000,0001110
10111101110001,0101000
11011011110001,0010100
00110001001111,1011011
01010000010000,0110000
10000011000101,0000100
01000100100010,0000000
11111001100101,0010110
10111100011011,1111010
00110011111001,1100000
10110010001111,1101010
01011011011101,1100000
00110011111110,1011000
00110001101010,1111100
10011011010000,0010101
10110101110010,0110000
00001010100111,0100010
10011000100001,1001010
01111100011111,0111110
10101111001011,0011000
11001011000000,0100101
10111001010000,0001100
01111100011100,0100010
10111010011000,1000101
01001001001100,1110000
00100011010011,1000010
10010010001111,1111010
11111010111010,1000110
00100000011011,0001011
11011001011011,0100101
00010100000110,0001000
01001101111101,1011010
00010100101000,0111100
01110011101111,1011010
11111001110001,0001010
10001111111111,0111000
01110110101010,0010001
00100111010000,1111101
10111000111111,1000011
11000001011101,0101101
10001011100110,0111100
01010111011010,1011110
10111110010000,1001111
01010011011100,1011010
10001011111011,0111100
00111111110000,1010111
10100000101111,1010111
11111000011111,1011101
00010100110011,0111110
00101101100001,1111000
00000101010011,1010001
10101100111001,1001100
01010011000111,1110010
11010111011110,0111010
10100100111010,1001000
11010100000100,1101100
00100100001100,0011000
01100101111000,1110100
01111101000001,1100000
01001110101000,0001011
11011110100100,1001011
11010010001010,1100010
00101100110100,0111100
01010010000110,0101100
00100111010111,1000100
01110110001111,0101000
10111000000101,1100110
00111101011111,1000001
11101100110010,1000100
10110111111000,0111101
11010011100011,0001100
00010011110110,1000100
10010101100010,0110000
00011110100101,0110010
01001110101100,0001101
00110000001000,0010000
10100100010111,1111001
10001110000001,1000110
11110110001101,1110100
01111100110001,0001000
