block,m2,m4,R0,R2,C1
51,0.3868015925168991,0.17530280331783993,0.223,0.4821,2450.9662
52,0.38879390761852267,0.1761585849485887,0.2194,0.4876,2463.9752
53,0.3821765039920807,0.17270599906600229,0.2379,0.473,2435.3179
54,0.3875339920282364,0.17419952934320163,0.2237,0.474,2458.0665
55,0.38528200120925904,0.17420231423622284,0.2228,0.4828,2449.4514
56,0.39459790732860567,0.18046600134283955,0.2181,0.4998,2481.4136
57,0.39160735001564023,0.17890797700508773,0.2198,0.4944,2467.5928
58,0.3836238276720047,0.17210780637893827,0.2331,0.4702,2440.3791
59,0.3725343743085861,0.1648468619265503,0.2554,0.4491,2402.8119
60,0.3923595555782318,0.1783415104606651,0.2133,0.4866,2473.8355
61,0.3791457230091095,0.16873211702184507,0.2332,0.4612,2431.8641
62,0.3892605756521225,0.17661568961930685,0.2296,0.4821,2462.8745
63,0.38579605312347415,0.17292052929541452,0.223,0.4797,2458.4133
64,0.3842388061285019,0.17291159440906623,0.2295,0.4773,2445.0293
65,0.38537473576068876,0.1736460239944851,0.2271,0.4866,2450.597
66,0.3843027799844742,0.1726446438281124,0.2204,0.4857,2450.0929
67,0.39199158916473387,0.17803856968359752,0.2193,0.4891,2472.8965
68,0.38589896247386934,0.17421716882072452,0.2198,0.4816,2452.7859
69,0.38810600984096527,0.1748341472059526,0.2202,0.4818,2461.905
70,0.38504678881168364,0.1736412797228263,0.2262,0.482,2444.4019
71,0.38306991198062895,0.1715422682086009,0.2291,0.4724,2443.5701
72,0.38542029712200165,0.17342472180193377,0.2302,0.4771,2450.9998
73,0.3901750295877457,0.17646450502176758,0.213,0.4908,2469.6524
74,0.38654151022434236,0.17369949343969024,0.2267,0.4826,2454.5587
75,0.3924018815755844,0.1790856801853875,0.2185,0.4892,2469.6513
76,0.38681627519130707,0.17492708695216536,0.2234,0.485,2453.0106
77,0.3890736463546753,0.17571707431149586,0.2205,0.4835,2466.0664
78,0.3808204486846924,0.1703784620630721,0.2275,0.4709,2436.0237
79,0.38488356335163115,0.1731264163386329,0.2349,0.4771,2444.1185
80,0.3842511939048767,0.17239960287241557,0.2212,0.4809,2447.596
81,0.3843162966489792,0.1734776146958221,0.2213,0.4809,2443.884
82,0.3779199033737183,0.16825415359414855,0.2395,0.4665,2424.8529
83,0.3791730445384979,0.1697599570663729,0.234,0.4736,2433.858
84,0.3859984299659729,0.17350968274668502,0.2207,0.4845,2458.4509
85,0.388024839758873,0.17545873113339122,0.228,0.4801,2458.2342
86,0.393207368183136,0.1784170119723663,0.2109,0.5003,2482.6988
87,0.3822450788259506,0.17155701611746135,0.2272,0.4743,2440.6956
88,0.3884733093738556,0.17534828151331225,0.2244,0.4763,2459.9899
89,0.3883371266365051,0.1759973545224815,0.2236,0.4893,2461.3795
90,0.38723989353179933,0.17512987521716328,0.2292,0.4885,2454.2241
91,0.3778441426038742,0.16756087262087818,0.2385,0.4646,2426.2331
92,0.38827977316379547,0.17590615369844026,0.2217,0.4823,2459.4597
93,0.38455840072631836,0.17276702116347806,0.2259,0.4784,2449.9136
94,0.3771054915189743,0.16855289566318774,0.2396,0.4612,2421.034
95,0.3904112164974213,0.1768095810811219,0.2164,0.4881,2467.5819
96,0.3865983316898346,0.17466513581879753,0.2198,0.4871,2451.617
97,0.38245181796550753,0.17141295461880995,0.2315,0.4773,2439.2148
98,0.392033563041687,0.17888037246866914,0.2203,0.4865,2466.9865
99,0.39161391632556913,0.1771634805447916,0.2109,0.4853,2476.6049
100,0.39486702961921694,0.1798576668544852,0.207,0.5005,2488.6333
