beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
2.8,-4.250882991957453,0.0014989936618233337,-1.0627207479893632,0.0003747484154558334,1.0,100.0,-4.2538407970180785,-1.0634601992545196
2.9,-4.253240172681058,0.0012618563790292587,-1.0633100431702645,0.0003154640947573147,1.0,100.0,-4.2541060039668,-1.0635265009917
3.0,-4.25290457942568,0.0012679239540014401,-1.06322614485642,0.00031698098850036003,1.0,100.0,-4.254306501766005,-1.0635766254415013
3.1,-4.2543826686357455,0.0012451192618311707,-1.0635956671589364,0.0003112798154577927,1.0,100.0,-4.254460406852969,-1.0636151017132423
3.2,-4.253326184422801,0.0012647667673693311,-1.0633315461057002,0.0003161916918423328,1.0,100.0,-4.25458069519884,-1.06364517379971
3.3,-4.252584076831177,0.0012734993046685285,-1.0631460192077942,0.0003183748261671321,1.0,100.0,-4.254676682771894,-1.0636691706929735
3.4,-4.253681599690347,0.0012638174861148072,-1.0634203999225869,0.0003159543715287018,1.0,100.0,-4.254755072609696,-1.063688768152424
3.5,-4.2533155029732965,0.0012666216389524607,-1.0633288757433241,0.0003166554097381152,1.0,100.0,-4.254820697595892,-1.063705174398973
3.6,-4.253595506794273,0.0012636258997683343,-1.0633988766985683,0.00031590647494208357,1.0,100.0,-4.2548770488886625,-1.0637192622221656
3.7,-4.251823972716151,0.0012868728547428378,-1.0629559931790378,0.00032171821368570945,1.0,100.0,-4.2549266528828955,-1.0637316632207239
3.8,-4.25567737934832,0.001201649073422246,-1.06391934483708,0.0003004122683555615,1.0,100.0,-4.254971340814786,-1.0637428352036964
3.9,-4.255185327706095,0.0012227428195316172,-1.0637963319265238,0.0003056857048829043,1.0107768657604022,98.93380367858985,-4.255012442051199,-1.0637531105127997
4.0,-4.254628372806247,0.0012757299589427108,-1.0636570932015617,0.0003189324897356777,1.0594564082278481,94.3880269385221,-4.255050922980395,-1.0637627307450988
4.1,-4.252603129420437,0.0012801842326956563,-1.0631507823551092,0.0003200460581739141,1.0,100.0,-4.255087487025313,-1.0637718717563283
4.2,-4.2525698699648675,0.0012772651001002051,-1.0631424674912169,0.0003193162750250513,1.0,100.0,-4.255122646803982,-1.0637806617009955
4.3,-4.250374009053585,0.0012964978738061088,-1.0625935022633963,0.0003241244684515272,1.0,100.0,-4.255156776289337,-1.0637891940723343
4.4,-4.252180753071252,0.0012907240740489714,-1.063045188267813,0.00032268101851224285,1.0,100.0,-4.255190148576271,-1.0637975371440678
4.5,-4.253639689614618,0.0012871651250162728,-1.0634099224036544,0.0003217912812540682,1.0324526341136142,96.85674354044575,-4.255222963270493,-1.0638057408176234
4.6,-4.253097015880127,0.0012717364110153334,-1.0632742539700317,0.00031793410275383335,1.0,100.0,-4.255255366380252,-1.063813841595063
4.7,-4.252698987030226,0.0012782854204842803,-1.0631747467575565,0.0003195713551210701,1.0,100.0,-4.255287464782571,-1.0638218661956427
4.8,-4.255955407357992,0.0011813885109857242,-1.063988851839498,0.00029534712774643106,1.026155767646577,97.45109188378257,-4.255319336757087,-1.0638298341892718
4.9,-4.250854122155675,0.0013091971088406542,-1.0627135305389188,0.00032729927721016354,1.0,100.0,-4.255351039665304,-1.063837759916326
5.0,-4.2518422980752515,0.001292986087355921,-1.0629605745188129,0.00032324652183898025,1.0,100.0,-4.255382615554881,-1.0638456538887202
5.1,-4.253524783820028,0.0012504521642819606,-1.063381195955007,0.00031261304107049016,1.0,100.0,-4.255414095253698,-1.0638535238134246
5.2,-4.253498823358877,0.0012522542417139396,-1.0633747058397192,0.0003130635604284849,1.0,100.0,-4.25544550136341,-1.0638613753408526
5.3,-4.250246880038841,0.0013133674512803817,-1.0625617200097102,0.00032834186282009543,1.0,100.0,-4.255476850450227,-1.0638692126125568
5.4,-4.2512712499907686,0.0013023982426114337,-1.0628178124976921,0.00032559956065285843,1.0,100.0,-4.25550815464947,-1.0638770386623675
5.5,-4.252701299008497,0.0012754137199464904,-1.0631753247521243,0.0003188534299866226,1.0,100.0,-4.255539422841608,-1.063884855710402
5.6,-4.252586423097719,0.0012720856819586016,-1.0631466057744297,0.0003180214204896504,1.0,100.0,-4.255570661514885,-1.0638926653787213
5.7,-4.254803199764752,0.0012026115791124344,-1.063700799941188,0.0003006528947781086,1.2238930298417325,81.70648705543448,-4.2556018753983915,-1.0639004688495979
5.8,-4.254817572042134,0.0012105067450305816,-1.0637043930105334,0.0003026266862576454,1.0350951248669091,96.60947829587917,-4.255633067927019,-1.0639082669817548
5.9,-4.252805669979969,0.0013012707499888826,-1.0632014174949922,0.00032531768749722065,1.0042261520844027,99.57916331140842,-4.255664241583071,-1.0639160603957678
6.0,-4.254916759285617,0.0011835276414511322,-1.0637291898214043,0.00029588191036278305,1.0274044564306104,97.33265159022004,-4.255695398147448,-1.063923849536862
6.1,-4.253698739691154,0.001257880370394678,-1.0634246849227884,0.0003144700925986695,1.3410070716241085,74.57082226933292,-4.255726538884391,-1.0639316347210976
6.2,-4.253180898811257,0.001254713763424659,-1.0632952247028142,0.00031367844085616474,1.0,100.0,-4.255757664677431,-1.0639394161693578
6.3,-4.25354248195042,0.0012621197325108596,-1.063385620487605,0.0003155299331277149,1.0247476236386908,97.58500307121314,-4.255788776129512,-1.063947194032378
6.4,-4.252854300814822,0.0012842928369970624,-1.0632135752037055,0.0003210732092492656,1.5715228956174707,63.63254412574675,-4.255819873636683,-1.0639549684091707
6.5,-4.252792477085538,0.0012730318381868103,-1.0631981192713844,0.0003182579595467026,1.0,100.0,-4.255850957442463,-1.0639627393606157
6.6,-4.255241310608282,0.0011555812807688963,-1.0638103276520705,0.0002888953201922241,1.0,100.0,-4.25588202767786,-1.063970506919465
6.7,-4.251937945974931,0.001291070486777969,-1.0629844864937328,0.00032276762169449223,1.0,100.0,-4.2559130843909125,-1.0639782710977281
6.8,-4.253618677205995,0.001278970807951481,-1.0634046693014987,0.00031974270198787026,1.0531940131207247,94.9492674229029,-4.25594412756848,-1.06398603189212
6.9,-4.252000797017702,0.0012998943267819173,-1.0630001992544256,0.0003249735816954793,1.0,100.0,-4.255975157152301,-1.0639937892880753
7.0,-4.253377478443374,0.00124500672058674,-1.0633443696108436,0.000311251680146685,1.0,100.0,-4.256006173050884,-1.064001543262721
7.1,-4.252601320702913,0.001273799357478633,-1.0631503301757284,0.00031844983936965825,1.0,100.0,-4.256037175148245,-1.0640092937870613
7.2,-4.252608717173046,0.0012724866333289554,-1.0631521792932614,0.00031812165833223886,1.0,100.0,-4.256068163310403,-1.0640170408276008
7.3,-4.252539893539253,0.0012707168107746985,-1.0631349733848132,0.00031767920269367464,1.0,100.0,-4.256099137390143,-1.0640247843475357
7.4,-4.253254391386691,0.0012454106811334864,-1.0633135978466728,0.0003113526702833716,1.0,100.0,-4.25613009723057,-1.0640325243076425
7.5,-4.251821420083434,0.001293539622624769,-1.0629553550208586,0.00032338490565619226,1.0,100.0,-4.256161042667711,-1.0640402606669277
7.6,-4.252841327034921,0.0012589783362763015,-1.0632103317587303,0.0003147445840690754,1.0,100.0,-4.25619197353245,-1.0640479933831124
7.7,-4.254129690333786,0.0012527654902585693,-1.0635324225834466,0.0003131913725646423,1.0672557936463969,93.69824984349721,-4.256222889651969,-1.0640557224129923
7.8,-4.251753923658317,0.0012960549862778867,-1.0629384809145792,0.00032401374656947167,1.0,100.0,-4.256253790850799,-1.0640634477126998
7.9,-4.25144934232798,0.001307424022089826,-1.062862335581995,0.0003268560055224565,1.0,100.0,-4.256284676951606,-1.0640711692379015
8.0,-4.25248343090059,0.0012744099826141483,-1.0631208577251474,0.00031860249565353706,1.0,100.0,-4.256315547775781,-1.0640788869439453
8.1,-4.251506081946007,0.001314039507599866,-1.0628765204865018,0.0003285098768999665,1.0,100.0,-4.256346403143855,-1.0640866007859637
8.2,-4.2515226615272,0.0013156611168138254,-1.0628806653818,0.00032891527920345635,1.0,100.0,-4.25637724287584,-1.06409431071896
8.3,-4.252438805673986,0.0012728966767612767,-1.0631097014184965,0.0003182241691903192,1.0,100.0,-4.256408066791459,-1.0641020166978647
8.4,-4.249994937635288,0.0013402937069684098,-1.062498734408822,0.00033507342674210245,1.0,100.0,-4.256438874710318,-1.0641097186775794
8.5,-4.252487988804072,0.0012757202397509716,-1.063121997201018,0.0003189300599377429,1.0,100.0,-4.2564696664520465,-1.0641174166130116
8.6,-4.252090729466493,0.001286392132564426,-1.0630226823666233,0.0003215980331411065,1.0,100.0,-4.256500441836397,-1.0641251104590992
8.7,-4.25313383742834,0.0012463730257911345,-1.063283459357085,0.0003115932564477836,1.0,100.0,-4.256531200683317,-1.0641328001708292
8.8,-4.2495544842756034,0.00134350655486062,-1.0623886210689009,0.000335876638715155,1.0,100.0,-4.256561942813001,-1.0641404857032501
8.9,-4.251034200416923,0.0013191805032901655,-1.0627585501042307,0.0003297951258225414,1.0,100.0,-4.2565926680459425,-1.0641481670114856
9.0,-4.252820626311527,0.0012622888914103699,-1.0632051565778817,0.00031557222285259247,1.0,100.0,-4.256623376202966,-1.0641558440507415
9.1,-4.252742536298869,0.0012600322852711395,-1.0631856340747172,0.0003150080713177849,1.0,100.0,-4.256654067105244,-1.064163516776311
9.2,-4.2547489459481636,0.001213054106370544,-1.0636872364870409,0.000303263526592636,1.5002757999445953,66.65441114473283,-4.256684740574319,-1.0641711851435798
9.3,-4.2513303016633515,0.0013090392776792653,-1.0628325754158379,0.00032725981941981633,1.0,100.0,-4.2567153964321305,-1.0641788491080326
9.4,-4.252083589492304,0.0012885106768644264,-1.063020897373076,0.0003221276692161066,1.0,100.0,-4.256746034501011,-1.0641865086252527
9.5,-4.256304407669574,0.0010492829423260717,-1.0640761019173934,0.0002623207355815179,1.0,100.0,-4.25677665460371,-1.0641941636509276
9.6,-4.250264564804081,0.0013343103648188457,-1.0625661412010203,0.00033357759120471143,1.0,100.0,-4.256807256563395,-1.0642018141408487
9.7,-4.250284868093089,0.001335197120493864,-1.0625712170232722,0.000333799280123466,1.0,100.0,-4.25683784020366,-1.064209460050915
9.8,-4.252510891333298,0.0012815181844532514,-1.0631277228333245,0.00032037954611331286,1.0,100.0,-4.256868405348536,-1.064217101337134
9.9,-4.252000578009681,0.0012865598218304223,-1.0630001445024202,0.0003216399554576056,1.0,100.0,-4.256898951822492,-1.064224737955623
10.0,-4.252386836743695,0.001274649913784035,-1.0630967091859238,0.00031866247844600877,1.0,100.0,-4.256929479450442,-1.0642323698626106
