beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
5.0,-4.254098367396908,0.001264513825560414,-1.063524591849227,0.0003161284563901035,1.0,100.0,-4.255382615554881,-1.0638456538887202
5.1,-4.255842696948349,0.0012555492816533767,-1.0639606742370873,0.0003138873204133442,1.179235569632559,84.80069849924834,-4.255414095253698,-1.0638535238134246
5.2,-4.255509304298166,0.0012601531470507125,-1.0638773260745416,0.0003150382867626781,1.100114976367253,90.89958972308077,-4.25544550136341,-1.0638613753408526
5.3,-4.2523034604218175,0.0012552306084147981,-1.0630758651054544,0.00031380765210369953,1.0,100.0,-4.255476850450227,-1.0638692126125568
5.4,-4.253712310130033,0.0012640944915743237,-1.0634280775325082,0.0003160236228935809,1.0,100.0,-4.25550815464947,-1.0638770386623675
5.5,-4.255178871745447,0.0012671128200906873,-1.0637947179363618,0.00031677820502267184,1.0039488074362903,99.60667243119954,-4.255539422841608,-1.063884855710402
5.6,-4.255140902925944,0.0012571380233217463,-1.063785225731486,0.0003142845058304366,1.0,100.0,-4.255570661514885,-1.0638926653787213
5.7,-4.257147025483024,0.0012460572023206403,-1.064286756370756,0.0003115143005801601,1.4691008276363404,68.06884736488209,-4.2556018753983915,-1.0639004688495979
5.8,-4.257466412656964,0.0012230890272094978,-1.064366603164241,0.00030577225680237445,1.0,100.0,-4.255633067927019,-1.0639082669817548
5.9,-4.255360755715711,0.001293456667295797,-1.0638401889289277,0.00032336416682394927,1.0668253064279276,93.73605912558635,-4.255664241583071,-1.0639160603957678
6.0,-4.2576393393853955,0.001204384514763456,-1.0644098348463489,0.000301096128690864,1.0,100.0,-4.255695398147448,-1.063923849536862
6.1,-4.254850530700072,0.0012606853559580101,-1.063712632675018,0.00031517133898950253,1.0,100.0,-4.255726538884391,-1.0639316347210976
6.2,-4.255541875659738,0.001252712067857553,-1.0638854689149344,0.00031317801696438823,1.0,100.0,-4.255757664677431,-1.0639394161693578
6.3,-4.256392476858881,0.00127259392724586,-1.0640981192147203,0.000318148481811465,1.050674222379953,95.17698052349972,-4.255788776129512,-1.063947194032378
6.4,-4.254990124587913,0.0013023705973291297,-1.0637475311469782,0.0003255926493322824,1.6682935538193475,59.941489176807416,-4.255819873636683,-1.0639549684091707
6.5,-4.2566352063241455,0.0012328080681171523,-1.0641588015810364,0.00030820201702928807,1.0,100.0,-4.255850957442463,-1.0639627393606157
6.6,-4.256633169274048,0.0012328110185367512,-1.064158292318512,0.0003082027546341878,1.0,100.0,-4.25588202767786,-1.063970506919465
6.7,-4.253402411799019,0.0012638565822282643,-1.0633506029497548,0.0003159641455570661,1.0,100.0,-4.2559130843909125,-1.0639782710977281
6.8,-4.256222138855952,0.001309780914294179,-1.064055534713988,0.00032744522857354474,1.1258937244143024,88.81832968029082,-4.25594412756848,-1.06398603189212
6.9,-4.254628920863416,0.0013005237620789345,-1.063657230215854,0.0003251309405197336,1.1130807186862788,89.84074409089189,-4.255975157152301,-1.0639937892880753
7.0,-4.255907452335328,0.0012470962184805779,-1.063976863083832,0.00031177405462014447,1.0,100.0,-4.256006173050884,-1.064001543262721
7.1,-4.255539822018807,0.0012526161194515652,-1.0638849555047019,0.0003131540298628913,1.0,100.0,-4.256037175148245,-1.0640092937870613
7.2,-4.255543927419379,0.0012526032597289052,-1.0638859818548447,0.0003131508149322263,1.0,100.0,-4.256068163310403,-1.0640170408276008
7.3,-4.25569840593202,0.0012889519170548357,-1.063924601483005,0.0003222379792637089,1.4096213244899134,70.94103803813132,-4.256099137390143,-1.0640247843475357
7.4,-4.256250856706812,0.0012406139669219598,-1.064062714176703,0.00031015349173048995,1.0,100.0,-4.25613009723057,-1.0640325243076425
7.5,-4.254831636823408,0.0012604432482808182,-1.063707909205852,0.00031511081207020455,1.0,100.0,-4.256161042667711,-1.0640402606669277
7.6,-4.255891684026195,0.0012471495065628595,-1.0639729210065487,0.0003117873766407149,1.0,100.0,-4.25619197353245,-1.0640479933831124
7.7,-4.256575880606987,0.0013003479986158372,-1.0641439701517468,0.0003250869996539593,1.414661747120494,70.68827598084653,-4.256222889651969,-1.0640557224129923
7.8,-4.2544715556259805,0.0012628016033107954,-1.0636178889064951,0.00031570040082769886,1.0,100.0,-4.256253790850799,-1.0640634477126998
7.9,-4.25376814067199,0.0012646059260439937,-1.0634420351679974,0.0003161514815109984,1.0,100.0,-4.256284676951606,-1.0640711692379015
8.0,-4.255187954865242,0.001257025665094965,-1.0637969887163106,0.00031425641627374123,1.0,100.0,-4.256315547775781,-1.0640788869439453
8.1,-4.253576404363933,0.001295002681318203,-1.0633941010909833,0.00032375067032955075,1.783214773774752,56.07849456536163,-4.256346403143855,-1.0640866007859637
8.2,-4.254287899509775,0.0013008674684608236,-1.0635719748774437,0.0003252168671152059,1.193664640004156,83.77562394715139,-4.25637724287584,-1.06409431071896
8.3,-4.254832449256342,0.0012604355809208037,-1.0637081123140855,0.00031510889523020093,1.0,100.0,-4.256408066791459,-1.0641020166978647
8.4,-4.253060522529267,0.0012623794576051674,-1.0632651306323166,0.00031559486440129185,1.0,100.0,-4.256438874710318,-1.0641097186775794
8.5,-4.255191956209063,0.0012570220025279008,-1.0637979890522657,0.0003142555006319752,1.0,100.0,-4.2564696664520465,-1.0641174166130116
8.6,-4.255189073584825,0.0012570211933002908,-1.0637972683962063,0.0003142552983250727,1.0,100.0,-4.256500441836397,-1.0641251104590992
8.7,-4.256253065815807,0.001240579032230017,-1.0640632664539518,0.00031014475805750424,1.0,100.0,-4.256531200683317,-1.0641328001708292
8.8,-4.253221878943331,0.0012888933007217987,-1.0633054697358328,0.0003222233251804497,1.0168529344414905,98.34263796949683,-4.256561942813001,-1.0641404857032501
8.9,-4.253771232905289,0.001264634652408236,-1.0634428082263223,0.000316158663102059,1.0,100.0,-4.2565926680459425,-1.0641481670114856
9.0,-4.254481604938475,0.0012628525195675796,-1.0636204012346187,0.0003157131298918949,1.0,100.0,-4.256623376202966,-1.0641558440507415
9.1,-4.255188564206349,0.0012634819140757805,-1.0637971410515872,0.0003158704785189451,1.10996855458221,90.0926423430435,-4.256654067105244,-1.064163516776311
9.2,-4.256937533132993,0.0012874139960805827,-1.0642343832832482,0.00032185349902014566,1.6616182261062162,60.1822960466297,-4.256684740574319,-1.0641711851435798
9.3,-4.253770266736451,0.0012646231015405295,-1.0634425666841127,0.0003161557753851324,1.0,100.0,-4.2567153964321305,-1.0641788491080326
9.4,-4.254126450184364,0.0012642475680033907,-1.063531612546091,0.00031606189200084766,1.0,100.0,-4.256746034501011,-1.0641865086252527
9.5,-4.258739264837706,0.001163620480860108,-1.0646848162094265,0.000290905120215027,1.0,100.0,-4.25677665460371,-1.0641941636509276
9.6,-4.252705470840382,0.0012597340802114154,-1.0631763677100956,0.00031493352005285385,1.0,100.0,-4.256807256563395,-1.0642018141408487
9.7,-4.253416235171464,0.0012640148009442304,-1.063354058792866,0.0003160037002360576,1.0,100.0,-4.25683784020366,-1.064209460050915
9.8,-4.254644721302936,0.0013010839689603403,-1.063661180325734,0.0003252709922400851,1.0657422137481583,93.83132122383081,-4.256868405348536,-1.064217101337134
9.9,-4.253769907358348,0.0012646184839013096,-1.063442476839587,0.0003161546209753274,1.0,100.0,-4.256898951822492,-1.064224737955623
10.0,-4.255190462011662,0.00125701790078279,-1.0637976155029154,0.0003142544751956975,1.0,100.0,-4.256929479450442,-1.0642323698626106
