beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
9.0,-61.419796399151124,1.9274632911709958e-13,-1.7061054555319757,5.357060354322306e-15,1.003698489841787,99.63151385807406
9.1,-61.41979639915127,1.676730767139687e-13,-1.7061054555319788,4.657911558188567e-15,1.0,100.0
9.2,-61.41979639915095,1.914836538452194e-13,-1.7061054555319708,5.319600911069519e-15,1.0,100.0
9.3,-61.41979639915104,1.5600527418745762e-13,-1.7061054555319728,4.330888687766073e-15,1.5992002908545393,62.531254259943005
9.4,-61.41979639915102,7.971661616341464e-14,-1.7061054555319726,2.215896270798582e-15,1.4015417051053982,71.34999952961074
9.5,-61.41979639915112,6.151810435307202e-14,-1.7061054555319757,1.7093327003393926e-15,1.0,100.0
9.6,-61.41979639915107,6.551452496440024e-14,-1.706105455531974,1.8199778485139336e-15,1.0,100.0
9.7,-61.419796399150954,6.490551501636846e-14,-1.7061054555319715,1.7995875927457556e-15,1.380312626862955,72.44735580465608
9.8,-61.41979639915098,5.073680897808733e-14,-1.706105455531972,1.409325660351825e-15,1.3172247320263124,75.9171898072154
9.9,-61.41979639915102,2.8112393567898105e-14,-1.7061054555319728,7.811669217109229e-16,1.0,100.0
10.0,-61.41979639915102,2.7468609846169977e-14,-1.7061054555319726,7.620883921608344e-16,1.0709674808249416,93.37351674111738
