beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
3.4,-4.253822323582196,0.0012645482261743148,-1.063455580895549,0.0003161370565435787,1.0,100.0,-4.254755072609696,-1.063688768152424
3.5,-4.253465640058874,0.0012679585414749853,-1.0633664100147184,0.00031698963536874633,1.0,100.0,-4.254820697595892,-1.063705174398973
3.6,-4.253754090356327,0.0012644523183908466,-1.0634385225890817,0.00031611307959771164,1.0,100.0,-4.2548770488886625,-1.0637192622221656
3.7,-4.251996181594735,0.0012900768508896012,-1.0629990453986837,0.0003225192127224003,1.0,100.0,-4.2549266528828955,-1.0637316632207239
3.8,-4.255858250141739,0.001199859234659374,-1.0639645625354348,0.0002999648086648435,1.0,100.0,-4.254971340814786,-1.0637428352036964
3.9,-4.255371663342655,0.0012220933538840185,-1.0638429158356637,0.0003055233384710046,1.013572361615195,98.66093807120326,-4.255012442051199,-1.0637531105127997
4.0,-4.254825029284408,0.0012747174545027886,-1.063706257321102,0.00031867936362569714,1.0566555288616457,94.63822150983474,-4.255050922980395,-1.0637627307450988
4.1,-4.25281438446268,0.0012820031739136347,-1.06320359611567,0.00032050079347840867,1.0,100.0,-4.255087487025313,-1.0637718717563283
4.2,-4.252791467068064,0.0012793245358115708,-1.063197866767016,0.0003198311339528927,1.0,100.0,-4.255122646803982,-1.0637806617009955
4.3,-4.250608650051451,0.0013017931602778338,-1.0626521625128627,0.00032544829006945846,1.0,100.0,-4.255156776289337,-1.0637891940723343
4.4,-4.252426362338398,0.001293378250759694,-1.0631065905845996,0.0003233445626899235,1.0,100.0,-4.255190148576271,-1.0637975371440678
4.5,-4.2538881065771115,0.0012843152786293065,-1.0634720266442779,0.00032107881965732664,1.0235853135143989,97.69581360703383,-4.255222963270493,-1.0638057408176234
4.6,-4.253361171850943,0.0012723971875415617,-1.0633402929627358,0.0003180992968853904,1.0,100.0,-4.255255366380252,-1.063813841595063
4.7,-4.252976008044264,0.0012796820227904532,-1.063244002011066,0.0003199205056976133,1.0,100.0,-4.255287464782571,-1.0638218661956427
4.8,-4.25622814270078,0.0011777797763121984,-1.064057035675195,0.0002944449440780496,1.0326163978957275,96.84138292184848,-4.255319336757087,-1.0638298341892718
4.9,-4.251160788070086,0.0013138957455012864,-1.0627901970175215,0.0003284739363753216,1.0,100.0,-4.255351039665304,-1.063837759916326
5.0,-4.252154605933045,0.0012956879624590647,-1.0630386514832613,0.0003239219906147662,1.0,100.0,-4.255382615554881,-1.0638456538887202
5.1,-4.253838372347572,0.001249384761421572,-1.063459593086893,0.000312346190355393,1.0,100.0,-4.255414095253698,-1.0638535238134246
5.2,-4.253825174995511,0.0012510543750742158,-1.0634562937488778,0.00031276359376855394,1.0,100.0,-4.25544550136341,-1.0638613753408526
5.3,-4.250592480148469,0.001318456187718252,-1.0626481200371172,0.000329614046929563,1.0,100.0,-4.255476850450227,-1.0638692126125568
5.4,-4.251619444969399,0.0013052486154383328,-1.0629048612423497,0.0003263121538595832,1.0,100.0,-4.25550815464947,-1.0638770386623675
5.5,-4.253060784494137,0.0012755246463487843,-1.0632651961235342,0.00031888116158719607,1.0,100.0,-4.255539422841608,-1.063884855710402
5.6,-4.252948554582315,0.0012718267610658184,-1.0632371386455788,0.0003179566902664546,1.0,100.0,-4.255570661514885,-1.0638926653787213
5.7,-4.254827165053876,0.0012144655193141944,-1.063706791263469,0.0003036163798285486,1.4487636073000476,69.02437326291107,-4.2556018753983915,-1.0639004688495979
5.8,-4.255186226546388,0.0012019901140865499,-1.063796556636597,0.00030049752852163747,1.028343567492889,97.24376478942823,-4.255633067927019,-1.0639082669817548
5.9,-4.253183870298855,0.0012934854677550437,-1.0632959675747138,0.00032337136693876093,1.0,100.0,-4.255664241583071,-1.0639160603957678
6.0,-4.255301790127019,0.0011773565297088639,-1.0638254475317548,0.00029433913242721596,1.0287110864086073,97.20902333143485,-4.255695398147448,-1.063923849536862
6.1,-4.253748408597293,0.0012619969610998209,-1.0634371021493232,0.0003154992402749552,1.0,100.0,-4.255726538884391,-1.0639316347210976
6.2,-4.253239472634636,0.0012659879264447587,-1.063309868158659,0.00031649698161118967,1.0,100.0,-4.255757664677431,-1.0639394161693578
6.3,-4.253948006290432,0.0012434390922809713,-1.063487001572608,0.00031085977307024283,1.0,100.0,-4.255788776129512,-1.063947194032378
6.4,-4.253272569063234,0.0012722792327938448,-1.0633181422658085,0.0003180698081984612,1.0,100.0,-4.255819873636683,-1.0639549684091707
6.5,-4.253583809821564,0.0012570869795442085,-1.063395952455391,0.0003142717448860521,1.0,100.0,-4.255850957442463,-1.0639627393606157
6.6,-4.255318718850109,0.0011690239051318611,-1.0638296797125273,0.0002922559762829653,1.0,100.0,-4.25588202767786,-1.063970506919465
6.7,-4.252032075836474,0.0013006064485583777,-1.0630080189591185,0.0003251516121395944,1.0,100.0,-4.2559130843909125,-1.0639782710977281
6.8,-4.254046713521855,0.0012669098298390094,-1.0635116783804637,0.00031672745745975236,1.0319212387957808,96.9066206222258,-4.25594412756848,-1.06398603189212
6.9,-4.252448593050083,0.001298115498897994,-1.0631121482625208,0.0003245288747244985,1.0,100.0,-4.255975157152301,-1.0639937892880753
7.0,-4.253829126546938,0.00124080518555125,-1.0634572816367345,0.0003102012963878125,1.0,100.0,-4.256006173050884,-1.064001543262721
7.1,-4.253061285677187,0.0012706530828673558,-1.0632653214192969,0.00031766327071683896,1.0,100.0,-4.256037175148245,-1.0640092937870613
7.2,-4.253420243703657,0.0012552713622775691,-1.0633550609259141,0.0003138178405693923,1.0,100.0,-4.256068163310403,-1.0640170408276008
7.3,-4.2530039089020555,0.0012675673201031235,-1.0632509772255139,0.0003168918300257809,1.0,100.0,-4.256099137390143,-1.0640247843475357
7.4,-4.253715099869856,0.0012403458055383542,-1.063428774967464,0.00031008645138458856,1.0,100.0,-4.25613009723057,-1.0640325243076425
7.5,-4.252294082217697,0.0012917884925793242,-1.0630735205544242,0.00032294712314483105,1.0,100.0,-4.256161042667711,-1.0640402606669277
7.6,-4.253311621058725,0.0012545373972855894,-1.0633279052646814,0.00031363434932139736,1.0,100.0,-4.25619197353245,-1.0640479933831124
7.7,-4.254226522719114,0.0012539844409158976,-1.0635566306797786,0.0003134961102289744,1.219258250201722,82.01707881283998,-4.256222889651969,-1.0640557224129923
7.8,-4.252239304715369,0.001293889843686963,-1.0630598261788422,0.00032347246092174077,1.0,100.0,-4.256253790850799,-1.0640634477126998
7.9,-4.251925507510026,0.0013057922846803406,-1.0629813768775065,0.00032644807117008514,1.0,100.0,-4.256284676951606,-1.0640711692379015
8.0,-4.253306230229974,0.0012557791486251019,-1.0633265575574935,0.00031394478715627547,1.0,100.0,-4.256315547775781,-1.0640788869439453
8.1,-4.25198320572867,0.0013116652776711548,-1.0629958014321674,0.0003279163194177887,1.0,100.0,-4.256346403143855,-1.0640866007859637
8.2,-4.251644338076214,0.0013232888248308832,-1.0629110845190535,0.0003308222062077208,1.0,100.0,-4.25637724287584,-1.06409431071896
8.3,-4.2529150278125085,0.0012685693175180084,-1.0632287569531271,0.0003171423293795021,1.0,100.0,-4.256408066791459,-1.0641020166978647
8.4,-4.25048205142013,0.001340710316712428,-1.0626205128550326,0.000335177579178107,1.0,100.0,-4.256438874710318,-1.0641097186775794
8.5,-4.252943366777031,0.001270532264155732,-1.0632358416942578,0.000317633066038933,1.0,100.0,-4.2564696664520465,-1.0641174166130116
8.6,-4.252212730511287,0.001294587787910224,-1.0630531826278218,0.000323646946977556,1.0,100.0,-4.256500441836397,-1.0641251104590992
8.7,-4.253602749503073,0.0012401102024462802,-1.0634006873757682,0.00031002755061157006,1.0,100.0,-4.256531200683317,-1.0641328001708292
8.8,-4.250070919041892,0.0013454894600874463,-1.062517729760473,0.00033637236502186157,1.0,100.0,-4.256561942813001,-1.0641404857032501
8.9,-4.251149881026802,0.0013255646569898824,-1.0627874702567004,0.0003313911642474706,1.0,100.0,-4.2565926680459425,-1.0641481670114856
9.0,-4.252558418511745,0.0012834875807360476,-1.0631396046279362,0.0003208718951840119,1.0,100.0,-4.256623376202966,-1.0641558440507415
9.1,-4.252520606110712,0.0012823875769109186,-1.063130151527678,0.00032059689422772966,1.0,100.0,-4.256654067105244,-1.064163516776311
9.2,-4.25447823341672,0.0012323656992621636,-1.06361955835418,0.0003080914248155409,1.7486914442979198,57.185617466178485,-4.256684740574319,-1.0641711851435798
9.3,-4.251815014805305,0.001306140587784432,-1.0629537537013263,0.000326535146946108,1.0,100.0,-4.2567153964321305,-1.0641788491080326
9.4,-4.2525418383862785,0.0012836098841568523,-1.0631354595965696,0.0003209024710392131,1.0,100.0,-4.256746034501011,-1.0641865086252527
9.5,-4.256375051682351,0.0010648918387119977,-1.0640937629205878,0.00026622295967799944,1.0,100.0,-4.25677665460371,-1.0641941636509276
9.6,-4.250758453438552,0.0013335422078906243,-1.062689613359638,0.00033338555197265607,1.0,100.0,-4.256807256563395,-1.0642018141408487
9.7,-4.250762806190286,0.0013337593945387536,-1.0626907015475715,0.0003334398486346884,1.0,100.0,-4.25683784020366,-1.064209460050915
9.8,-4.2522600903653895,0.0013014948359180972,-1.0630650225913474,0.0003253737089795243,1.0,100.0,-4.256868405348536,-1.064217101337134
9.9,-4.251442590253254,0.0013161540568001695,-1.0628606475633136,0.0003290385142000424,1.0,100.0,-4.256898951822492,-1.064224737955623
10.0,-4.2528524971392025,0.0012692195582708072,-1.0632131242848006,0.0003173048895677018,1.0,100.0,-4.256929479450442,-1.0642323698626106
