beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
2.2,-24.70674568893248,0.0005503935867821305,-1.54417160555828,3.439959917388316e-5,1.0,100.0
2.3,-24.70672927125073,0.0006499350399455222,-1.5441705794531706,4.0620939996595136e-5,1.0,100.0
2.4,-24.70749840200736,0.0003738994131952856,-1.54421865012546,2.336871332470535e-5,1.0,100.0
2.5,-24.708132560912894,0.0002936172243157621,-1.5442582850570559,1.8351076519735133e-5,1.0,100.0
2.6,-24.709078874460925,0.00010178328065737364,-1.5443174296538078,6.3614550410858526e-6,1.0,100.0
2.7,-24.709164225354257,0.00012933819952754992,-1.544322764084641,8.08363747047187e-6,1.0081197095823708,99.194568908316
2.8,-24.709646152360474,5.2962308005636694e-5,-1.5443528845225296,3.3101442503522934e-6,1.0,100.0
2.9,-24.709779340087767,4.451530628435531e-5,-1.5443612087554854,2.782206642772207e-6,1.0,100.0
3.0,-24.709923919369952,2.782270293106744e-5,-1.544370244960622,1.738918933191715e-6,1.0,100.0
3.1,-24.71000499494408,1.2400384605140617e-5,-1.544375312184005,7.750240378212886e-7,1.0,100.0
3.2,-24.710034631532505,8.139044932863509e-6,-1.5443771644707815,5.086903083039693e-7,1.0,100.0
3.3,-24.710035392562204,9.555375445797787e-6,-1.5443772120351378,5.972109653623617e-7,1.0,100.0
3.4,-24.710060132156446,4.823176567980009e-6,-1.5443787582597779,3.0144853549875054e-7,1.0,100.0
3.5,-24.710073587351186,2.3613098772428955e-6,-1.5443795992094491,1.4758186732768097e-7,1.0,100.0
3.6,-24.71007604409515,2.116221388856402e-6,-1.5443797527559469,1.322638368035251e-7,1.0,100.0
3.7,-24.710075619186142,2.1618142102848172e-6,-1.5443797261991339,1.3511338814280108e-7,1.0,100.0
3.8,-24.710079246665117,1.31185150122341e-6,-1.5443799529165698,8.199071882646313e-8,1.0,100.0
3.9,-24.71008262358778,6.522218178232462e-7,-1.5443801639742363,4.0763863613952886e-8,1.0,100.0
4.0,-24.710083899791375,3.4388174116290397e-7,-1.544380243736961,2.1492608822681498e-8,1.0,100.0
4.1,-24.71008446749553,2.981882569501211e-7,-1.5443802792184707,1.863676605938257e-8,1.0,100.0
4.2,-24.710084398517694,3.258502173269664e-7,-1.5443802749073559,2.03656385829354e-8,1.0,100.0
4.3,-24.71008489371588,2.0553975406101605e-7,-1.5443803058572425,1.2846234628813503e-8,1.5629964803960146,63.97967062258714
4.4,-24.710085441849543,6.921498465392766e-8,-1.5443803401155964,4.3259365408704785e-9,1.0,100.0
4.5,-24.710085440075616,8.283235987931846e-8,-1.544380340004726,5.1770224924574036e-9,1.0371393793705586,96.41905609706012
4.6,-24.710085679833142,1.3268775282170429e-8,-1.5443803549895714,8.292984551356518e-10,1.0,100.0
4.7,-24.710085639460672,4.7493881942179913e-8,-1.544380352466292,2.9683676213862446e-9,1.0519216108983156,95.06411786197873
4.8,-24.7100856699057,3.3675002320402636e-8,-1.5443803543691061,2.1046876450251647e-9,1.0,100.0
4.9,-24.710085753593244,9.280851498807567e-9,-1.5443803595995778,5.80053218675473e-10,1.0,100.0
5.0,-24.710085746460116,1.1744132721745953e-8,-1.5443803591537573,7.340082951091221e-10,1.0,100.0
5.1,-24.71008576136355,7.971820930253687e-9,-1.544380360085222,4.982388081408554e-10,1.3906125792020663,71.9107546527301
5.2,-24.71008577800762,3.901321350806572e-9,-1.5443803611254763,2.4383258442541074e-10,1.0350580820535908,96.61293577032562
5.3,-24.710085782773923,2.629522945865708e-9,-1.5443803614233702,1.6434518411660674e-10,1.0,100.0
5.4,-24.710085783014215,2.8171532275260464e-9,-1.5443803614383884,1.760720767203779e-10,1.5258346654509096,65.53790018294566
5.5,-24.71008578408989,3.412389491391603e-9,-1.5443803615056182,2.1327434321197517e-10,1.0,100.0
5.6,-24.710085790313318,8.417792685777438e-10,-1.5443803618945824,5.261120428610899e-11,1.0,100.0
5.7,-24.71008578959812,1.4697626390579977e-9,-1.5443803618498826,9.186016494112486e-11,1.5716744032586019,63.62641002020957
5.8,-24.71008579079336,1.0285425732011455e-9,-1.544380361924585,6.428391082507159e-11,1.0059336557543999,99.41013448347645
5.9,-24.710085791795272,4.1996553095431826e-10,-1.5443803619872045,2.624784568464489e-11,1.0,100.0
6.0,-24.710085792394775,1.7507712982723047e-10,-1.5443803620246734,1.0942320614201904e-11,1.035000540968872,96.61830698792603
6.1,-24.71008579203603,3.5778914115301906e-10,-1.5443803620022518,2.236182132206369e-11,1.0,100.0
6.2,-24.710085792610855,1.004676528205024e-10,-1.5443803620381784,6.2792283012814e-12,1.0,100.0
6.3,-24.710085792741044,7.424874842205633e-11,-1.5443803620463152,4.640546776378521e-12,1.0,100.0
6.4,-24.71008579277975,4.4178191954732024e-11,-1.5443803620487344,2.7611369971707515e-12,1.0,100.0
6.5,-24.710085792698322,5.765076417149739e-11,-1.5443803620436451,3.603172760718587e-12,1.0764546770351606,92.89754797241098
6.6,-24.71008579281116,2.112109568586329e-11,-1.5443803620506975,1.3200684803664556e-12,1.0,100.0
6.7,-24.710085792767426,3.289167459882989e-11,-1.5443803620479641,2.055729662426868e-12,1.091087789007628,91.65165352180554
6.8,-24.710085792742635,2.2518036878698973e-11,-1.5443803620464147,1.4073773049186858e-12,1.0,100.0
6.9,-24.71008579274084,1.8052079915445278e-11,-1.5443803620463026,1.1282549947153299e-12,1.0,100.0
7.0,-24.710085792749037,1.2415703119186666e-11,-1.5443803620468148,7.759814449491666e-13,1.249120412729434,80.05633322530653
7.1,-24.71008579274581,1.2862158831055273e-11,-1.5443803620466132,8.038849269409546e-13,1.0,100.0
7.2,-24.71008579274433,8.030269772324433e-12,-1.5443803620465206,5.01891860770277e-13,1.0,100.0
7.3,-24.710085792747247,3.973649740064922e-12,-1.544380362046703,2.4835310875405764e-13,1.0,100.0
7.4,-24.710085792740916,4.818621804549419e-12,-1.5443803620463072,3.011638627843387e-13,1.0,100.0
7.5,-24.71008579272565,4.283460991543923e-12,-1.5443803620453531,2.677163119714952e-13,1.0,100.0
7.6,-24.710085792732297,3.749223943706788e-12,-1.5443803620457686,2.343264964816743e-13,1.0,100.0
7.7,-24.710085792735498,2.0992746459593633e-12,-1.5443803620459686,1.312046653724602e-13,1.0,100.0
7.8,-24.710085792732478,2.025613955167731e-12,-1.5443803620457799,1.266008721979832e-13,1.0,100.0
7.9,-24.71008579272825,2.2500599774163018e-12,-1.5443803620455157,1.4062874858851886e-13,1.0,100.0
8.0,-24.71008579272939,1.2656147921263546e-12,-1.544380362045587,7.910092450789716e-14,1.0,100.0
8.1,-24.710085792727785,1.3663886080908056e-12,-1.5443803620454866,8.539928800567535e-14,1.0,100.0
8.2,-24.71008579272633,9.775730710218895e-13,-1.5443803620453955,6.10983169388681e-14,1.0,100.0
8.3,-24.710085792723977,1.1386976632709738e-12,-1.5443803620452485,7.116860395443586e-14,1.0,100.0
8.4,-24.710085792725575,5.687999779948743e-13,-1.5443803620453485,3.5549998624679644e-14,1.0,100.0
8.5,-24.710085792723604,7.831469546614667e-13,-1.5443803620452252,4.894668466634167e-14,1.0,100.0
8.6,-24.710085792723184,5.712254915094085e-13,-1.544380362045199,3.5701593219338034e-14,1.743989808047793,57.339784635518676
8.7,-24.71008579272424,2.659438927972401e-13,-1.544380362045265,1.6621493299827507e-14,1.0,100.0
8.8,-24.710085792723568,3.6033494338630465e-13,-1.544380362045223,2.252093396164404e-14,1.0,100.0
8.9,-24.710085792724072,2.651740176185291e-13,-1.5443803620452545,1.657337610115807e-14,1.0,100.0
9.0,-24.710085792723632,2.347855836892036e-13,-1.544380362045227,1.4674098980575224e-14,1.0,100.0
9.1,-24.71008579272305,2.0509729905024826e-13,-1.5443803620451906,1.2818581190640516e-14,1.2587016624171734,79.44694361328082
9.2,-24.710085792722847,1.609993004308715e-13,-1.544380362045178,1.0062456276929469e-14,1.0,100.0
9.3,-24.71008579272296,1.1856588750894398e-13,-1.544380362045185,7.410367969308999e-15,1.098408731087289,91.04079125537572
9.4,-24.71008579272294,1.1370083800548562e-13,-1.5443803620451837,7.106302375342851e-15,1.0,100.0
9.5,-24.710085792722897,6.091708252230835e-14,-1.544380362045181,3.807317657644272e-15,1.0,100.0
9.6,-24.71008579272281,6.135820456616012e-14,-1.5443803620451757,3.8348877853850074e-15,1.0,100.0
9.7,-24.710085792722708,5.23002705083748e-14,-1.5443803620451693,3.268766906773425e-15,1.0,100.0
9.8,-24.71008579272276,3.428902764795363e-14,-1.5443803620451726,2.143064227997102e-15,1.0,100.0
9.9,-24.710085792722648,5.931551092841937e-14,-1.5443803620451655,3.7072194330262105e-15,1.0,100.0
10.0,-24.710085792722648,3.1810983282723544e-14,-1.5443803620451655,1.9881864551702215e-15,1.0,100.0
