input,output
011011011110,001010100110
001000101111,001011110000
001001000110,000001101100
001110000010,000000111000
000110111101,000101100010
101010100110,101100000100
010110111111,011001100110
111000001011,001101101000
001101010001,000110111010
100011010111,010110001101
001000010111,000101110000
101010111011,110000010010
000111011100,000010001100
001001010100,000101101000
000110101000,000111100000
111011001110,001000000110
101000101011,100100001000
010010110001,011011100100
100010001111,001111111100
110010110111,100001100010
011101101100,011010100100
101001110011,111110101110
100101010101,010111010110
000010110110,000011011000
111100110110,101010011000
011011110010,010000000010
110001000110,000100101100
100011000011,000011001001
110011100001,110010010110
101001110101,111011000110
111000101010,110010010000
000101001100,000001111000
101110111000,110100110000
101000001100,001111000000
111000100111,111100011000
101111100101,101000111001
011001000101,000011111010
111000000101,000110001000
110100000111,000101100100
010001100110,010010101100
000101111110,000110110010
011000110110,010001010000
110110010001,011010011100
111111011001,010110101001
111111001100,001011110100
111101101110,110010101010
110111001001,001100100001
011101111110,010010011010
100101111110,111011110010
000001011001,000000110010
100000011100,011100000000
111101010111,011001010101
100101011001,011010000110
010111010101,001000011001
010111100011,010110001101
100001100100,100101001000
011110000010,000001111000
110101010100,011101011000
100100110110,110011110000
111100111110,100010111000
101001011000,011110110000
001100101101,001110000100
101110001011,001001111010
111011100000,111011000000
101000010000,010100000000
001101111101,001010000001
110011011001,010010011110
100000100101,100101000000
000100000000,000000000000
111100110101,101000010100
100010000010,000010001000
101011100001,101010110110
011001011011,001000000001
010010001011,000101011100
000000001001,000000000000
111010100000,111010000000
110101000001,000001101010
011111000010,000001111100
100111000101,000101110001
010010010101,001011110100
111110110110,101000101100
101010010000,010101000000
001001110110,001100111100
011000011111,001011101000
101100010110,010010101000
000011010100,000001111000
001101000110,000001000010
011110010000,001111000000
011100011001,001010000100
100011111010,111001100010
100100100001,100101001000
011000001100,000100100000
011100111001,010001000100
101101101010,100011011100
010001101000,010101010000
110010101100,111011110000
000010010001,000001000100
001100001010,000011110000
111110000000,000000000000
101111001101,001111100101
111111010110,011001100110
000000000011,000000000000
111001101000,110000110000
111010111110,100100110100
111101001100,001011000100
010111101100,010011110100
100110011001,011011011100
001000001000,000010000000
111101010110,011000110010
011111010001,001111000001
110100001000,001101000000
100000101000,101000000000
010110010100,001000001000
000111011000,000010101000
011110111100,010000111000
100100111000,111111000000
110101101011,111001110001
000001000101,000000001010
001100011001,000100111000
111011010001,011100101110
010011101100,010100010100
110001101001,111100001010
000111010100,000011000100
010010011101,001111001100
110100101010,111001110000
110001110110,100011011100
101110011001,011100100010
110011101111,111001000011
101110001100,001110101000
110110001011,001111101010
110010100101,110100001100
010101001000,000101010000
110010101001,111111010100
100111011011,011000000011
111111001000,001111110000
110011010011,011011111001
011011111110,010100010110
010101000100,000010101000
010110011101,001101010010
000101011111,000011011001
010101010011,001011000001
001110011011,000101111010
001000000110,000001100000
000000011101,000000000000
010100110101,011101011000
111111110110,101001010110
111000011101,010000101000
100111000010,000010011100
001101101010,001110011100
111100100001,111101111000
101001000000,000000000000
110111100101,110011101001
110011001111,001011111101
000101101010,000100101100
110000110100,100001000000
001000011010,000110100000
000110000111,000000101010
011001100100,011010101000
101111001011,001001100011
010100101001,010011101000
101100011101,011010100100
100110110110,110001010100
000100001011,000001011000
001001011010,000110001100
001000000000,000000000000
100111101000,101110001000
000010111001,000011100100
010101100101,010111010110
011111001000,000111110000
110111110010,100001100010
100110100011,100100110010
001010100001,001010010100
110110101101,111111010010
010111100101,010100101001
010011100011,010010011001
110110010000,011011000000
001111001100,000010110100
000110001001,000001101100
001011110000,001110010000
101010110010,111100011000
010100011001,001111101000
011110001000,000111100000
000000011000,000000000000
001111011110,000100001110
011001111010,010101101100
000011011101,000001010001
100000111110,111110000000
011001100000,011001000000
001010101010,001001011000
110011111001,101000111110
101000011111,011011001000
000011011010,000001000010
101001010011,010111001110
001110101101,001101110010
111010001011,001101010010
111101010100,011010111000
111001000101,000110000110
011110010111,001100110110
101010001000,001010100000
101000101001,100111010000
011101111011,010001111001
100101010010,010001110100
010111110100,011111100100
010000011011,001101100000
000010100111,000010011100
010000111111,011111100000
110100110110,100101001000
100001110010,110011100100
100100100100,100010100000
111101110010,101111101100
101111111001,110100101001
111000000110,000101010000
111010000110,000101000100
000010100010,000010001000
000001011111,000000111110
100100001010,001011010000
101001010000,010100100000
000000111100,000000000000
000010000100,000000010000
010000100100,010010000000
100100101000,101101000000
000110110111,000100011010
011001001111,000101110001
001101101110,001111110010
100010011011,011010011100
101011110101,111001110001
000000101100,000000000000
000001001001,000000010010
111001110111,101111110001
101100011110,011000011000
001101000010,000000110100
100111000110,000110101010
011111110110,010100010110
110110110101,100100010010
100000101001,101001000000
010111000101,000010001001
000101010100,000010011000
000000111010,000000000000
100011100011,100001101001
110110001111,001010100110
010010111110,011101000100
001110001110,000010001100
001110000100,000001110000
101010101011,100110100010
001001001001,000010001010
011011111011,010110011101
111110001110,001001101100
000000101001,000000000000
100001100010,100011000100
100100111100,111000010000
001110111010,001000010100
111001000111,000100010001
000001010111,000000101110
000001001010,000000010100
001010100101,001011001100
101000000001,000001010000
011101001101,000101111110
111011110101,101111001001
011110001111,000100001110
010111100110,010101011010
110110111110,101000101100
111101011001,010111110110
101001100001,101000110010
010101101001,010010000110
100111010001,010010011110
100000110111,110111000000
100100111111,111011000100
111110100001,111111111100
110000000101,000111100000
010100000000,000000000000
000011000001,000000000110
010001000100,000010001000
100000010001,010001000000
110110100001,110111101100
111010001001,001111001100
100001110111,110110011110
110100100101,110000111000
011001111101,010111110110
011110101110,011001101100
101101000011,000011100001
000000011100,000000000000
101000001000,001010000000
001111100111,001110101011
100101000011,000011011110
010110011011,001111101010
000010001010,000000101000
011010100111,011001110010
101000111100,110100100000
011101100010,011100001100
001100000001,000000011000
000110000110,000000100100
111110000111,000100110110
001101100000,001101000000
011010001101,000100111100
000111001101,000001011001
011011111101,010101111001
010001100001,010001100010
000010001111,000000111100
100110001110,001111010100
101001000100,000101001000
000000000000,000000000000
010011011110,001110111010
010001010000,001000100000
100111111110,111001110110
000000110100,000000000000
011011010000,001101100000
110000001100,001001000000
000111110010,000101000010
100001010001,010001100010
011111000000,000000000000
001100001101,000010000100
100101110000,110111100000
010000101111,010111100000
000001110101,000001101010
011011111100,010101001100
001101000000,000000000000
011011110110,010011011010
001100100001,001100011000
111000111110,100110110000
000011110101,000010000001
101101011001,011101010110
000101100011,000101011110
011010000011,000001000010
111001010010,011111010100
010010110111,011001000010
111110011110,010001011100
011111110010,010110010010
011011100011,011010100101
101011111101,110111011001
001101110011,001000110001
101100111000,110110100000
111101110100,101000000100
110101100100,110000011000
100101010111,010100101001
001111100110,001110111010
101010110110,111011000100
111001011001,010100111010
011111110111,010100100111
110111110111,100110011011
001100110100,001000010000
000011001001,000000110110
010111001101,000111111001
110000101010,111111000000
010000101110,010111000000
010111111011,011011100011
100101101101,101011001110
010001111000,011101110000
010111111111,011000100111
100110100100,100001110000
011000001001,000110110000
111100001011,001100001100
111100110111,101011101100
011111111111,010000101111
011001100101,011010000110
100111101011,101100111101
110111110011,100000111101
010110001101,000111100010
010000001001,000100100000
001000100011,001000110000
011100010100,001100010000
011011101001,011100111110
101011101010,100110100010
100001001101,001101011010
000111001001,000001111110
101110010001,010110111100
011000101000,011110000000
011010000000,000000000000
111101111010,100111000010
111111101101,110010001101
111001011111,010011101001
011101111111,010010101101
000101100110,000101111100
000111111100,000100101100
111101101100,110001100100
110000100111,110101010000
011000101101,011100001000
111000101101,110111001000
100000101011,101011000000
111011101000,110010001000
001100100011,001100100100
001100011111,000101110100
101011101011,100111110101
000101101111,000100011001
011010000010,000001101000
111010001110,001000010100
000111101111,000110101011
101000000010,000010100000
111101000110,000101100010
111111100001,111110000001
011111011110,001000101110
110010001100,001001110000
110000101000,111100000000
000110110110,000100010100
110001110100,100000011000
110010010001,011000010100
100010101101,101111110100
011000111101,010110001000
101011100110,101101001010
001000100001,001000010000
100001001011,001011010110
010111000110,000011101010
010011011111,001110000011
011000100100,011011000000
010010001001,000100010100
100100011111,011101000100
000010010101,000001010100
001101001111,000010100101
011111111110,010000011110
111110101000,110110010000
100100011000,011011000000
001000101011,001010110000
100100010101,010111101000
001101011000,000100001000
000011010011,000001101001
001110101010,001100100100
101010000001,000001010100
011111100111,011100111011
001100111001,001010111000
011100101000,011000100000
111001010000,011100100000
000100000011,000000011000
011011101011,011101001101
101001010110,010000111100
111001101110,110101100010
000011110011,000010011001
110111111010,101100101010
100101110101,110001110110
011101011101,001000100001
011010010100,001110110000
101011100011,101001000101
011100011011,001011110100
110111101011,111011000011
000010110100,000011010000
001000110001,001100010000
100001001110,001110011100
001110111000,001000110000
000011000000,000000000000
110111100111,110001001011
000110101010,000111111000
001011010111,000100111101
101101010000,010110100000
011000001110,000101010000
101011110110,111010011010
100111111000,111100011000
110111011100,010111001100
111101111111,100010011101
011001100110,011011011100
100110111000,111101010000
001011001001,000010101110
010011011101,001111110001
001101000001,000000011010
001001001110,000011111100
100111110100,110011100100
011001111100,010111000100
111011011111,010010101011
101010001110,001100100100
110000100010,110011000000
110101011010,010011011100
001000111100,001111000000
000101100001,000101001010
000100111011,000111011000
101111100110,101011111010
100110011111,011100000110
101101111010,110100000010
001011100110,001010001010
001010011111,000110110010
101010110100,111001110000
101011010011,010110100101
111000100011,111010101000
000001000100,000000001000
000100001111,000001111000
001101111001,001011010110
110001101111,111010100001
111111100011,111100000011
100000010110,010110000000
010111110011,011100011101
111110001101,001010101010
100111000100,000100111000
101100100001,101101011000
110011010100,011111111000
110001101101,111001000110
011010001111,000101001010
110011001100,001001100100
100011000010,000010001100
000100101111,000101111000
100011010010,010011101100
110000111110,101110100000
110100011000,010000100000
011000101100,011100100000
010001101001,010101110010
010001110010,011000010100
111100100100,111000010000
000101110011,000111111110
001100010010,000110110000
110100111011,101110100100
000110001111,000001011010
111010110010,101011011000
011010101011,011100010010
011111101001,011011110001
111001010110,011011111100
010111010011,001010101101
101000110001,111101010000
010100011101,001100111000
111010101001,110010101100
101010010011,010110000010
110000100011,110010010000
001000100101,001001010000
111100011011,010101001100
100010111000,111011100000
111000111010,100001010000
000100110001,000110001000
001111110011,001011111101
011110101101,011000101010
000110010011,000011010010
100110101101,101001100010
011101110001,010100100110
011000100010,011001100000
011101110000,010100010000
010101011000,001111110000
111111001011,001100110011
001100100110,001101001000
100101001001,001000111010
011101100111,011111000101
010110000101,000010000010
000111001000,000001110000
110011111000,101001101000
010110110100,011110001000
100101010110,010101000010
101111111011,110110001011
010011100001,010011100110
001010000001,000000010100
101100010100,010000010000
100100100011,100111011000
001010100011,001010111100
001011000101,000001000001
011000100110,011010010000
100101101111,101000111001
111101101011,110111011001
100011111100,111110110100
111010110100,101111110000
001101101011,001110001001
101011010111,010000000011
001011101111,001001100011
000110011101,000010100010
110100101011,111000100100
101110111110,110000011100
000010011010,000001101000
001111110100,001010010100
111011101100,110100110100
101001101111,100010110001
010010111010,011110011000
001110010110,000110110100
101100101100,100101010000
100010101010,101001101000
110011111110,101101000110
001101100111,001100111001
111101001000,001111010000
101010011111,011010001010
011100011101,001000010100
111100011010,010100101000
000001111001,000001110010
001000000001,000000010000
000000001100,000000000000
110010111000,101000010000
001011100101,001010100001
001001101001,001011001010
101101011011,011111101001
101011000111,000110011101
011101010110,001101010010
100011100000,100011000000
001001000011,000000110110
011011100110,011000101010
100111111101,111011100101
011011100111,011000000011
001001000100,000001001000
011110011001,001011100010
010111100100,010100000100
110100111100,101001010000
011010110111,010010001010
001000011001,000110010000
101001001111,001101010001
100100100110,100001110000
000010000000,000000000000
010001101100,010111011000
010101111111,011010100101
101110000011,000011101010
010100110111,011100100100
111101001010,001101011100
010011110101,011001100001
101111100010,101100000010
100111101111,101010011011
110011111111,101100010011
010101110101,011100001110
110001100110,110101101100
111101110101,101001111110
110101010001,011011011010
001001011001,000110101010
101101111110,110011101010
011110111000,010010110000
001001001101,000011000110
010000010100,001010000000
000111001110,000001000110
010100010001,001010101000
101100011010,011110001000
011110100100,011100001000
110001011010,010000001100
101110001110,001101001100
011000100001,011000110000
111100001010,001101001000
011010101100,011110001000
100011001100,001100100100
101110111111,110001001110
110001010100,011110101000
111110000101,000110110010
101011100111,101100111101
111000001001,001111110000
110001000101,000111101010
101010011101,011000111100
010111010000,001011100000
001100100010,001100110000
010100011110,001101001000
101111010001,010110000001
101001000101,000100111010
001011000000,000000000000
100010111110,111100000100
100000011101,011101000000
110100110001,100000011000
100000100111,100111000000
111110011111,010000011110
100011000111,000111010101
101001100110,101110011100
011011100100,011001111000
010101011101,001100011110
000111110100,000101100100
000101110101,000111010110
101111011111,011000110111
100010000100,000100010000
100010000110,000110011000
000110000100,000000110000
010101000011,000001111110
000010110000,000011000000
111111110001,101110010001
110110000010,000011011000
111001110100,101101011000
010010110011,011010011100
101100001011,001001010100
110011111100,101111110100
110110100011,110101001010
110000010110,011100100000
001000100010,001000100000
101011010010,010111011100
110000010100,011110000000
010101101100,010001000100
111011010011,011111010101
101011000101,000100100001
111111001101,001010110101
000100010111,000010111000
010101001100,000111111000
110001010111,011101111110
011111100110,011100000110
000010001100,000000110000
100010111011,111001011100
110000111101,101100010000
111111101110,110001001110
001110001000,000011100000
101010111010,110001111000
101111101111,100100010111
000101111001,000110000110
000000101011,000000000000
000110111100,000101101000
010010110110,011001111000
101010000110,000111111000
101101101101,100101111110
010000000010,000001000000
011010001110,000101100100
001010000010,000000101000
000000101010,000000000000
010011000110,000011010010
101111010110,010011000110
011011001101,000100101001
100011001000,001000110000
000001100100,000001001000
101101100010,101111110100
100000100100,100100000000
010010010011,001000011100
100001111011,111010001110
001110111110,001001101100
100100000111,000111111000
100111100000,100111000000
000001000011,000000000110
001011000011,000000111001
110011001011,001110100101
110111001000,001101110000
001001010110,000101011100
110000101101,111000010000
001011100010,001011101100
101100110001,111000111000
101111101011,100001010011
111111101100,110011001100
111101000100,000111101000
111001000100,000111001000
111001011101,010000001110
101101011100,011011100100
010000011000,001100000000
100110100101,100000000010
101010000000,000000000000
010011111101,011101001001
011000101011,011111001000
101010100111,101101010010
101001001010,001001110100
100101001010,001011001100
100001110110,110111101100
111001110001,101010101010
101000011110,011010010000
101001110111,111000010001
011111011000,001011101000
101100010010,010101110000
001110010100,000110001000
000110001011,000001110010
101000011100,011000100000
001011000100,000001011000
111010101010,110001111000
010010011110,001110000100
010010000110,000011011000
000101100100,000101101000
000101000010,000000010100
001011101011,001000110101
111000100100,111111000000
011011010111,001111000011
100011101000,101011110000
100011011100,011101010100
101011001111,001101100011
001110000011,000000101010
110110110110,100110110100
001111101100,001100001100
101100010101,010001000100
100101010100,010110011000
000100111101,000111101000
011000111011,010100101000
100110101011,101101001010
000111011111,000010011011
010100000001,000000101000
000111110011,000101001101
101110011010,011111100100
001001110011,001101001110
001111000001,000000011110
001000101001,001010010000
110011101001,111110101110
010110000011,000001110010
010010011001,001101010100
110011011011,010000110101
110011110010,100100111100
111011101010,110000010010
000000001101,000000000000
111101001101,001010000001
000011001000,000000110000
001000111110,001111100000
100001101010,101011010100
101011000110,000111110010
000010011110,000001111000
100001110101,110100011010
000000011011,000000000000
101011010101,010011010001
000001101111,000001011110
001110011001,000101000010
011000111000,010101000000
001101010100,000111011000
110011000101,000111111110
101001010001,010101110010
010000100001,010000100000
100010100111,100100111100
111000000010,000011100000
100010111010,111000011000
110011100000,110011000000
011100011111,001001101100
111011000100,000111011000
000001111010,000001110100
000101110010,000111110100
100010000001,000001000100
101111000101,000100011001
101000010111,010001001000
101000111101,110101110000
110001001110,001010111100
001010001001,000010110100
111011110111,101101010011
001011001011,000010010101
110101010110,011110100010
100000000111,000111000000
001111001010,000011010010
010000100111,010011100000
110001011101,010100100110
100010110001,110010100100
111001001000,001110010000
101110010101,010000110010
101111001010,001000110010
011111111000,010011011000
110010000100,000110010000
111001001101,001011010110
001111101110,001100110110
011001011100,001010000100
000001110001,000001100010
011101001100,000101000100
100111100110,100010011010
000110110001,000100101100
010010100000,010010000000
101100110010,111011110000
111000100001,111001110000
100110010101,010110000010
001101100110,001100100010
001011101000,001000001000
111001011110,010010010010
100010001000,001000100000
100101011110,011100110010
011111101010,011010001010
110001010010,011011100100
010011100100,010000111000
100110111101,111010010010
101011110000,111110010000
001011011101,000110101001
001001011111,000111010001
110001010001,011001010010
011100110100,010110010000
011110111110,010001011100
111110101100,110010011000
000111000010,000000011100
001100110111,001000110100
110000111111,101111010000
010011111001,011110011110
000100111100,000111100000
010010001101,000110001100
011000011010,001000010000
101011101100,100011010100
001100010001,000110011000
110001100010,110010100100
011110101011,011011000110
111011011010,010111010010
101011001011,001000110101
000111110101,000101101001
101010011000,011111100000
101111011000,011101101000
110001001101,001000000110
010100100111,010111000100
111101011100,010010010100
100111101100,101001110100
010000110111,011011100000
111000010101,011001001000
101000001111,001101001000
000101111011,000110010001
000110000101,000000111100
011011011100,001011110100
110101101000,111010110000
110000001011,001110010000
000111011011,000010111101
011010100001,011010110100
011110110110,010101001100
010011001010,000101111100
011101011110,001001101010
001000000111,000001110000
100111000111,000111100011
111000110100,101100100000
010011100110,010001110010
110011000000,000000000000
110000111100,101101000000
000011110111,000010001101
000111000000,000000000000
100001011100,011100111000
