achieved_ess,beta,cell_id,cohort,final_reason,g_b_over_g_a,hs_q_a_tau_int,hs_q_b_tau_int,m,measurements,mu,q_a_sq_tau_int,q_b_sq_tau_int,q_combined_tau_int,realized_measurement_sweeps,replica,staggered_structure_tau_int,status,t,worst_tau_int,worst_tau_key
44.2114106358112,4.0,half_filled_core_m04_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,5.9713091304569295,3.4097838535201426,4,528,0.0,2.588902874826101,2.143961744479573,2.0892835228878486,1056,2,2.1906165478664232,COMPLETE,1.0,5.9713091304569295,hs_q_a_tau_int
55.891197235557655,4.0,half_filled_core_m04_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,8.99068234094496,5.455497614986269,4,1005,0.0,6.2900999157219335,2.177390591038408,2.839641374765824,2010,3,2.290607739157557,COMPLETE,1.0,8.99068234094496,hs_q_a_tau_int
49.721537620014175,4.0,half_filled_core_m04_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,11.190869191909684,12.951479799175846,4,1300,0.0,13.072805691720173,6.459362572078752,10.316492674501905,2600,0,8.73299305131593,COMPLETE,0.25,13.072805691720173,q_a_sq_tau_int
44.072031669058426,4.0,half_filled_core_m04_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,6.227442115510812,8.738212971245991,4,1069,0.0,5.713404905135023,7.595817048587305,12.127872933419939,2138,1,8.778027617261591,COMPLETE,0.25,12.127872933419939,q_combined_tau_int
17.649328372724774,4.0,half_filled_core_m04_b04_g050_t025_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,18.345003730875778,6.314818620930003,4,829,0.0,23.485312939191907,7.195599306143142,17.259378020203542,1658,2,7.839839198773929,EARLY_STOP,0.25,23.485312939191907,q_a_sq_tau_int
65.38207687281911,4.0,half_filled_core_m04_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,7.606244049951126,7.044329953112259,4,1051,0.0,8.037370868811646,6.9156680885084905,5.500721856430005,2102,3,7.395650134684227,COMPLETE,0.25,8.037370868811646,q_a_sq_tau_int
46.46205379450961,4.0,half_filled_core_m04_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,4.354784426715387,7.048762877518352,4,655,0.0,2.5841336311784953,2.943122329271856,3.395666783477212,1310,0,2.778745495767748,COMPLETE,0.5,7.048762877518352,hs_q_b_tau_int
76.13158400293109,4.0,half_filled_core_m04_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,9.969581087013482,6.22643797145806,4,1518,0.0,3.959329152559596,3.0880260045130896,3.1121814787790396,3036,1,3.4557583477126084,COMPLETE,0.5,9.969581087013482,hs_q_a_tau_int
45.973616236511546,4.0,half_filled_core_m04_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,5.03549685561055,4.939066110876685,4,463,0.0,2.90995667761741,1.9272812949756846,2.2617127430993786,926,2,2.464552616791777,COMPLETE,0.5,5.03549685561055,hs_q_a_tau_int
8.087465832318568,4.0,half_filled_core_m04_b04_g050_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,28.624541333441663,4.2068257105174345,4,463,0.0,4.453997921666755,4.294749049327014,2.4997522813466073,926,3,2.2671011393566634,EARLY_STOP,0.5,28.624541333441663,hs_q_a_tau_int
43.405841404724576,4.0,half_filled_core_m04_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,7.902740710517573,10.620690328325757,4,922,0.0,5.645730527327558,4.61243454255139,4.659724824050831,1844,0,2.2805020342583755,COMPLETE,1.0,10.620690328325757,hs_q_b_tau_int
73.04824776270233,4.0,half_filled_core_m04_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,2.8359137152349922,3.0651545243635288,4,511,0.0,3.497688278985052,2.404749224746954,2.4953942836825256,1022,1,3.1399492152028974,COMPLETE,1.0,3.497688278985052,q_a_sq_tau_int
44.10568727541,4.0,half_filled_core_m04_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,5.377572347360441,5.792903722474074,4,511,0.0,2.5999222420527524,2.8201225808085146,2.1573952306961517,1022,2,3.0570741643719295,COMPLETE,1.0,5.792903722474074,hs_q_b_tau_int
47.76047074101306,4.0,half_filled_core_m04_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,6.417440934827326,4.711169314786781,4,613,0.0,3.0288058903900628,2.717204590959712,2.7843037331825586,1226,3,3.390193130352818,COMPLETE,1.0,6.417440934827326,hs_q_a_tau_int
18.60546431678858,4.0,half_filled_core_m04_b04_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,41.68667272767436,30.73144821535174,4,1570,0.0,41.735152767386175,42.1919059172126,4.839072063585892,3140,0,4.964216472935578,EARLY_STOP,0.25,42.1919059172126,q_b_sq_tau_int
27.129338756711057,4.0,half_filled_core_m04_b04_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,20.053235589391765,23.658792254670605,4,1570,0.0,28.93546381796027,26.34643596826288,9.135603148023874,3140,1,4.759329886903626,EARLY_STOP,0.25,28.93546381796027,q_a_sq_tau_int
39.586622203083614,4.0,half_filled_core_m04_b04_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,18.135504015081196,15.854184833036921,4,1587,0.0,20.04465033488485,17.293095141225773,7.123111420812609,3174,2,4.549775193142505,EARLY_STOP,0.25,20.04465033488485,q_a_sq_tau_int
21.363523528436122,4.0,half_filled_core_m04_b04_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,21.032584403467773,35.39010604423404,4,1570,0.0,36.74487492454689,20.908951760456535,6.126218459583663,3140,3,4.056110277703293,EARLY_STOP,0.25,36.74487492454689,q_a_sq_tau_int
40.00943901333663,4.0,half_filled_core_m04_b04_g100_t050_mu000,half_filled_core,production ESS and numerical audits passed,1.0,18.655143165039252,19.92029930073077,4,1594,0.0,18.26448076224968,19.797429358994172,4.3077406831190945,3188,0,3.157566305748484,COMPLETE,0.5,19.92029930073077,hs_q_b_tau_int
20.42489144043281,4.0,half_filled_core_m04_b04_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,28.7639227710652,22.46309696401206,4,1175,0.0,25.88264948536477,26.59278525763799,5.831744374521284,2350,1,4.513791875168667,EARLY_STOP,0.5,28.7639227710652,hs_q_a_tau_int
19.517451372916106,4.0,half_filled_core_m04_b04_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,19.9950016224037,21.526525613677258,4,1175,0.0,30.10126623475335,25.963203279490262,2.7658744398322743,2350,2,3.4582651004426546,EARLY_STOP,0.5,30.10126623475335,q_a_sq_tau_int
40.151471369791686,4.0,half_filled_core_m04_b04_g100_t050_mu000,half_filled_core,production ESS and numerical audits passed,1.0,13.407518824144029,14.63209142671695,4,1175,0.0,14.460749443693544,13.214862616931422,2.868034196573728,2350,3,3.437955234466394,COMPLETE,0.5,14.63209142671695,hs_q_b_tau_int
18.670955996266997,4.0,half_filled_core_m04_b04_g100_t100_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,22.00057062422747,34.75986982829153,4,1298,0.0,34.45665114468332,33.2069334139871,3.7397543572908583,2596,0,3.7170586068586826,EARLY_STOP,1.0,34.75986982829153,hs_q_b_tau_int
22.055437155180503,4.0,half_filled_core_m04_b04_g100_t100_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,17.92292886038021,22.629161752128745,4,1298,0.0,28.00936910025284,29.425850661389376,3.542450069542959,2596,1,3.811379719831968,EARLY_STOP,1.0,29.425850661389376,q_b_sq_tau_int
40.313627877688866,4.0,half_filled_core_m04_b04_g100_t100_mu000,half_filled_core,production ESS and numerical audits passed,1.0,12.255721857158928,16.19799641900737,4,1306,0.0,14.165869348123094,14.447637860066294,4.452811049453958,2612,2,4.633287130591379,COMPLETE,1.0,16.19799641900737,hs_q_b_tau_int
40.726292289303764,4.0,half_filled_core_m04_b04_g100_t100_mu000,half_filled_core,production ESS and numerical audits passed,1.0,13.807993179680556,14.45688155960982,4,1315,0.0,16.14436186160467,15.58998528003048,2.7301293576515206,2630,3,3.162534830514372,COMPLETE,1.0,16.14436186160467,q_a_sq_tau_int
16.71685878305502,8.0,half_filled_core_m04_b08_g025_t025_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,13.837845394279018,31.250338933063357,4,1167,0.0,6.3660259141477225,15.703707277162456,25.552441233343444,2334,0,34.90488300298753,EARLY_STOP,0.25,34.90488300298753,staggered_structure_tau_int
19.196558525810076,8.0,half_filled_core_m04_b08_g025_t025_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,17.015840622904374,13.712589766495563,4,1167,0.0,30.396073296964925,19.273337272007453,21.034928704775,2334,1,22.47069880576635,EARLY_STOP,0.25,30.396073296964925,q_a_sq_tau_int
14.329771704277688,8.0,half_filled_core_m04_b08_g025_t025_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,11.971227984941855,18.547157384579446,4,1167,0.0,6.415431195207246,34.238323111484334,26.193574423144526,2334,2,40.71942052125053,EARLY_STOP,0.25,40.71942052125053,staggered_structure_tau_int
11.48598831191551,8.0,half_filled_core_m04_b08_g025_t025_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,27.49223355350637,17.569381166879023,4,1167,0.0,12.071287002450639,49.554317469151,34.49373996554295,2334,3,50.801026794941095,EARLY_STOP,0.25,50.801026794941095,staggered_structure_tau_int
39.818286384360874,8.0,half_filled_core_m04_b08_g025_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,20.015929171503263,15.114990999305276,4,1594,0.0,12.22923629772772,9.992040920041187,10.593393594773982,3188,0,11.22155400133649,EARLY_STOP,0.5,20.015929171503263,hs_q_a_tau_int
41.029400985822804,8.0,half_filled_core_m04_b08_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,12.889221314667942,14.630702124555874,4,1385,0.0,7.275139594733705,15.159413942656665,16.878140634792224,2770,1,15.505826680062503,COMPLETE,0.5,16.878140634792224,q_combined_tau_int
18.949730979359522,8.0,half_filled_core_m04_b08_g025_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,36.54405441186932,19.91186416052953,4,1385,0.0,13.706830854887174,11.765320683986921,9.453960127921547,2770,2,15.613501953181133,EARLY_STOP,0.5,36.54405441186932,hs_q_a_tau_int
40.637226917223494,8.0,half_filled_core_m04_b08_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,11.132077999033537,16.20792250442749,4,1447,0.0,10.096220546571852,16.771670090353382,17.803872332965593,2894,3,16.640440569274432,COMPLETE,0.5,17.803872332965593,q_combined_tau_int
23.617180249976744,8.0,half_filled_core_m04_b08_g025_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,32.15879253835766,11.796867807369168,4,1519,0.0,9.96771623435757,9.14705087196614,8.232805284179225,3038,0,10.055616421141282,EARLY_STOP,1.0,32.15879253835766,hs_q_a_tau_int
27.461735387754388,8.0,half_filled_core_m04_b08_g025_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,14.884231199474092,27.656664419637252,4,1519,0.0,6.599252504207969,9.427961990638762,8.09578293947142,3038,1,9.90751484633338,EARLY_STOP,1.0,27.656664419637252,hs_q_b_tau_int
28.94183922122355,8.0,half_filled_core_m04_b08_g025_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.25,26.24228523262079,12.308461082862785,4,1519,0.0,16.07582226880267,12.527021363314613,12.444891862964871,3038,2,14.00394538324007,EARLY_STOP,1.0,26.24228523262079,hs_q_a_tau_int
57.118210317420896,8.0,half_filled_core_m04_b08_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,13.296985248299256,10.995667761064501,4,1519,0.0,6.362380601511634,7.602988326981713,6.9696235420809085,3038,3,7.761076288166113,COMPLETE,1.0,13.296985248299256,hs_q_a_tau_int
52.637074939217335,8.0,half_filled_core_m04_b08_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,11.910022389943691,14.018889987982408,4,1574,0.0,11.085231059705622,12.97759350399026,9.251484292880383,3148,0,14.951438713279343,COMPLETE,0.5,14.951438713279343,staggered_structure_tau_int
15.038768473290796,8.0,half_filled_core_m04_b08_g050_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,52.33141273487456,19.097636445157676,4,1574,0.0,14.995781301623406,13.802534012326486,12.218693481774414,3148,1,16.053456194332828,EARLY_STOP,0.5,52.33141273487456,hs_q_a_tau_int
35.569857687361434,8.0,half_filled_core_m04_b08_g050_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,12.549791146158372,22.125475083911688,4,1574,0.0,11.000698118729732,13.56799392775209,11.755488500950397,3148,2,12.60043898176114,EARLY_STOP,0.5,22.125475083911688,hs_q_b_tau_int
33.07282856829635,8.0,half_filled_core_m04_b08_g050_t050_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,21.399596661201,23.795968898602734,4,1574,0.0,14.144771783377525,11.193523254121576,14.276679245540295,3148,3,10.7595470363059,EARLY_STOP,0.5,23.795968898602734,hs_q_b_tau_int
31.74942759734736,8.0,half_filled_core_m04_b08_g050_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,15.316958608352246,22.86655398035134,4,1452,0.0,11.434569051895034,10.016700567204547,9.277588943192882,2904,0,11.483038289579035,EARLY_STOP,1.0,22.86655398035134,hs_q_b_tau_int
27.11188040561654,8.0,half_filled_core_m04_b08_g050_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,26.77792868434167,26.70090328837231,4,1452,0.0,9.79051489449251,10.276247970120057,10.264646268569292,2904,1,9.745514533374621,EARLY_STOP,1.0,26.77792868434167,hs_q_a_tau_int
31.977208330230617,8.0,half_filled_core_m04_b08_g050_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,22.70367045498634,12.350480373017383,4,1452,0.0,6.363435432343201,5.41960672851064,5.999491447523217,2904,2,5.730472854587127,EARLY_STOP,1.0,22.70367045498634,hs_q_a_tau_int
32.39542996856081,8.0,half_filled_core_m04_b08_g050_t100_mu000,half_filled_core,production autocorrelation cap exceeded,0.5,22.4105684259962,18.259857150276403,4,1452,0.0,9.190455953828144,11.57816179616516,10.00656847277275,2904,3,11.927553409409972,EARLY_STOP,1.0,22.4105684259962,hs_q_a_tau_int
34.89055699873988,8.0,half_filled_core_m04_b08_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,19.340398537368348,19.17100448308492,4,1561,0.0,9.052210605248954,22.36994955478036,21.910783921878828,3122,0,12.126090866510026,EARLY_STOP,0.25,22.36994955478036,q_b_sq_tau_int
9.979921387798063,8.0,half_filled_core_m04_b08_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,78.20702886039535,64.5965224074342,4,1561,0.0,77.79583156295486,55.545543107461654,16.3500690848907,3122,1,28.65209074364957,EARLY_STOP,0.25,78.20702886039535,hs_q_a_tau_int
13.520796529717797,8.0,half_filled_core_m04_b08_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,46.643674065807964,48.11746036475398,4,1561,0.0,43.51404038004593,57.72588902469715,28.383991826910588,3122,2,13.746809440410278,EARLY_STOP,0.25,57.72588902469715,q_b_sq_tau_int
5.713137291463192,8.0,half_filled_core_m04_b08_g100_t025_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,124.07253615681778,91.58528900972739,4,1561,0.0,136.61495605335017,115.80028161737795,20.727882968915047,3122,3,12.147699137355866,EARLY_STOP,0.25,136.61495605335017,q_a_sq_tau_int
16.04829943704896,8.0,half_filled_core_m04_b08_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,38.37208715609025,36.44216031438486,4,1415,0.0,28.42948479835589,44.08566794103255,11.151723107306792,2830,0,9.383663976415777,EARLY_STOP,0.5,44.08566794103255,q_b_sq_tau_int
32.43358923301439,8.0,half_filled_core_m04_b08_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,14.753632836132871,15.42401810825798,4,1415,0.0,21.813805278135252,11.093317013225972,11.659096926508976,2830,1,14.864264648399924,EARLY_STOP,0.5,21.813805278135252,q_a_sq_tau_int
12.882212385567968,8.0,half_filled_core_m04_b08_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,48.45434857199488,51.9688142437799,4,1415,0.0,54.92069054789201,48.49393868022159,10.68889204428256,2830,2,14.658778808987746,EARLY_STOP,0.5,54.92069054789201,q_a_sq_tau_int
6.295013585050626,8.0,half_filled_core_m04_b08_g100_t050_mu000,half_filled_core,production autocorrelation cap exceeded,1.0,92.33599680346946,89.45601891875972,4,1415,0.0,105.58413248007938,112.39054379170338,13.678245361728262,2830,3,8.039192344842137,EARLY_STOP,0.5,112.39054379170338,q_b_sq_tau_int
40.710283380406835,4.0,half_filled_core_m06_b04_g025_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.25,6.850012288261058,8.388543916752939,6,683,0.0,6.030080030739504,6.900488874409271,5.836263925221515,1366,0,7.376667929108746,COMPLETE,0.25,8.388543916752939,hs_q_b_tau_int
41.77866602803619,4.0,half_filled_core_m06_b04_g025_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.25,9.442618386505327,8.413874134016325,6,789,0.0,5.632121316259397,7.329625975500029,7.637140479538913,1578,1,7.797014077115284,COMPLETE,0.25,9.442618386505327,hs_q_a_tau_int
55.18887684764557,4.0,half_filled_core_m06_b04_g025_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.25,10.48540469252177,11.370044759785142,6,1255,0.0,6.758715726127823,5.420983988027953,8.553179347601278,2510,2,5.762217584136394,COMPLETE,0.25,11.370044759785142,hs_q_b_tau_int
46.74253546368016,4.0,half_filled_core_m06_b04_g025_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.25,6.642771876191106,4.0359154945546925,6,621,0.0,3.7918611946229355,4.1670511261014545,4.45054725568121,1242,3,4.167603362914745,COMPLETE,0.25,6.642771876191106,hs_q_a_tau_int
58.20670316132285,4.0,half_filled_core_m06_b04_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,5.359925334781326,4.744577225975093,6,877,0.0,4.864367164299672,4.745939653615379,7.5334965937630045,1754,0,4.567877020700522,COMPLETE,0.5,7.5334965937630045,q_combined_tau_int
60.883952226009654,4.0,half_filled_core_m06_b04_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,6.165259633571669,7.202226267641551,6,877,0.0,4.420461376202043,6.030751289733368,6.822204327304367,1754,1,6.206784088179097,COMPLETE,0.5,7.202226267641551,hs_q_b_tau_int
48.26062989591115,4.0,half_filled_core_m06_b04_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,9.086081158612304,8.594137634175873,6,877,0.0,6.397415481564588,5.539810368044044,5.350700026756368,1754,2,5.677700843170027,COMPLETE,0.5,9.086081158612304,hs_q_a_tau_int
43.089701666485354,4.0,half_filled_core_m06_b04_g025_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.25,15.119621970061788,8.653367564651184,6,1303,0.0,7.326882587016211,9.20550932176313,8.547325411345373,2606,3,10.147487427224338,COMPLETE,0.5,15.119621970061788,hs_q_a_tau_int
43.82477405917321,4.0,half_filled_core_m06_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,13.09761458724173,6.857245355461989,6,1148,0.0,7.948773224582886,7.9234653671310715,4.642737090995774,2296,0,7.953818134647683,COMPLETE,1.0,13.09761458724173,hs_q_a_tau_int
81.19625482395155,4.0,half_filled_core_m06_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,6.573647225459079,3.942681856637196,6,1148,0.0,7.069291573170928,6.414592684544139,6.9510689283191835,2296,1,6.773358098482085,COMPLETE,1.0,7.069291573170928,q_a_sq_tau_int
66.56084900872114,4.0,half_filled_core_m06_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,8.623688077127616,7.814648872721934,6,1148,0.0,7.223928478068674,6.321182283890931,5.3447319032605485,2296,2,6.705200690090774,COMPLETE,1.0,8.623688077127616,hs_q_a_tau_int
53.936983004859556,4.0,half_filled_core_m06_b04_g025_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.25,10.642048702432696,4.893839495371092,6,1148,0.0,5.852621451576059,6.60820393626644,7.362052840226197,2296,3,6.905137895423669,COMPLETE,1.0,10.642048702432696,hs_q_a_tau_int
57.39622091883449,4.0,half_filled_core_m06_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,11.66453103152484,9.332685763621711,6,1339,0.0,7.357730632033961,10.051510926135926,5.581139403775397,2678,0,10.114832302306256,COMPLETE,0.25,11.66453103152484,hs_q_a_tau_int
71.81777776136515,4.0,half_filled_core_m06_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,7.899830859985739,9.322204346458657,6,1339,0.0,5.339923726694406,7.371325828846016,9.311503621919794,2678,1,6.68241678596541,COMPLETE,0.25,9.322204346458657,hs_q_b_tau_int
67.80662358127567,4.0,half_filled_core_m06_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,9.873666680918141,6.998364342595528,6,1339,0.0,7.545586321990212,7.816268937864301,7.004446324959471,2678,2,7.61981593877201,COMPLETE,0.25,9.873666680918141,hs_q_a_tau_int
47.59119503522594,4.0,half_filled_core_m06_b04_g050_t025_mu000,half_filled_core,production ESS and numerical audits passed,0.5,10.69652695611271,9.557213772093508,6,1339,0.0,10.482556316040519,10.371945733161438,8.757128955948486,2678,3,14.067728274199693,COMPLETE,0.25,14.067728274199693,staggered_structure_tau_int
65.23286976114127,4.0,half_filled_core_m06_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,7.587344063832683,5.968579768400298,6,1004,0.0,5.456963192274479,5.810258634757187,7.695506909908133,2008,0,6.213119832032562,COMPLETE,0.5,7.695506909908133,q_combined_tau_int
46.969272795459105,4.0,half_filled_core_m06_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,14.637228960173855,5.578674195118251,6,1375,0.0,7.34933239825949,8.21253642153079,6.0417351580283025,2750,1,8.509471873020063,COMPLETE,0.5,14.637228960173855,hs_q_a_tau_int
40.03966719259534,4.0,half_filled_core_m06_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,6.6969731085190505,8.924538490617444,6,837,0.0,7.17804139266108,7.058039570192325,10.452134828867772,1674,2,6.773327268184593,COMPLETE,0.5,10.452134828867772,q_combined_tau_int
40.14671566561575,4.0,half_filled_core_m06_b04_g050_t050_mu000,half_filled_core,production ESS and numerical audits passed,0.5,12.279958443082235,6.565779224967043,6,986,0.0,7.348406535826697,6.907789749027673,5.752915306315076,1972,3,7.77051305128201,COMPLETE,0.5,12.279958443082235,hs_q_a_tau_int
74.0271062827179,4.0,half_filled_core_m06_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,7.035283169665104,7.753916488479626,6,1148,0.0,6.799559990618766,6.419642194370579,5.270147153558472,2296,0,5.956111932309659,COMPLETE,1.0,7.753916488479626,hs_q_b_tau_int
56.374828517587034,4.0,half_filled_core_m06_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,8.826231921345288,10.18184915313634,6,1148,0.0,5.330787570749738,5.118455001248099,6.519514250595819,2296,1,5.160289810975914,COMPLETE,1.0,10.18184915313634,hs_q_b_tau_int
70.85956367434952,4.0,half_filled_core_m06_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,5.8736940111516684,7.60074024456461,6,1148,0.0,7.509130591442161,8.10052969896825,5.2889336570430325,2296,2,7.802424631152415,COMPLETE,1.0,8.10052969896825,q_b_sq_tau_int
41.078607193123204,4.0,half_filled_core_m06_b04_g050_t100_mu000,half_filled_core,production ESS and numerical audits passed,0.5,12.209692662810774,13.973209882736503,6,1148,0.0,6.373245040022708,6.220057208617089,6.658248248991378,2296,3,5.406525036986392,COMPLETE,1.0,13.973209882736503,hs_q_b_tau_int
44.05286474692098,4.0,half_filled_core_m06_b04_g100_t025_mu000,half_filled_core,production ESS and numerical audits passed,1.0,10.655691307366908,17.161199489366684,6,1512,0.0,11.161171530516487,10.834387698471247,7.2045351314684485,3024,0,8.092573679370828,COMPLETE,0.25,17.161199489366684,hs_q_b_tau_int
