beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
8.3,-183.59020029279836,9.557226672709597e-13,-1.8359020029279838,9.55753369756588e-15,1.312048041831599,76.21672134840546
8.4,-183.59020029279964,4.927824022311194e-13,-1.8359020029279958,4.926825916040849e-15,1.0,100.0
8.5,-183.59020029279844,5.858014633916622e-13,-1.8359020029279844,5.858676046133512e-15,1.0,100.0
8.6,-183.59020029279927,3.345025780166318e-13,-1.8359020029279929,3.3450485044345493e-15,1.0,100.0
8.7,-183.5902002927983,4.789669872157933e-13,-1.8359020029279836,4.7893032548322055e-15,1.0,100.0
8.8,-183.59020029279884,3.4751466700476247e-13,-1.8359020029279884,3.4752081958783503e-15,1.0,100.0
8.9,-183.59020029279884,3.273594394128847e-13,-1.8359020029279884,3.277077112982916e-15,1.3080052746666504,76.45229108535922
9.0,-183.590200292799,1.8235514574244968e-13,-1.8359020029279904,1.8162839844080254e-15,1.5363480779073004,65.08941654433714
9.1,-183.5902002927986,1.1907804016281784e-13,-1.8359020029279867,1.186743756992699e-15,1.152262295119438,86.78579558106124
9.2,-183.59020029279884,1.751941018609876e-13,-1.8359020029279884,1.7534211628839333e-15,1.0,100.0
9.3,-183.59020029279873,1.25592220353618e-13,-1.8359020029279878,1.2532430081570364e-15,1.2380338512936553,80.7732356393222
9.4,-183.5902002927989,6.503492272770773e-14,-1.8359020029279893,6.820585208533696e-16,1.0083642070977676,99.17051725568075
9.5,-183.59020029279873,5.85817133119642e-14,-1.8359020029279876,5.853771740406859e-16,1.0,100.0
9.6,-183.59020029279858,8.010351781773946e-14,-1.8359020029279858,8.016717587725566e-16,1.0,100.0
9.7,-183.59020029279884,5.770405578569596e-14,-1.8359020029279884,5.767754228230143e-16,1.4526385695817776,68.8402484237979
9.8,-183.5902002927987,3.532179102702871e-14,-1.8359020029279869,3.553563237701202e-16,1.270910821600442,78.68372689916296
9.9,-183.5902002927987,4.0067289902969006e-14,-1.8359020029279873,4.0040855967087194e-16,1.0,100.0
10.0,-183.5902002927987,3.4604808430557295e-14,-1.8359020029279869,3.4626994303232247e-16,1.0,100.0
