distance,exact,compact,absolute_error,relative_error
27,0.0001472519419455256,0.00014725300637731273,1.064431787124124e-09,7.228643460049579e-06
28,0.00014095128323864212,0.00014095235240301794,1.0691643758211408e-09,7.5853468748557434e-06
29,0.0001362264400536537,0.00013622751018117134,1.0701275176324548e-09,7.855505269101783e-06
30,0.00013294226749118934,0.00013294333636654454,1.0688753551962166e-09,8.040146865007065e-06
31,0.0001310071154917783,0.00013100818269915952,1.0672073812233e-09,8.146178756910922e-06
32,0.0001303678655257048,0.00013036893201021863,1.0664845138193442e-09,8.180578162561571e-06
33,0.0001310071154917783,0.00013100818269915952,1.0672073812233e-09,8.146178756910922e-06
34,0.00013294226749118934,0.00013294333636654454,1.0688753551962166e-09,8.040146865007065e-06
35,0.0001362264400536537,0.00013622751018117134,1.0701275176324548e-09,7.855505269101783e-06
36,0.00014095128323864212,0.00014095235240301794,1.0691643758211408e-09,7.5853468748557434e-06
37,0.0001472519419455256,0.00014725300637731273,1.064431787124124e-09,7.228643460049579e-06
38,0.00015531461168671084,0.00015531566717534763,1.0554886367860044e-09,6.795810293207043e-06
39,0.00016538738982828488,0.00016538843368791532,1.0438596304343777e-09,6.31160351171982e-06
40,0.00017779548309966104,0.00017779651660094266,1.0335012816256942e-09,5.812865791682559e-06
41,0.00019296234808501928,0.0001929633784252039,1.0303401846176261e-09,5.339591867754728e-06
42,0.00021143910822561738,0.00021144014854274608,1.0403171286932095e-09,4.920173649158285e-06
43,0.00023394575880640852,0.00023394682453269273,1.0657262842128559e-09,4.555441781249604e-06
44,0.0002614294898967294,0.00026143059055700726,1.1006602778718469e-09,4.210161134869034e-06
45,0.00029514835047456415,0.0002951494786472956,1.1281727314502166e-09,3.822392128013748e-06
46,0.0003367931845069772,0.00033679430829331017,1.1237863329792083e-09,3.336725280306043e-06
47,0.0003886686152069888,0.00038866968538982943,1.070182840620399e-09,2.7534583414986156e-06
48,0.00045396727507646253,0.0004539682574072209,9.823307583491613e-10,2.1638801126880906e-06
49,0.0005371951115955624,0.000537196038333961,9.267383985862507e-10,1.7251430226788128e-06
50,0.0006448485676587139,0.0006448495641309,9.96472186124038e-10,1.5452809172578031e-06
51,0.0007865254310613147,0.0007865266344723551,1.203411040414347e-09,1.530034494613224e-06
52,0.0009768101738146014,0.0009768115104952573,1.3366806559181321e-09,1.368413937273174e-06
53,0.0012386017193427217,0.0012386027706914257,1.0513487040588604e-09,8.48819025228522e-07
54,0.0016092616093089118,0.0016092621332068893,5.238979775175345e-10,3.2555177758979755e-07
55,0.002152601623809737,0.002152602612751038,9.889413008119796e-10,4.594167772956161e-07
56,0.002983816253186907,0.002983818526294959,2.2731080520470293e-09,7.618123433771112e-07
57,0.004325598880699654,0.004325598443051852,4.376478016793195e-10,1.0117623333778262e-07
58,0.006647586564694775,0.006647588588767897,2.02407312178271e-09,3.0448240155796237e-07
59,0.01106029686185207,0.01106029753743441,6.755823400705907e-10,6.108175472222027e-08
60,0.02063955207663329,0.02063955323990731,1.1632740222478066e-09,5.63613986354281e-08
61,0.04616025538758461,0.04616025643222436,1.0446397497032578e-09,2.263071858965986e-08
62,0.14360924722445118,0.14360924828856272,1.064111548876312e-09,7.4097703973977405e-09
63,1.000021881410735,1.0000218824732716,1.0625367252714568e-09,1.0625134759776776e-09
