run_id,lattice,L,N,Nb,h,beta,c_tau,epsilon,seed,start,bin,n_thermal,n_bins,sweeps_per_bin,line_threads,E,spacetime_m2,spacetime_m4,S0,Sq,equal_m4,q_norm,q_count,acceptance,config_checked,bin_seconds
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,14,1000,200,10,8,-2.309556134259259,0.09203294145349471,0.008749818113977048,0.10076067492789254,0.01554806333671722,0.013993557504370596,0.6045997880780726,6,0.33661059596477333,1,0.007474566
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,15,1000,200,10,8,-2.306991898148148,0.07169040202932382,0.005181520371539896,0.0818377766020806,0.014551994450872286,0.009470677729921943,0.6045997880780726,6,0.34201828627911285,1,0.008937627
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,16,1000,200,10,8,-2.2569892939814813,0.08199606449697464,0.006769601355442109,0.09922280416007312,0.010166883909778187,0.01629413304103754,0.6045997880780726,6,0.337824029679468,1,0.007496236
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,17,1000,200,10,8,-2.266574652777778,0.09300902071582362,0.008692773052889199,0.10969152289753734,0.008854902050708307,0.019131661037164495,0.6045997880780726,6,0.3390945219356347,1,0.008449707
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,18,1000,200,10,8,-2.3091287615740743,0.08597950390997629,0.007491221548145738,0.10384122190059464,0.011174201514966882,0.017649072359722295,0.6045997880780726,6,0.3417205293936596,1,0.008002642
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,19,1000,200,10,8,-2.2859285300925927,0.08046723493346006,0.006536199605209953,0.09385509834496325,0.009857298734770134,0.013439160376346754,0.6045997880780726,6,0.3428518507084864,1,0.008029642
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,20,1000,200,10,8,-2.3255520833333336,0.09282246281535397,0.00881137051348051,0.10268734904867949,0.01004756748373015,0.014871844699264555,0.6045997880780726,6,0.34011596275512584,1,0.007913886
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,21,1000,200,10,8,-2.3262847222222227,0.097351396642826,0.009560573305455209,0.10359593835477943,0.009798627906723199,0.01333343259206433,0.6045997880780726,6,0.33616863333384883,1,0.00806628
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,22,1000,200,10,8,-2.335870081018519,0.09761214171880503,0.009609565481691703,0.10615054370902736,0.009476397129748907,0.014976857242502922,0.6045997880780726,6,0.3391223733003708,1,0.007895182
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,23,1000,200,10,8,-2.317798321759259,0.0768646081193742,0.005952997871630212,0.08148528016404935,0.01003167196983778,0.0081521392826213,0.6045997880780726,6,0.33831934067626895,1,0.007609117
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,24,1000,200,10,8,-2.3135856481481483,0.10033037945617626,0.010168556462102579,0.10734967659141018,0.008472139230745353,0.014345553094705171,0.6045997880780726,6,0.34477749701160554,1,0.007818327
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,25,1000,200,10,8,-2.347775462962962,0.08438111848550509,0.007336112106768269,0.09110933087285081,0.010363447059700312,0.010522407662713198,0.6045997880780726,6,0.3425126208868074,1,0.007415896
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,26,1000,200,10,8,-2.337091145833333,0.0784066529807895,0.006181240425515,0.08637691119221094,0.012337625171586541,0.009789073883966336,0.6045997880780726,6,0.34010835960696684,1,0.008181806
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,27,1000,200,10,8,-2.38880324074074,0.07237852596779513,0.0054273799324229075,0.08334298758818418,0.011039362130347192,0.010777193765669218,0.6045997880780726,6,0.3420603563577106,1,0.007646096
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,28,1000,200,10,8,-2.319263599537037,0.10167311984839858,0.01039473664859907,0.11284788097352579,0.009326318814692605,0.01779086015514749,0.6045997880780726,6,0.339681167919258,1,0.007837573
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,29,1000,200,10,8,-2.30131394675926,0.12284036384192634,0.01530865760391475,0.13182112378039695,0.01041257536884455,0.02183828032716426,0.6045997880780726,6,0.33529878494640386,1,0.008012871
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,30,1000,200,10,8,-2.313158275462963,0.12824850592268344,0.01648212404199575,0.13534660787802272,0.008205494399018215,0.021694344051192083,0.6045997880780726,6,0.337539237061434,1,0.007881937
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,31,1000,200,10,8,-2.2939875578703703,0.13865855842057023,0.019280643682295505,0.14780163836088506,0.007332170775160814,0.02611157748447298,0.6045997880780726,6,0.3334065210231639,1,0.007432407
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,32,1000,200,10,8,-2.2863559027777782,0.10993650447781486,0.012185259860007671,0.11447867877995446,0.008833066308191428,0.015283119164466188,0.6045997880780726,6,0.33703836500537826,1,0.009059586
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,33,1000,200,10,8,-2.2950865162037033,0.088261646517289,0.007949959148942837,0.09196963775372927,0.009750416145683732,0.010012866608972883,0.6045997880780726,6,0.33832086450540316,1,0.008250044
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,34,1000,200,10,8,-2.3445396412037036,0.08429451833647619,0.007216051711245247,0.08819512057550678,0.010953571941749469,0.009199330558709364,0.6045997880780726,6,0.3367009070888454,1,0.007420705
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,35,1000,200,10,8,-2.2847685185185185,0.07872366129990568,0.006317187661324863,0.08594208922326084,0.010269260584552456,0.009971342163571078,0.6045997880780726,6,0.33978411120602625,1,0.008252779
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,36,1000,200,10,8,-2.3077245370370365,0.062440039320417876,0.003915929701657392,0.07353435276508308,0.007631351053058488,0.008532368801689708,0.6045997880780726,6,0.3389934974883664,1,0.007725134
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,37,1000,200,10,8,-2.3228046875000006,0.07922947808255801,0.006320671734847574,0.08981445258139846,0.008624773005854193,0.01114344955367252,0.6045997880780726,6,0.344688857614881,1,0.008288987
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,38,1000,200,10,8,-2.3119982638888885,0.09208918816464035,0.008530655141808932,0.09982395759638865,0.01065962680338565,0.012527197447557556,0.6045997880780726,6,0.34329416843988037,1,0.00895516
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,39,1000,200,10,8,-2.3223162615740742,0.08796868537891166,0.00775994473525189,0.09526447775582908,0.011251665812972302,0.011487192085231107,0.6045997880780726,6,0.3404663881037237,1,0.008481566
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,40,1000,200,10,8,-2.3377627314814817,0.08519687091518144,0.007366276899310545,0.09035418078550105,0.01623328902990429,0.010133199355463085,0.6045997880780726,6,0.3335173937051353,1,0.008195331
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,41,1000,200,10,8,-2.264987268518518,0.07213642182257454,0.005285483336017475,0.07629026860502772,0.015381062119219597,0.007195085800561797,0.6045997880780726,6,0.3375145582171299,1,0.008077592
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,42,1000,200,10,8,-2.2772589699074066,0.08743060461722141,0.00768608824415828,0.09288709813404572,0.012714508097675475,0.01061876375379153,0.6045997880780726,6,0.33811185513533903,1,0.007592897
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,43,1000,200,10,8,-2.3350153356481487,0.10205081382764994,0.010647274849519285,0.11223119666172324,0.012451313113496693,0.016718833677539714,0.6045997880780726,6,0.3396299033191699,1,0.007299089
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,44,1000,200,10,8,-2.2833642939814816,0.1251798578586652,0.01575659213076836,0.14138202449801673,0.01184189012987302,0.027214049418390125,0.6045997880780726,6,0.3370091109016651,1,0.008083813
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,45,1000,200,10,8,-2.3173709490740744,0.12896646423867772,0.016761750045978453,0.1340700557267392,0.014967938846726082,0.020647366502938948,0.6045997880780726,6,0.33449389124517315,1,0.006759831
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,46,1000,200,10,8,-2.3098614004629625,0.11181909784841153,0.012595562408337957,0.11718448290865288,0.014048602699851582,0.016330828058415636,0.6045997880780726,6,0.33182734084755366,1,0.006862333
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,47,1000,200,10,8,-2.333611111111111,0.09894014458300321,0.009972877953386668,0.10471991551036612,0.01320218943782682,0.013706496568530156,0.6045997880780726,6,0.34082020682938896,1,0.006641441
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,48,1000,200,10,8,-2.2497239583333335,0.1251296810076666,0.01572675496363065,0.13321842406811607,0.012484292490200182,0.022332586861701247,0.6045997880780726,6,0.3316882124434821,1,0.006782524
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,49,1000,200,10,8,-2.3100445601851853,0.13225485735882775,0.017498115636570277,0.13938774846500052,0.013549293054767788,0.023111914423874225,0.6045997880780726,6,0.33158902361199744,1,0.006981595
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,50,1000,200,10,8,-2.3238425925925923,0.1414111840612815,0.020114565139180446,0.14729377556420273,0.012332002545536291,0.024934024564813903,0.6045997880780726,6,0.33800151400454204,1,0.006959555
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,51,1000,200,10,8,-2.295330729166667,0.16141107717900502,0.026114285936188135,0.16952713342322348,0.008322791070910418,0.03385171449646408,0.6045997880780726,6,0.3364522661977801,1,0.006992807
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,52,1000,200,10,8,-2.2792126736111107,0.1585166129709133,0.025208649799947146,0.16397542208391083,0.008853369190917467,0.030488837893390436,0.6045997880780726,6,0.3312674359624651,1,0.007005521
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,53,1000,200,10,8,-2.3036339699074078,0.16622143972072576,0.027909879423199956,0.17348840190255244,0.010390339795288169,0.034789187342099015,0.6045997880780726,6,0.3377106006901613,1,0.006939337
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,54,1000,200,10,8,-2.348263888888889,0.21632045552178916,0.04698272766077116,0.22157075028764556,0.006378109686042126,0.0538229372342668,0.6045997880780726,6,0.3345946960220165,1,0.006950177
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,55,1000,200,10,8,-2.315111979166667,0.2059439940778732,0.042773430677823375,0.21052448646348831,0.007538640505558167,0.04841487484691696,0.6045997880780726,6,0.3311463487897807,1,0.00688204
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,56,1000,200,10,8,-2.348508101851851,0.2251474598164723,0.05081416645371588,0.22982310124600375,0.005054385356783269,0.05720230686297682,0.6045997880780726,6,0.3307819253438114,1,0.006988428
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,57,1000,200,10,8,-2.2729852430555555,0.20360221523107228,0.04150505524083042,0.20948704530908255,0.006329802418961828,0.04842194135276095,0.6045997880780726,6,0.3327614690557885,1,0.006997455
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,58,1000,200,10,8,-2.3610240162037037,0.21488785691954448,0.046369324629343824,0.22213764623551438,0.006124133206717499,0.055507838447492144,0.6045997880780726,6,0.33186626636696587,1,0.007199802
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,59,1000,200,10,8,-2.286661168981481,0.2204507815179162,0.049076229868311685,0.2261828907097279,0.0064743581227626355,0.05611137301776096,0.6045997880780726,6,0.33333865559635956,1,0.007781459
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,60,1000,200,10,8,-2.2945370370370375,0.17973102919951636,0.03239710136925887,0.18353140635526516,0.008978772449265107,0.03648145318972814,0.6045997880780726,6,0.3346417435621468,1,0.007079929
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,61,1000,200,10,8,-2.288859085648148,0.16040074143881516,0.025837048349647552,0.1648131236200226,0.006929054402080847,0.030047310931796245,0.6045997880780726,6,0.3360262282738282,1,0.006980153
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,62,1000,200,10,8,-2.3066255787037035,0.14047432952886213,0.019811047237519176,0.1446261221167681,0.008030870384383482,0.023433468107838647,0.6045997880780726,6,0.33910414088081847,1,0.007224669
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,63,1000,200,10,8,-2.301436053240741,0.11876150161892077,0.01418777777834189,0.12241135828991331,0.009245825066587377,0.016904037145339196,0.6045997880780726,6,0.3401336178032486,1,0.007211685
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,64,1000,200,10,8,-2.337884837962963,0.12861810005391522,0.01660310281421193,0.13334700748877049,0.010591224134323668,0.020288864936575123,0.6045997880780726,6,0.33680679024752247,1,0.006759771
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,65,1000,200,10,8,-2.344967013888889,0.14226618185452486,0.02033032410028727,0.1502329247598833,0.011506315995286932,0.02672894979610136,0.6045997880780726,6,0.33885117331597386,1,0.006938234
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,66,1000,200,10,8,-2.287454861111111,0.13806989910483664,0.01916202547852235,0.15272526205187842,0.011147239401166315,0.030926961395200476,0.6045997880780726,6,0.3392520130850528,1,0.007088154
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,67,1000,200,10,8,-2.2679178240740745,0.134217782798087,0.01812888541100455,0.15964799997160098,0.01083591551060908,0.039219796511359185,0.6045997880780726,6,0.3376127471007888,1,0.006938775
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,68,1000,200,10,8,-2.3628556134259258,0.14455430973075747,0.020942009560666525,0.16247341185652195,0.00888163281089087,0.03722466977912085,0.6045997880780726,6,0.3371140908314041,1,0.006848026
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,69,1000,200,10,8,-2.253326099537037,0.16628662420614243,0.02771047315422061,0.17995390715842133,0.006670705723543684,0.04182675283444256,0.6045997880780726,6,0.33596276721621837,1,0.006947312
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,70,1000,200,10,8,-2.304671875,0.13934901687763218,0.019711186673859023,0.1464410504931096,0.007190048249370684,0.025957156743362388,0.6045997880780726,6,0.3414759059517343,1,0.006922635
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,71,1000,200,10,8,-2.32775,0.11630285366097345,0.013759956225689166,0.12476070795662378,0.006468868826487201,0.019611168631564542,0.6045997880780726,6,0.3402162162162162,1,0.006913619
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,72,1000,200,10,8,-2.271397858796296,0.13810069421192472,0.019256976958367204,0.1435003936619174,0.006421836712339852,0.023736750626827736,0.6045997880780726,6,0.3341339361401526,1,0.007051826
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,73,1000,200,10,8,-2.3210951967592592,0.12209402787233473,0.015000197167760168,0.12737246588880027,0.008285943194428925,0.018989391477895547,0.6045997880780726,6,0.3358075730527107,1,0.00714449
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,74,1000,200,10,8,-2.264926215277778,0.11387332701018082,0.013083742706292534,0.12172150873021255,0.01011001853980851,0.018340890670267163,0.6045997880780726,6,0.3382547132288601,1,0.006992616
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,75,1000,200,10,8,-2.304671875,0.11856989143645329,0.014091531454278156,0.12338931011987823,0.00948482844101622,0.017503938866396757,0.6045997880780726,6,0.3396428904718947,1,0.006904983
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,76,1000,200,10,8,-2.2975286458333333,0.12088616125109405,0.014746635161333985,0.12496688366617033,0.010045030982740774,0.017848419255321827,0.6045997880780726,6,0.34066941769830356,1,0.006944216
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,77,1000,200,10,8,-2.3470428240740744,0.09916593924250522,0.009850800948256206,0.10498489905467467,0.009499587280532549,0.013479175189377482,0.6045997880780726,6,0.34219649647967987,1,0.00733734
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,78,1000,200,10,8,-2.3059539930555557,0.10456426918254327,0.010993706795984767,0.11297263401719167,0.008987554011013001,0.01695449982630467,0.6045997880780726,6,0.3402649414664202,1,0.007034774
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,79,1000,200,10,8,-2.3162109375,0.12210657325134808,0.01492953650227275,0.13287947476791262,0.00870170265176436,0.022347948300158856,0.6045997880780726,6,0.34096586178184846,1,0.006927966
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,80,1000,200,10,8,-2.3766536458333336,0.15092720195205536,0.02333938412879473,0.15853493836406463,0.009459295117756065,0.029902642183994466,0.6045997880780726,6,0.33263929113765517,1,0.006883482
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,81,1000,200,10,8,-2.3121814236111113,0.17297834588652714,0.030007270910844923,0.17739654345036657,0.009758665154526905,0.03448516505507569,0.6045997880780726,6,0.33295156811371374,1,0.006881258
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,82,1000,200,10,8,-2.3339163773148153,0.19962066884014326,0.039947042999860974,0.20317127755546407,0.010359484796091141,0.04425110056335361,0.6045997880780726,6,0.33852267926712876,1,0.0069575
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,83,1000,200,10,8,-2.3598640046296295,0.20758264386292713,0.04317727593855243,0.21179413569736655,0.008097122569370813,0.04855054625067329,0.6045997880780726,6,0.33514611658071575,1,0.00688793
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,honeycomb,12,288,432,2.11,5.687203791469194,1.0,1.0,202628501101,random,84,1000,200,10,8,-2.3297037037037036,0.21536155841948162,0.046555397198804235,0.2204937448642022,0.007137722388640121,0.053252314834605054,0.6045997880780726,6,0.3331659080207189,1,0.00691408
